	OrthologID	Saccharomyces_cerevisiae	Spathaspora_arborariae
1402	OG0001402	YGL037C	genemark-KI547149.1-processed-gene-2.159-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.159&CDS=1-687
1403	OG0001403	YGL040C	genemark-KI547140.1-processed-gene-5.46-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.46&CDS=1-1017
1404	OG0001404	YGL043W	genemark-KI547134.1-processed-gene-8.92-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-8.92&CDS=1-897
1405	OG0001405	YGL044C	genemark-KI547134.1-processed-gene-8.110-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-8.110&CDS=1-702
1406	OG0001406	YGL045W	augustus_masked-KI547134.1-processed-gene-12.44-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-12.44&CDS=1-1860
1407	OG0001407	YGL047W	genemark-KI547134.1-processed-gene-11.83-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.83&CDS=1-618
1408	OG0001408	YGL048C	genemark-KI547153.1-processed-gene-0.208-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.208&CDS=1-1206
1409	OG0001409	YGL054C	snap_masked-KI547140.1-processed-gene-1.39-mRNA-1_1&gene=snap_masked-KI547140.1-processed-gene-1.39&CDS=1-327
1410	OG0001410	YGL055W	augustus_masked-KI547135.1-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-KI547135.1-processed-gene-11.33&CDS=1-1455
1411	OG0001411	YGL058W	genemark-KI547149.1-processed-gene-2.109-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.109&CDS=1-495
1412	OG0001412	YGL059W	genemark-KI547135.1-processed-gene-2.11-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-2.11&CDS=1-1452
1413	OG0001413	YGL064C	genemark-KI547138.1-processed-gene-4.91-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-4.91&CDS=1-1725
1414	OG0001414	YGL065C	genemark-KI547138.1-processed-gene-4.75-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-4.75&CDS=1-1308
1415	OG0001415	YGL066W	genemark-KI547138.1-processed-gene-4.95-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-4.95&CDS=1-1536
1416	OG0001416	YGL067W	genemark-KI547138.1-processed-gene-4.90-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-4.90&CDS=1-1362
1417	OG0001417	YGL068W	genemark-KI547155.1-processed-gene-0.260-mRNA-1_1&gene=genemark-KI547155.1-processed-gene-0.260&CDS=1-507
1418	OG0001418	YGL070C	augustus_masked-KI547155.1-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-KI547155.1-processed-gene-0.145&CDS=1-336
1419	OG0001419	YGL073W	genemark-KI547135.1-processed-gene-6.112-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-6.112&CDS=1-1842
1420	OG0001420	YGL078C	genemark-KI547135.1-processed-gene-7.117-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-7.117&CDS=1-1569
1421	OG0001421	YGL079W	genemark-KI547141.1-processed-gene-2.77-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-2.77&CDS=1-663
1422	OG0001422	YGL080W	genemark-KI547141.1-processed-gene-2.75-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-2.75&CDS=1-372
1423	OG0001423	YGL083W	genemark-KI547134.1-processed-gene-5.47-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-5.47&CDS=1-2562
1424	OG0001424	YGL084C	genemark-KI547135.1-processed-gene-1.63-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-1.63&CDS=1-1686
1425	OG0001425	YGL085W	genemark-KI547135.1-processed-gene-1.68-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-1.68&CDS=1-699
1426	OG0001426	YGL086W	genemark-KI547135.1-processed-gene-1.65-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-1.65&CDS=1-2007
1427	OG0001427	YGL087C	augustus_masked-KI547135.1-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-KI547135.1-processed-gene-1.39&CDS=1-411
1428	OG0001428	YGL091C	maker-KI547144.1-augustus-gene-3.77-mRNA-1_1&gene=maker-KI547144.1-augustus-gene-3.77&CDS=1-4809
1429	OG0001429	YGL093W	snap_masked-KI547138.1-processed-gene-5.33-mRNA-1_1&gene=snap_masked-KI547138.1-processed-gene-5.33&CDS=1-3342
1430	OG0001430	YGL094C	genemark-KI547135.1-processed-gene-7.96-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-7.96&CDS=1-3543
1431	OG0001431	YGL095C	augustus_masked-KI547160.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-KI547160.1-processed-gene-0.18&CDS=1-1806
1432	OG0001432	YGL097W	genemark-KI547149.1-processed-gene-0.92-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.92&CDS=1-1479
1433	OG0001433	YGL099W	genemark-KI547138.1-processed-gene-4.77-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-4.77&CDS=1-1959
1434	OG0001434	YGL100W	genemark-KI547155.1-processed-gene-0.201-mRNA-1_1&gene=genemark-KI547155.1-processed-gene-0.201&CDS=1-1023
1435	OG0001435	YGL106W	genemark-KI547137.1-processed-gene-4.41-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.41&CDS=1-429
1436	OG0001436	YGL111W	genemark-KI547136.1-processed-gene-2.107-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-2.107&CDS=1-1308
1437	OG0001437	YGL112C	augustus_masked-KI547140.1-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-KI547140.1-processed-gene-2.101&CDS=1-1500
1438	OG0001438	YGL114W	genemark-KI547138.1-processed-gene-6.23-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-6.23&CDS=1-1842
1439	OG0001439	YGL115W	genemark-KI547138.1-processed-gene-6.22-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-6.22&CDS=1-999
1440	OG0001440	YGL116W	genemark-KI547138.1-processed-gene-1.57-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-1.57&CDS=1-1740
1441	OG0001441	YGL119W	genemark-KI547134.1-processed-gene-12.101-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-12.101&CDS=1-1698
1442	OG0001442	YGL122C	augustus_masked-KI547134.1-processed-gene-12.13-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-12.13&CDS=1-4395
1443	OG0001443	YGL123W	genemark-KI547134.1-processed-gene-12.155-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-12.155&CDS=1-753
1444	OG0001444	YGL124C	snap_masked-KI547137.1-processed-gene-5.83-mRNA-1_1&gene=snap_masked-KI547137.1-processed-gene-5.83&CDS=1-1539
1445	OG0001445	YGL125W	genemark-KI547141.1-processed-gene-3.46-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-3.46&CDS=1-1842
1446	OG0001446	YGL127C	maker-KI547144.1-augustus-gene-4.110-mRNA-1_1&gene=maker-KI547144.1-augustus-gene-4.110&CDS=1-3003
1447	OG0001447	YGL129C	genemark-KI547138.1-processed-gene-4.68-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-4.68&CDS=1-1407
1448	OG0001448	YGL130W	genemark-KI547144.1-processed-gene-2.50-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-2.50&CDS=1-1383
1449	OG0001449	YGL131C	genemark-KI547144.1-processed-gene-1.88-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-1.88&CDS=1-4344
1450	OG0001450	YGL136C	genemark-KI547142.1-processed-gene-1.114-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-1.114&CDS=1-777
1451	OG0001451	YGL137W	maker-KI547138.1-augustus-gene-5.58-mRNA-1_1&gene=maker-KI547138.1-augustus-gene-5.58&CDS=1-5610
1452	OG0001452	YGL141W	genemark-KI547145.1-processed-gene-2.64-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-2.64&CDS=1-2847
1453	OG0001453	YGL143C	genemark-KI547139.1-processed-gene-2.70-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-2.70&CDS=1-1158
1454	OG0001454	YGL145W	genemark-KI547146.1-processed-gene-1.91-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-1.91&CDS=1-2235
1455	OG0001455	YGL148W	genemark-KI547148.1-processed-gene-0.47-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-0.47&CDS=1-1134
1456	OG0001456	YGL150C	genemark-KI547137.1-processed-gene-7.193-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-7.193&CDS=1-4089
1457	OG0001457	YGL153W	genemark-KI547137.1-processed-gene-7.157-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-7.157&CDS=1-1287
1458	OG0001458	YGL155W	genemark-KI547137.1-processed-gene-7.155-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-7.155&CDS=1-1113
1459	OG0001459	YGL156W	genemark-KI547139.1-processed-gene-3.117-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-3.117&CDS=1-3303
1460	OG0001460	YGL159W	snap_masked-KI547135.1-processed-gene-7.55-mRNA-1_1&gene=snap_masked-KI547135.1-processed-gene-7.55&CDS=1-1062
1461	OG0001461	YGL160W	genemark-KI547140.1-processed-gene-5.29-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.29&CDS=1-1623
1462	OG0001462	YGL161C	maker-KI547135.1-augustus-gene-5.80-mRNA-1_1&gene=maker-KI547135.1-augustus-gene-5.80&CDS=1-909
1463	OG0001463	YGL163C	genemark-KI547135.1-processed-gene-2.3-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-2.3&CDS=1-2502
1464	OG0001464	YGL164C	genemark-KI547135.1-processed-gene-2.0-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-2.0&CDS=1-1260
1465	OG0001465	YGL166W	snap_masked-KI547135.1-processed-gene-2.79-mRNA-1_1&gene=snap_masked-KI547135.1-processed-gene-2.79&CDS=1-1833
1466	OG0001466	YGL167C	genemark-KI547154.1-processed-gene-0.260-mRNA-1_1&gene=genemark-KI547154.1-processed-gene-0.260&CDS=1-2787
1467	OG0001467	YGL169W	genemark-KI547154.1-processed-gene-0.261-mRNA-1_1&gene=genemark-KI547154.1-processed-gene-0.261&CDS=1-1131
1468	OG0001468	YGL171W	genemark-KI547135.1-processed-gene-4.75-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-4.75&CDS=1-1644
1469	OG0001469	YGL172W	genemark-KI547135.1-processed-gene-2.34-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-2.34&CDS=1-1224
1470	OG0001470	YGL173C	augustus_masked-KI547135.1-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-KI547135.1-processed-gene-2.52&CDS=1-4368
1471	OG0001471	YGL174W	genemark-KI547135.1-processed-gene-2.33-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-2.33&CDS=1-729
1472	OG0001472	YGL178W	genemark-KI547135.1-processed-gene-2.18-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-2.18&CDS=1-2613
1473	OG0001473	YGL180W	genemark-KI547139.1-processed-gene-0.19-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-0.19&CDS=1-2679
1474	OG0001474	YGL181W	genemark-KI547142.1-processed-gene-4.147-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.147&CDS=1-1371
1475	OG0001475	YGL184C	genemark-KI547156.1-processed-gene-0.225-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.225&CDS=1-1212
1476	OG0001476	YGL187C	genemark-KI547136.1-processed-gene-4.6-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-4.6&CDS=1-483
1477	OG0001477	YGL190C	genemark-KI547136.1-processed-gene-4.9-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-4.9&CDS=1-1524
1478	OG0001478	YGL191W	genemark-KI547136.1-processed-gene-3.71-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-3.71&CDS=1-402
1479	OG0001479	YGL192W	genemark-KI547136.1-processed-gene-4.11-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-4.11&CDS=1-1581
1480	OG0001480	YGL195W	genemark-KI547150.1-processed-gene-0.59-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-0.59&CDS=1-8049
1481	OG0001481	YGL196W	genemark-KI547149.1-processed-gene-0.111-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.111&CDS=1-1254
1482	OG0001482	YGL198W	genemark-KI547140.1-processed-gene-1.74-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-1.74&CDS=1-924
1483	OG0001483	YGL200C	genemark-KI547148.1-processed-gene-0.48-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-0.48&CDS=1-591
1484	OG0001484	YGL201C	genemark-KI547137.1-processed-gene-2.25-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-2.25&CDS=1-2745
1485	OG0001485	YGL202W	genemark-KI547156.1-processed-gene-0.222-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.222&CDS=1-1482
1486	OG0001486	YGL203C	genemark-KI547159.1-processed-gene-0.46-mRNA-1_1&gene=genemark-KI547159.1-processed-gene-0.46&CDS=1-1977
1487	OG0001487	YGL206C	genemark-KI547138.1-processed-gene-4.53-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-4.53&CDS=1-5016
1488	OG0001488	YGL207W	genemark-KI547144.1-processed-gene-1.66-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-1.66&CDS=1-3042
1489	OG0001489	YGL211W	genemark-KI547145.1-processed-gene-1.58-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-1.58&CDS=1-1113
1490	OG0001490	YGL213C	genemark-KI547138.1-processed-gene-6.52-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-6.52&CDS=1-1140
1491	OG0001491	YGL215W	genemark-KI547148.1-processed-gene-2.50-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-2.50&CDS=1-1092
1492	OG0001492	YGL216W	genemark-KI547140.1-processed-gene-4.87-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-4.87&CDS=1-2541
1493	OG0001493	YGL221C	genemark-KI547139.1-processed-gene-1.73-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-1.73&CDS=1-819
1494	OG0001494	YGL227W	augustus_masked-KI547146.1-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-KI547146.1-processed-gene-2.33&CDS=1-2565
1495	OG0001495	YGL231C	genemark-KI547151.1-processed-gene-0.69-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-0.69&CDS=1-492
1496	OG0001496	YGL232W	genemark-KI547151.1-processed-gene-0.46-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-0.46&CDS=1-771
1497	OG0001497	YGL233W	genemark-KI547139.1-processed-gene-2.83-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-2.83&CDS=1-2559
1498	OG0001498	YGL234W	genemark-KI547134.1-processed-gene-2.78-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-2.78&CDS=1-2391
1499	OG0001499	YGL236C	genemark-KI547134.1-processed-gene-2.100-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-2.100&CDS=1-1977
1500	OG0001500	YGL237C	genemark-KI547134.1-processed-gene-2.87-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-2.87&CDS=1-588
1501	OG0001501	YGL238W	genemark-KI547134.1-processed-gene-2.102-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-2.102&CDS=1-2913
1502	OG0001502	YGL240W	genemark-KI547134.1-processed-gene-2.82-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-2.82&CDS=1-810
1503	OG0001503	YGL241W	genemark-KI547154.1-processed-gene-0.262-mRNA-1_1&gene=genemark-KI547154.1-processed-gene-0.262&CDS=1-3063
1504	OG0001504	YGL242C	genemark-KI547154.1-processed-gene-0.263-mRNA-1_1&gene=genemark-KI547154.1-processed-gene-0.263&CDS=1-555
1505	OG0001505	YGL243W	maker-KI547154.1-augustus-gene-0.93-mRNA-1_1&gene=maker-KI547154.1-augustus-gene-0.93&CDS=1-1581
1506	OG0001506	YGL244W	augustus_masked-KI547151.1-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-KI547151.1-processed-gene-1.49&CDS=1-1323
1507	OG0001507	YGL245W	genemark-KI547151.1-processed-gene-1.151-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-1.151&CDS=1-2160
1508	OG0001508	YGL246C	genemark-KI547145.1-processed-gene-0.17-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-0.17&CDS=1-1206
1509	OG0001509	YGL247W	augustus_masked-KI547140.1-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-KI547140.1-processed-gene-2.106&CDS=1-783
1510	OG0001510	YGL248W	genemark-KI547157.1-processed-gene-0.120-mRNA-1_1&gene=genemark-KI547157.1-processed-gene-0.120&CDS=1-1173
1511	OG0001511	YGL251C	genemark-KI547136.1-processed-gene-0.55-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-0.55&CDS=1-3609
1512	OG0001512	YGR001C	augustus_masked-KI547139.1-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-KI547139.1-processed-gene-0.118&CDS=1-1317
1513	OG0001513	YGR002C	genemark-KI547152.1-processed-gene-0.66-mRNA-1_1&gene=genemark-KI547152.1-processed-gene-0.66&CDS=1-1758
1514	OG0001514	YGR003W	genemark-KI547152.1-processed-gene-0.67-mRNA-1_1&gene=genemark-KI547152.1-processed-gene-0.67&CDS=1-2538
1515	OG0001515	YGR005C	genemark-KI547156.1-processed-gene-0.214-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.214&CDS=1-1155
1516	OG0001516	YGR006W	genemark-KI547156.1-processed-gene-0.173-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.173&CDS=1-879
1517	OG0001517	YGR007W	genemark-KI547156.1-processed-gene-0.216-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.216&CDS=1-1158
1518	OG0001518	YGR009C	genemark-KI547138.1-processed-gene-1.55-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-1.55&CDS=1-1275
1519	OG0001519	YGR012W	augustus_masked-KI547138.1-processed-gene-6.185-mRNA-1_1&gene=augustus_masked-KI547138.1-processed-gene-6.185&CDS=1-2973
1520	OG0001520	YGR013W	genemark-KI547136.1-processed-gene-4.34-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-4.34&CDS=1-1602
1521	OG0001521	YGR014W	genemark-KI547136.1-processed-gene-4.16-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-4.16&CDS=1-2706
1522	OG0001522	YGR017W	genemark-KI547149.1-processed-gene-2.137-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.137&CDS=1-924
1523	OG0001523	YGR019W	maker-KI547136.1-augustus-gene-7.5-mRNA-1_1&gene=maker-KI547136.1-augustus-gene-7.5&CDS=1-2301
1524	OG0001524	YGR020C	genemark-KI547136.1-processed-gene-7.139-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-7.139&CDS=1-375
1525	OG0001525	YGR021W	genemark-KI547136.1-processed-gene-7.105-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-7.105&CDS=1-828
1526	OG0001526	YGR024C	genemark-KI547151.1-processed-gene-1.180-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-1.180&CDS=1-801
1527	OG0001527	YGR026W	genemark-KI547148.1-processed-gene-2.76-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-2.76&CDS=1-804
1528	OG0001528	YGR028W	genemark-KI547137.1-processed-gene-5.28-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-5.28&CDS=1-1083
1529	OG0001529	YGR029W	augustus_masked-KI547137.1-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-4.152&CDS=1-1170
1530	OG0001530	YGR031W	augustus_masked-KI547136.1-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-3.12&CDS=1-951
1531	OG0001531	YGR032W	maker-KI547134.1-augustus-gene-8.142-mRNA-1_1&gene=maker-KI547134.1-augustus-gene-8.142&CDS=1-6645
1532	OG0001532	YGR033C	genemark-KI547134.1-processed-gene-9.105-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-9.105&CDS=1-819
1533	OG0001533	YGR036C	genemark-KI547134.1-processed-gene-9.133-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-9.133&CDS=1-588
1534	OG0001534	YGR037C	augustus_masked-KI547151.1-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-KI547151.1-processed-gene-1.46&CDS=1-258
1535	OG0001535	YGR042W	genemark-KI547155.1-processed-gene-0.250-mRNA-1_1&gene=genemark-KI547155.1-processed-gene-0.250&CDS=1-831
1536	OG0001536	YGR044C	genemark-KI547134.1-processed-gene-0.86-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-0.86&CDS=1-1608
1537	OG0001537	YGR046W	genemark-KI547157.1-processed-gene-0.115-mRNA-1_1&gene=genemark-KI547157.1-processed-gene-0.115&CDS=1-1218
1538	OG0001538	YGR047C	genemark-KI547141.1-processed-gene-3.63-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-3.63&CDS=1-2946
1539	OG0001539	YGR053C	genemark-KI547138.1-processed-gene-1.86-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-1.86&CDS=1-927
1540	OG0001540	YGR054W	augustus_masked-KI547134.1-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-8.19&CDS=1-1884
1541	OG0001541	YGR055W	augustus_masked-KI547135.1-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-KI547135.1-processed-gene-6.44&CDS=1-1638
1542	OG0001542	YGR057C	genemark-KI547154.1-processed-gene-0.237-mRNA-1_1&gene=genemark-KI547154.1-processed-gene-0.237&CDS=1-687
1543	OG0001543	YGR058W	genemark-AYLH01000371.1-processed-gene-0.2-mRNA-1_1&gene=genemark-AYLH01000371.1-processed-gene-0.2&CDS=1-1092
1544	OG0001544	YGR060W	genemark-KI547145.1-processed-gene-1.74-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-1.74&CDS=1-984
1545	OG0001545	YGR061C	genemark-KI547137.1-processed-gene-7.196-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-7.196&CDS=1-4008
1546	OG0001546	YGR062C	genemark-KI547146.1-processed-gene-2.54-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-2.54&CDS=1-969
1547	OG0001547	YGR063C	genemark-KI547146.1-processed-gene-2.53-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-2.53&CDS=1-336
1548	OG0001548	YGR072W	genemark-KI547135.1-processed-gene-9.85-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-9.85&CDS=1-978
1549	OG0001549	YGR074W	genemark-KI547142.1-processed-gene-0.58-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-0.58&CDS=1-360
1550	OG0001550	YGR076C	genemark-KI547142.1-processed-gene-0.83-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-0.83&CDS=1-468
1551	OG0001551	YGR080W	genemark-KI547136.1-processed-gene-1.71-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-1.71&CDS=1-1068
1552	OG0001552	YGR082W	genemark-KI547134.1-processed-gene-8.122-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-8.122&CDS=1-510
1553	OG0001553	YGR086C	genemark-KI547136.1-processed-gene-1.68-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-1.68&CDS=1-927
1554	OG0001554	YGR090W	genemark-KI547136.1-processed-gene-5.58-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-5.58&CDS=1-3468
1555	OG0001555	YGR093W	genemark-KI547134.1-processed-gene-8.93-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-8.93&CDS=1-1458
1556	OG0001556	YGR094W	maker-KI547136.1-snap-gene-2.46-mRNA-1_1&gene=maker-KI547136.1-snap-gene-2.46&CDS=1-4827
1557	OG0001557	YGR095C	genemark-KI547136.1-processed-gene-2.100-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-2.100&CDS=1-657
1558	OG0001558	YGR096W	augustus_masked-KI547136.1-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-2.59&CDS=1-900
1559	OG0001559	YGR098C	augustus_masked-KI547134.1-processed-gene-12.67-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-12.67&CDS=1-5295
1560	OG0001560	YGR099W	snap_masked-KI547154.1-processed-gene-0.75-mRNA-1_1&gene=snap_masked-KI547154.1-processed-gene-0.75&CDS=1-2469
1561	OG0001561	YGR100W	genemark-KI547144.1-processed-gene-2.79-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-2.79&CDS=1-2757
1562	OG0001562	YGR103W	genemark-KI547150.1-processed-gene-2.22-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-2.22&CDS=1-1740
1563	OG0001563	YGR104C	genemark-KI547150.1-processed-gene-2.56-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-2.56&CDS=1-909
1564	OG0001564	YGR105W	genemark-KI547150.1-processed-gene-2.57-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-2.57&CDS=1-237
1565	OG0001565	YGR110W	genemark-KI547138.1-processed-gene-1.45-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-1.45&CDS=1-1278
1566	OG0001566	YGR111W	genemark-KI547144.1-processed-gene-2.52-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-2.52&CDS=1-1230
1567	OG0001567	YGR112W	augustus_masked-KI547135.1-processed-gene-10.101-mRNA-1_1&gene=augustus_masked-KI547135.1-processed-gene-10.101&CDS=1-1101
1568	OG0001568	YGR116W	genemark-KI547149.1-processed-gene-1.90-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-1.90&CDS=1-4398
1569	OG0001569	YGR119C	genemark-KI547137.1-processed-gene-3.66-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-3.66&CDS=1-1725
1570	OG0001570	YGR123C	genemark-KI547147.1-processed-gene-2.61-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-2.61&CDS=1-1590
1571	OG0001571	YGR125W	genemark-KI547137.1-processed-gene-1.73-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-1.73&CDS=1-2973
1572	OG0001572	YGR127W	maker-KI547137.1-augustus-gene-4.8-mRNA-1_1&gene=maker-KI547137.1-augustus-gene-4.8&CDS=1-933
1573	OG0001573	YGR128C	genemark-KI547147.1-processed-gene-3.58-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-3.58&CDS=1-2181
1574	OG0001574	YGR132C	genemark-KI547140.1-processed-gene-5.12-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.12&CDS=1-744
1575	OG0001575	YGR135W	genemark-KI547140.1-processed-gene-5.14-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.14&CDS=1-759
1576	OG0001576	YGR144W	maker-KI547158.1-snap-gene-0.99-mRNA-1_1&gene=maker-KI547158.1-snap-gene-0.99&CDS=1-1587
1577	OG0001577	YGR145W	genemark-KI547149.1-processed-gene-2.115-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.115&CDS=1-2007
1578	OG0001578	YGR147C	genemark-KI547156.1-processed-gene-0.210-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.210&CDS=1-645
