	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034605_Spencermartinsiella_europaea
2010	OG0002010	YJR099W	augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-1.146&CDS=1-723
2011	OG0002011	YJR100C	augustus_masked-NODE_33_length_161565_cov_26.848_ID_65-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_33_length_161565_cov_26.848_ID_65-processed-gene-0.41&CDS=1-1050
2012	OG0002012	YJR101W	augustus_masked-NODE_33_length_161565_cov_26.848_ID_65-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_33_length_161565_cov_26.848_ID_65-processed-gene-0.8&CDS=1-786
2013	OG0002013	YJR102C	augustus_masked-NODE_33_length_161565_cov_26.848_ID_65-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_33_length_161565_cov_26.848_ID_65-processed-gene-0.9&CDS=1-552
2014	OG0002014	YJR104C	augustus_masked-NODE_30_length_172163_cov_26.6541_ID_59-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_30_length_172163_cov_26.6541_ID_59-processed-gene-0.41&CDS=1-468
2015	OG0002015	YJR105W	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-7.122-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-7.122&CDS=1-1038
2016	OG0002016	YJR107W	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-0.7&CDS=1-2358
2017	OG0002017	YJR109C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-11.10&CDS=1-3435
2018	OG0002018	YJR110W	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-0.13&CDS=1-2157
2019	OG0002019	YJR111C	maker-NODE_4_length_497818_cov_28.3057_ID_7-augustus-gene-0.44-mRNA-1_1&gene=maker-NODE_4_length_497818_cov_28.3057_ID_7-augustus-gene-0.44&CDS=1-2010
2020	OG0002020	YJR112W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-11.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-11.28&CDS=1-600
2021	OG0002021	YJR112W-A	snap_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-11.50-mRNA-1_1&gene=snap_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-11.50&CDS=1-498
2022	OG0002022	YJR113C	snap_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.131&CDS=1-759
2023	OG0002023	YJR116W	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-7.140-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-7.140&CDS=1-831
2024	OG0002024	YJR117W	augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.204&CDS=1-1314
2025	OG0002025	YJR118C	maker-NODE_14_length_313792_cov_28.8988_ID_27-augustus-gene-0.122-mRNA-1_1&gene=maker-NODE_14_length_313792_cov_28.8988_ID_27-augustus-gene-0.122&CDS=1-507
2026	OG0002026	YJR121W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-15.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-15.34&CDS=1-1530
2027	OG0002027	YJR122W	augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.38&CDS=1-1161
2028	OG0002028	YJR123W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-5.5&CDS=1-669
2029	OG0002029	YJR124C	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-3.241-mRNA-1_1&gene=augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-3.241&CDS=1-1404
2030	OG0002030	YJR125C	augustus_masked-NODE_29_length_203005_cov_28.2568_ID_57-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-NODE_29_length_203005_cov_28.2568_ID_57-processed-gene-1.164&CDS=1-1356
2031	OG0002031	YJR126C	augustus_masked-NODE_48_length_83947_cov_29.2314_ID_95-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_48_length_83947_cov_29.2314_ID_95-processed-gene-0.9&CDS=1-2277
2032	OG0002032	YJR129C	snap_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.119&CDS=1-1011
2033	OG0002033	YJR131W	augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-1.122&CDS=1-1794
2034	OG0002034	YJR132W	augustus_masked-NODE_36_length_129941_cov_28.2018_ID_71-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-NODE_36_length_129941_cov_28.2018_ID_71-processed-gene-0.175&CDS=1-3138
2035	OG0002035	YJR133W	augustus_masked-NODE_36_length_129941_cov_28.2018_ID_71-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_36_length_129941_cov_28.2018_ID_71-processed-gene-0.173&CDS=1-615
2036	OG0002036	YJR134C	augustus_masked-NODE_36_length_129941_cov_28.2018_ID_71-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_36_length_129941_cov_28.2018_ID_71-processed-gene-0.146&CDS=1-2775
2037	OG0002037	YJR135W-A	augustus_masked-NODE_36_length_129941_cov_28.2018_ID_71-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_36_length_129941_cov_28.2018_ID_71-processed-gene-0.150&CDS=1-270
2038	OG0002038	YJR137C	maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-14.49-mRNA-1_1&gene=maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-14.49&CDS=1-4329
2039	OG0002039	YJR138W	maker-NODE_2_length_1276072_cov_27.1787_ID_3-augustus-gene-3.11-mRNA-1_1&gene=maker-NODE_2_length_1276072_cov_27.1787_ID_3-augustus-gene-3.11&CDS=1-4455
2040	OG0002040	YJR139C	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.32&CDS=1-1086
2041	OG0002041	YJR140C	genemark-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.134-mRNA-1_1&gene=genemark-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.134&CDS=1-6387
2042	OG0002042	YJR141W	maker-NODE_2_length_1276072_cov_27.1787_ID_3-augustus-gene-3.4-mRNA-1_1&gene=maker-NODE_2_length_1276072_cov_27.1787_ID_3-augustus-gene-3.4&CDS=1-1092
2043	OG0002043	YJR142W	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.47&CDS=1-966
2044	OG0002044	YJR143C	snap_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.71-mRNA-1_1&gene=snap_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.71&CDS=1-2274
2045	OG0002045	YJR144W	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.45&CDS=1-876
2046	OG0002046	YJR148W	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-3.36&CDS=1-1182
2047	OG0002047	YJR149W	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.22&CDS=1-1095
2048	OG0002048	YJR152W	augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-1.101&CDS=1-1491
2049	OG0002049	YJR153W	augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.22&CDS=1-1416
2050	OG0002050	YKL001C	augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.35&CDS=1-606
2051	OG0002051	YKL002W	augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.8&CDS=1-648
2052	OG0002052	YKL003C	augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.175&CDS=1-333
2053	OG0002053	YKL004W	augustus_masked-NODE_37_length_124811_cov_26.8911_ID_73-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_37_length_124811_cov_26.8911_ID_73-processed-gene-0.131&CDS=1-1383
2054	OG0002054	YKL005C	augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-0.14&CDS=1-2505
2055	OG0002055	YKL006C-A	maker-NODE_23_length_245976_cov_27.2225_ID_45-augustus-gene-0.38-mRNA-1_1&gene=maker-NODE_23_length_245976_cov_27.2225_ID_45-augustus-gene-0.38&CDS=1-282
2056	OG0002056	YKL007W	augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-0.35&CDS=1-795
2057	OG0002057	YKL009W	augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.167&CDS=1-690
2058	OG0002058	YKL010C	snap_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.73&CDS=1-4875
2059	OG0002059	YKL011C	snap_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.82&CDS=1-1041
2060	OG0002060	YKL012W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.38&CDS=1-1884
2061	OG0002061	YKL013C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.18&CDS=1-507
2062	OG0002062	YKL014C	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.102&CDS=1-4584
2063	OG0002063	YKL015W	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.86&CDS=1-2301
2064	OG0002064	YKL016C	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.101&CDS=1-519
2065	OG0002065	YKL017C	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.87&CDS=1-2016
2066	OG0002066	YKL018W	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.103&CDS=1-1011
2067	OG0002067	YKL019W	augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-0.31&CDS=1-963
2068	OG0002068	YKL021C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-12.19-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-12.19&CDS=1-1173
2069	OG0002069	YKL022C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-12.26&CDS=1-1731
2070	OG0002070	YKL024C	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-2.154&CDS=1-642
2071	OG0002071	YKL025C	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-2.125&CDS=1-2016
2072	OG0002072	YKL027W	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.107&CDS=1-1392
2073	OG0002073	YKL028W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.249-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.249&CDS=1-1119
2074	OG0002074	YKL029C	maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-8.106-mRNA-1_1&gene=maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-8.106&CDS=1-1698
2075	OG0002075	YKL033W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-8.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-8.141&CDS=1-3090
2076	OG0002076	YKL033W-A	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-6.33&CDS=1-717
2077	OG0002077	YKL034W	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.48&CDS=1-2292
2078	OG0002078	YKL035W	augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.37&CDS=1-1512
2079	OG0002079	YKL040C	augustus_masked-NODE_39_length_115279_cov_26.1524_ID_77-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_39_length_115279_cov_26.1524_ID_77-processed-gene-0.43&CDS=1-777
2080	OG0002080	YKL041W	augustus_masked-NODE_42_length_104403_cov_26.5717_ID_83-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_42_length_104403_cov_26.5717_ID_83-processed-gene-0.30&CDS=1-675
2081	OG0002081	YKL045W	augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.20&CDS=1-1404
2082	OG0002082	YKL047W	augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.29&CDS=1-1392
2083	OG0002083	YKL051W	snap_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.97&CDS=1-888
2084	OG0002084	YKL053C-A	augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-1.99&CDS=1-267
2085	OG0002085	YKL054C	augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-1.31&CDS=1-2259
2086	OG0002086	YKL055C	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-0.21&CDS=1-696
2087	OG0002087	YKL056C	augustus_masked-NODE_33_length_161565_cov_26.848_ID_65-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_33_length_161565_cov_26.848_ID_65-processed-gene-0.69&CDS=1-504
2088	OG0002088	YKL057C	augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.186&CDS=1-3561
2089	OG0002089	YKL058W	maker-NODE_23_length_245976_cov_27.2225_ID_45-augustus-gene-1.204-mRNA-1_1&gene=maker-NODE_23_length_245976_cov_27.2225_ID_45-augustus-gene-1.204&CDS=1-306
2090	OG0002090	YKL059C	augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.165&CDS=1-1662
2091	OG0002091	YKL060C	augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-1.52&CDS=1-1083
2092	OG0002092	YKL064W	augustus_masked-NODE_45_length_98638_cov_26.1847_ID_89-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_45_length_98638_cov_26.1847_ID_89-processed-gene-0.111&CDS=1-2421
2093	OG0002093	YKL067W	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.123&CDS=1-453
2094	OG0002094	YKL069W	augustus_masked-NODE_51_length_61381_cov_27.0409_ID_101-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_51_length_61381_cov_27.0409_ID_101-processed-gene-0.4&CDS=1-522
2095	OG0002095	YKL070W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-5.0&CDS=1-642
2096	OG0002096	YKL073W	augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.57&CDS=1-2751
2097	OG0002097	YKL077W	augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.193&CDS=1-1098
2098	OG0002098	YKL078W	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-0.24&CDS=1-2436
2099	OG0002099	YKL080W	augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-0.134&CDS=1-1173
2100	OG0002100	YKL082C	augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-0.111&CDS=1-1380
2101	OG0002101	YKL085W	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-8.114&CDS=1-1014
2102	OG0002102	YKL087C	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-1.34&CDS=1-687
2103	OG0002103	YKL088W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.34&CDS=1-984
2104	OG0002104	YKL089W	augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-0.12&CDS=1-2145
2105	OG0002105	YKL090W	augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-0.11&CDS=1-1311
2106	OG0002106	YKL092C	maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-1.50-mRNA-1_1&gene=maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-1.50&CDS=1-3879
2107	OG0002107	YKL094W	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-1.6&CDS=1-1815
2108	OG0002108	YKL095W	augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.56&CDS=1-849
2109	OG0002109	YKL099C	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.13&CDS=1-705
2110	OG0002110	YKL100C	augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.42&CDS=1-1431
2111	OG0002111	YKL104C	augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-0.35&CDS=1-2079
2112	OG0002112	YKL110C	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-0.33&CDS=1-843
2113	OG0002113	YKL113C	augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-0.130&CDS=1-1134
2114	OG0002114	YKL114C	maker-NODE_18_length_280325_cov_26.708_ID_35-augustus-gene-0.92-mRNA-1_1&gene=maker-NODE_18_length_280325_cov_26.708_ID_35-augustus-gene-0.92&CDS=1-2568
2115	OG0002115	YKL116C	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-2.88&CDS=1-2088
2116	OG0002116	YKL117W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.199-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.199&CDS=1-654
2117	OG0002117	YKL119C	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-3.3&CDS=1-819
2118	OG0002118	YKL120W	maker-NODE_14_length_313792_cov_28.8988_ID_27-augustus-gene-0.123-mRNA-1_1&gene=maker-NODE_14_length_313792_cov_28.8988_ID_27-augustus-gene-0.123&CDS=1-972
2119	OG0002119	YKL122C	augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.39&CDS=1-462
2120	OG0002120	YKL125W	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.20&CDS=1-1968
2121	OG0002121	YKL128C	augustus_masked-NODE_43_length_101563_cov_26.953_ID_85-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_43_length_101563_cov_26.953_ID_85-processed-gene-0.35&CDS=1-873
2122	OG0002122	YKL134C	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-2.170-mRNA-1_1&gene=augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-2.170&CDS=1-2256
2123	OG0002123	YKL138C	maker-NODE_24_length_234863_cov_28.0511_ID_47-augustus-gene-1.188-mRNA-1_1&gene=maker-NODE_24_length_234863_cov_28.0511_ID_47-augustus-gene-1.188&CDS=1-330
2124	OG0002124	YKL139W	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-0.105&CDS=1-2142
2125	OG0002125	YKL140W	augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-0.96&CDS=1-1458
2126	OG0002126	YKL142W	augustus_masked-NODE_51_length_61381_cov_27.0409_ID_101-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_51_length_61381_cov_27.0409_ID_101-processed-gene-0.15&CDS=1-1452
2127	OG0002127	YKL143W	augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.7&CDS=1-1197
2128	OG0002128	YKL144C	augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.27&CDS=1-573
