	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034604_Sporopachydermia_lactativora
1886	OG0001886	YIR006C	snap_masked-NODE_39_length_116038_cov_30.0606_ID_77-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_39_length_116038_cov_30.0606_ID_77-processed-gene-0.34&CDS=1-4656
1887	OG0001887	YIR007W	snap_masked-NODE_49_length_100376_cov_30.1612_ID_97-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_49_length_100376_cov_30.1612_ID_97-processed-gene-0.102&CDS=1-2202
1888	OG0001888	YIR008C	snap_masked-NODE_49_length_100376_cov_30.1612_ID_97-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_49_length_100376_cov_30.1612_ID_97-processed-gene-0.121&CDS=1-1503
1889	OG0001889	YIR009W	maker-NODE_83_length_67448_cov_35.8996_ID_165-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_83_length_67448_cov_35.8996_ID_165-snap-gene-0.4&CDS=1-501
1890	OG0001890	YIR011C	snap_masked-NODE_1_length_289408_cov_29.0569_ID_1-processed-gene-1.218-mRNA-1_1&gene=snap_masked-NODE_1_length_289408_cov_29.0569_ID_1-processed-gene-1.218&CDS=1-1197
1891	OG0001891	YIR012W	snap_masked-NODE_49_length_100376_cov_30.1612_ID_97-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_49_length_100376_cov_30.1612_ID_97-processed-gene-0.120&CDS=1-1296
1892	OG0001892	YIR015W	maker-NODE_74_length_72567_cov_27.8581_ID_147-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_74_length_72567_cov_27.8581_ID_147-snap-gene-0.1&CDS=1-453
1893	OG0001893	YIR017C	snap_masked-NODE_34_length_121550_cov_28.5488_ID_67-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_34_length_121550_cov_28.5488_ID_67-processed-gene-0.27&CDS=1-738
1894	OG0001894	YIR022W	snap_masked-NODE_48_length_100665_cov_35.6736_ID_95-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_48_length_100665_cov_35.6736_ID_95-processed-gene-0.98&CDS=1-507
1895	OG0001895	YIR023W	snap_masked-NODE_48_length_100665_cov_35.6736_ID_95-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_48_length_100665_cov_35.6736_ID_95-processed-gene-0.119&CDS=1-2799
1896	OG0001896	YIR026C	snap_masked-NODE_69_length_78051_cov_33.3227_ID_137-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_69_length_78051_cov_33.3227_ID_137-processed-gene-0.102&CDS=1-1068
1897	OG0001897	YIR027C	snap_masked-NODE_5_length_271561_cov_29.3437_ID_9-processed-gene-1.211-mRNA-1_1&gene=snap_masked-NODE_5_length_271561_cov_29.3437_ID_9-processed-gene-1.211&CDS=1-1677
1898	OG0001898	YIR029W	snap_masked-NODE_53_length_94997_cov_31.9757_ID_105-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_53_length_94997_cov_31.9757_ID_105-processed-gene-0.95&CDS=1-1032
1899	OG0001899	YIR030C	snap_masked-NODE_220_length_12063_cov_47.787_ID_439-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_220_length_12063_cov_47.787_ID_439-processed-gene-0.13&CDS=1-789
1900	OG0001900	YIR032C	snap_masked-NODE_207_length_15332_cov_36.4918_ID_413-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_207_length_15332_cov_36.4918_ID_413-processed-gene-0.3&CDS=1-642
1901	OG0001901	YIR034C	snap_masked-NODE_124_length_42414_cov_36.797_ID_247-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_124_length_42414_cov_36.797_ID_247-processed-gene-0.45&CDS=1-1101
1902	OG0001902	YIR035C	maker-NODE_12_length_215069_cov_32.3968_ID_23-snap-gene-0.80-mRNA-1_1&gene=maker-NODE_12_length_215069_cov_32.3968_ID_23-snap-gene-0.80&CDS=1-756
1903	OG0001903	YJL001W	maker-NODE_214_length_13654_cov_32.0528_ID_427-snap-gene-0.5-mRNA-1_1&gene=maker-NODE_214_length_13654_cov_32.0528_ID_427-snap-gene-0.5&CDS=1-459
1904	OG0001904	YJL002C	snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.35&CDS=1-1506
1905	OG0001905	YJL003W	maker-NODE_92_length_62830_cov_34.0727_ID_183-snap-gene-0.34-mRNA-1_1&gene=maker-NODE_92_length_62830_cov_34.0727_ID_183-snap-gene-0.34&CDS=1-363
1906	OG0001906	YJL004C	snap_masked-NODE_92_length_62830_cov_34.0727_ID_183-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_92_length_62830_cov_34.0727_ID_183-processed-gene-0.19&CDS=1-633
1907	OG0001907	YJL005W	snap_masked-NODE_92_length_62830_cov_34.0727_ID_183-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_92_length_62830_cov_34.0727_ID_183-processed-gene-0.33&CDS=1-5781
1908	OG0001908	YJL008C	maker-NODE_100_length_54908_cov_28.9434_ID_199-snap-gene-0.20-mRNA-1_1&gene=maker-NODE_100_length_54908_cov_28.9434_ID_199-snap-gene-0.20&CDS=1-1653
1909	OG0001909	YJL010C	snap_masked-NODE_16_length_167979_cov_34.2736_ID_31-processed-gene-0.179-mRNA-1_1&gene=snap_masked-NODE_16_length_167979_cov_34.2736_ID_31-processed-gene-0.179&CDS=1-2103
1910	OG0001910	YJL011C	maker-NODE_20_length_152376_cov_30.1479_ID_39-snap-gene-0.147-mRNA-1_1&gene=maker-NODE_20_length_152376_cov_30.1479_ID_39-snap-gene-0.147&CDS=1-471
1911	OG0001911	YJL012C	snap_masked-NODE_20_length_152376_cov_30.1479_ID_39-processed-gene-0.176-mRNA-1_1&gene=snap_masked-NODE_20_length_152376_cov_30.1479_ID_39-processed-gene-0.176&CDS=1-2220
1912	OG0001912	YJL014W	maker-NODE_20_length_152376_cov_30.1479_ID_39-snap-gene-0.144-mRNA-1_1&gene=maker-NODE_20_length_152376_cov_30.1479_ID_39-snap-gene-0.144&CDS=1-1587
1913	OG0001913	YJL020C	snap_masked-NODE_21_length_149707_cov_30.2286_ID_41-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_21_length_149707_cov_30.2286_ID_41-processed-gene-0.120&CDS=1-3720
1914	OG0001914	YJL024C	genemark-NODE_59_length_87825_cov_29.5399_ID_117-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_59_length_87825_cov_29.5399_ID_117-processed-gene-0.44&CDS=1-534
1915	OG0001915	YJL025W	snap_masked-NODE_106_length_51114_cov_48.3361_ID_211-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_106_length_51114_cov_48.3361_ID_211-processed-gene-0.13&CDS=1-1425
1916	OG0001916	YJL026W	snap_masked-NODE_82_length_68085_cov_40.0203_ID_163-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_82_length_68085_cov_40.0203_ID_163-processed-gene-0.66&CDS=1-1212
1917	OG0001917	YJL029C	snap_masked-NODE_100_length_54908_cov_28.9434_ID_199-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_100_length_54908_cov_28.9434_ID_199-processed-gene-0.69&CDS=1-2337
1918	OG0001918	YJL030W	snap_masked-NODE_100_length_54908_cov_28.9434_ID_199-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_100_length_54908_cov_28.9434_ID_199-processed-gene-0.66&CDS=1-717
1919	OG0001919	YJL031C	genemark-NODE_100_length_54908_cov_28.9434_ID_199-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_100_length_54908_cov_28.9434_ID_199-processed-gene-0.31&CDS=1-996
1920	OG0001920	YJL033W	maker-NODE_100_length_54908_cov_28.9434_ID_199-snap-gene-0.24-mRNA-1_1&gene=maker-NODE_100_length_54908_cov_28.9434_ID_199-snap-gene-0.24&CDS=1-2364
1921	OG0001921	YJL034W	snap_masked-NODE_100_length_54908_cov_28.9434_ID_199-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_100_length_54908_cov_28.9434_ID_199-processed-gene-0.55&CDS=1-2031
1922	OG0001922	YJL035C	snap_masked-NODE_100_length_54908_cov_28.9434_ID_199-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_100_length_54908_cov_28.9434_ID_199-processed-gene-0.64&CDS=1-753
1923	OG0001923	YJL036W	snap_masked-NODE_100_length_54908_cov_28.9434_ID_199-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_100_length_54908_cov_28.9434_ID_199-processed-gene-0.54&CDS=1-1365
1924	OG0001924	YJL039C	maker-NODE_91_length_63259_cov_32.7231_ID_181-snap-gene-0.19-mRNA-1_1&gene=maker-NODE_91_length_63259_cov_32.7231_ID_181-snap-gene-0.19&CDS=1-5061
1925	OG0001925	YJL041W	snap_masked-NODE_91_length_63259_cov_32.7231_ID_181-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_91_length_63259_cov_32.7231_ID_181-processed-gene-0.61&CDS=1-2190
1926	OG0001926	YJL044C	genemark-NODE_24_length_144559_cov_30.1636_ID_47-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_24_length_144559_cov_30.1636_ID_47-processed-gene-0.57&CDS=1-1887
1927	OG0001927	YJL046W	snap_masked-NODE_54_length_93632_cov_30.4891_ID_107-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_54_length_93632_cov_30.4891_ID_107-processed-gene-0.34&CDS=1-1386
1928	OG0001928	YJL050W	snap_masked-NODE_16_length_167979_cov_34.2736_ID_31-processed-gene-0.201-mRNA-1_1&gene=snap_masked-NODE_16_length_167979_cov_34.2736_ID_31-processed-gene-0.201&CDS=1-3321
1929	OG0001929	YJL053W	genemark-NODE_35_length_121438_cov_32.3242_ID_69-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_35_length_121438_cov_32.3242_ID_69-processed-gene-0.55&CDS=1-882
1930	OG0001930	YJL054W	maker-NODE_35_length_121438_cov_32.3242_ID_69-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_35_length_121438_cov_32.3242_ID_69-snap-gene-0.0&CDS=1-1647
1931	OG0001931	YJL055W	snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-0.8&CDS=1-654
1932	OG0001932	YJL057C	snap_masked-NODE_157_length_29621_cov_34.8449_ID_313-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_157_length_29621_cov_34.8449_ID_313-processed-gene-0.19&CDS=1-2052
1933	OG0001933	YJL059W	maker-NODE_170_length_25682_cov_33.2849_ID_339-augustus-gene-0.24-mRNA-1_1&gene=maker-NODE_170_length_25682_cov_33.2849_ID_339-augustus-gene-0.24&CDS=1-1227
1934	OG0001934	YJL060W	snap_masked-NODE_170_length_25682_cov_33.2849_ID_339-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_170_length_25682_cov_33.2849_ID_339-processed-gene-0.33&CDS=1-1302
1935	OG0001935	YJL062W	snap_masked-NODE_78_length_71771_cov_30.6161_ID_155-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_78_length_71771_cov_30.6161_ID_155-processed-gene-0.4&CDS=1-2703
1936	OG0001936	YJL062W-A	snap_masked-NODE_25_length_138518_cov_48.3242_ID_49-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_25_length_138518_cov_48.3242_ID_49-processed-gene-0.143&CDS=1-279
1937	OG0001937	YJL063C	snap_masked-NODE_30_length_126226_cov_40.344_ID_59-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_30_length_126226_cov_40.344_ID_59-processed-gene-0.7&CDS=1-648
1938	OG0001938	YJL068C	genemark-NODE_30_length_126226_cov_40.344_ID_59-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_30_length_126226_cov_40.344_ID_59-processed-gene-0.59&CDS=1-888
1939	OG0001939	YJL069C	maker-NODE_60_length_85418_cov_32.4656_ID_119-snap-gene-0.73-mRNA-1_1&gene=maker-NODE_60_length_85418_cov_32.4656_ID_119-snap-gene-0.73&CDS=1-1590
1940	OG0001940	YJL071W	genemark-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-1.191-mRNA-1_1&gene=genemark-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-1.191&CDS=1-1755
1941	OG0001941	YJL072C	snap_masked-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-1.74&CDS=1-732
1942	OG0001942	YJL074C	snap_masked-NODE_1_length_289408_cov_29.0569_ID_1-processed-gene-1.246-mRNA-1_1&gene=snap_masked-NODE_1_length_289408_cov_29.0569_ID_1-processed-gene-1.246&CDS=1-3654
1943	OG0001943	YJL079C	snap_masked-NODE_49_length_100376_cov_30.1612_ID_97-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_49_length_100376_cov_30.1612_ID_97-processed-gene-0.89&CDS=1-756
1944	OG0001944	YJL080C	snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.5&CDS=1-3720
1945	OG0001945	YJL081C	maker-NODE_145_length_34020_cov_45.3207_ID_289-snap-gene-0.14-mRNA-1_1&gene=maker-NODE_145_length_34020_cov_45.3207_ID_289-snap-gene-0.14&CDS=1-1584
1946	OG0001946	YJL085W	snap_masked-NODE_72_length_75265_cov_29.8981_ID_143-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_72_length_75265_cov_29.8981_ID_143-processed-gene-0.20&CDS=1-1908
1947	OG0001947	YJL087C	snap_masked-NODE_72_length_75265_cov_29.8981_ID_143-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_72_length_75265_cov_29.8981_ID_143-processed-gene-0.9&CDS=1-2490
1948	OG0001948	YJL088W	snap_masked-NODE_87_length_65432_cov_36.5929_ID_173-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_87_length_65432_cov_36.5929_ID_173-processed-gene-0.73&CDS=1-1029
1949	OG0001949	YJL090C	snap_masked-NODE_36_length_120409_cov_28.4148_ID_71-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_36_length_120409_cov_28.4148_ID_71-processed-gene-0.11&CDS=1-1812
1950	OG0001950	YJL091C	snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.248-mRNA-1_1&gene=snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.248&CDS=1-1431
1951	OG0001951	YJL093C	augustus_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.11&CDS=1-2253
1952	OG0001952	YJL094C	snap_masked-NODE_125_length_42073_cov_52.493_ID_249-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_125_length_42073_cov_52.493_ID_249-processed-gene-0.24&CDS=1-2448
1953	OG0001953	YJL096W	snap_masked-NODE_46_length_103203_cov_34.1206_ID_91-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_46_length_103203_cov_34.1206_ID_91-processed-gene-0.18&CDS=1-567
1954	OG0001954	YJL097W	snap_masked-NODE_46_length_103203_cov_34.1206_ID_91-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_46_length_103203_cov_34.1206_ID_91-processed-gene-0.30&CDS=1-687
1955	OG0001955	YJL100W	snap_masked-NODE_14_length_184108_cov_30.7701_ID_27-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_14_length_184108_cov_30.7701_ID_27-processed-gene-0.75&CDS=1-2001
1956	OG0001956	YJL101C	maker-NODE_117_length_45734_cov_36.3533_ID_233-snap-gene-0.32-mRNA-1_1&gene=maker-NODE_117_length_45734_cov_36.3533_ID_233-snap-gene-0.32&CDS=1-1869
1957	OG0001957	YJL102W	snap_masked-NODE_36_length_120409_cov_28.4148_ID_71-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_36_length_120409_cov_28.4148_ID_71-processed-gene-0.16&CDS=1-2658
1958	OG0001958	YJL104W	genemark-NODE_48_length_100665_cov_35.6736_ID_95-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_48_length_100665_cov_35.6736_ID_95-processed-gene-0.79&CDS=1-387
1959	OG0001959	YJL106W	maker-NODE_48_length_100665_cov_35.6736_ID_95-augustus-gene-0.92-mRNA-1_1&gene=maker-NODE_48_length_100665_cov_35.6736_ID_95-augustus-gene-0.92&CDS=1-1785
1960	OG0001960	YJL108C	snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.25&CDS=1-3216
1961	OG0001961	YJL109C	snap_masked-NODE_145_length_34020_cov_45.3207_ID_289-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_145_length_34020_cov_45.3207_ID_289-processed-gene-0.44&CDS=1-5634
1962	OG0001962	YJL111W	maker-NODE_138_length_36028_cov_45.1989_ID_275-snap-gene-0.24-mRNA-1_1&gene=maker-NODE_138_length_36028_cov_45.1989_ID_275-snap-gene-0.24&CDS=1-1641
1963	OG0001963	YJL115W	maker-NODE_62_length_84725_cov_31.0069_ID_123-snap-gene-0.58-mRNA-1_1&gene=maker-NODE_62_length_84725_cov_31.0069_ID_123-snap-gene-0.58&CDS=1-996
1964	OG0001964	YJL121C	snap_masked-NODE_27_length_132354_cov_39.7331_ID_53-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_27_length_132354_cov_39.7331_ID_53-processed-gene-0.28&CDS=1-702
1965	OG0001965	YJL122W	genemark-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-1.11&CDS=1-378
1966	OG0001966	YJL123C	snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.28&CDS=1-1452
1967	OG0001967	YJL124C	genemark-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-1.30&CDS=1-486
1968	OG0001968	YJL125C	snap_masked-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-1.126&CDS=1-1125
1969	OG0001969	YJL126W	snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.7&CDS=1-840
1970	OG0001970	YJL127C	snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.27&CDS=1-1608
1971	OG0001971	YJL127C-B	maker-NODE_1_length_289408_cov_29.0569_ID_1-snap-gene-1.115-mRNA-1_1&gene=maker-NODE_1_length_289408_cov_29.0569_ID_1-snap-gene-1.115&CDS=1-177
1972	OG0001972	YJL128C	snap_masked-NODE_132_length_38392_cov_27.4633_ID_263-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_132_length_38392_cov_27.4633_ID_263-processed-gene-0.6&CDS=1-2364
1973	OG0001973	YJL130C	snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.6&CDS=1-6702
1974	OG0001974	YJL132W	snap_masked-NODE_150_length_30602_cov_28.438_ID_299-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_150_length_30602_cov_28.438_ID_299-processed-gene-0.31&CDS=1-2433
1975	OG0001975	YJL140W	maker-NODE_78_length_71771_cov_30.6161_ID_155-snap-gene-0.67-mRNA-1_1&gene=maker-NODE_78_length_71771_cov_30.6161_ID_155-snap-gene-0.67&CDS=1-540
1976	OG0001976	YJL141C	snap_masked-NODE_67_length_79779_cov_32.2816_ID_133-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_67_length_79779_cov_32.2816_ID_133-processed-gene-0.79&CDS=1-2103
1977	OG0001977	YJL143W	snap_masked-NODE_110_length_47753_cov_41.7505_ID_219-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_110_length_47753_cov_41.7505_ID_219-processed-gene-0.6&CDS=1-465
1978	OG0001978	YJL145W	snap_masked-NODE_53_length_94997_cov_31.9757_ID_105-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_53_length_94997_cov_31.9757_ID_105-processed-gene-0.104&CDS=1-1056
1979	OG0001979	YJL148W	snap_masked-NODE_28_length_129675_cov_30.6094_ID_55-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_28_length_129675_cov_30.6094_ID_55-processed-gene-0.104&CDS=1-744
1980	OG0001980	YJL153C	snap_masked-NODE_60_length_85418_cov_32.4656_ID_119-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_60_length_85418_cov_32.4656_ID_119-processed-gene-0.82&CDS=1-1581
1981	OG0001981	YJL154C	snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.168-mRNA-1_1&gene=snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.168&CDS=1-2814
1982	OG0001982	YJL155C	snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.197-mRNA-1_1&gene=snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.197&CDS=1-1410
1983	OG0001983	YJL156C	snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.170-mRNA-1_1&gene=snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.170&CDS=1-2619
1984	OG0001984	YJL163C	genemark-NODE_53_length_94997_cov_31.9757_ID_105-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_53_length_94997_cov_31.9757_ID_105-processed-gene-0.64&CDS=1-1686
1985	OG0001985	YJL166W	maker-NODE_107_length_50259_cov_29.4794_ID_213-snap-gene-0.23-mRNA-1_1&gene=maker-NODE_107_length_50259_cov_29.4794_ID_213-snap-gene-0.23&CDS=1-285
1986	OG0001986	YJL167W	snap_masked-NODE_107_length_50259_cov_29.4794_ID_213-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_107_length_50259_cov_29.4794_ID_213-processed-gene-0.52&CDS=1-1047
1987	OG0001987	YJL168C	maker-NODE_135_length_37399_cov_41.1173_ID_269-snap-gene-0.29-mRNA-1_1&gene=maker-NODE_135_length_37399_cov_41.1173_ID_269-snap-gene-0.29&CDS=1-2844
1988	OG0001988	YJL174W	snap_masked-NODE_13_length_185540_cov_30.9026_ID_25-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_13_length_185540_cov_30.9026_ID_25-processed-gene-0.62&CDS=1-822
1989	OG0001989	YJL176C	snap_masked-NODE_93_length_61265_cov_33.4472_ID_185-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_93_length_61265_cov_33.4472_ID_185-processed-gene-0.85&CDS=1-2565
1990	OG0001990	YJL179W	snap_masked-NODE_93_length_61265_cov_33.4472_ID_185-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_93_length_61265_cov_33.4472_ID_185-processed-gene-0.70&CDS=1-351
1991	OG0001991	YJL180C	snap_masked-NODE_93_length_61265_cov_33.4472_ID_185-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_93_length_61265_cov_33.4472_ID_185-processed-gene-0.82&CDS=1-1023
1992	OG0001992	YJL183W	snap_masked-NODE_101_length_53674_cov_46.6581_ID_201-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_101_length_53674_cov_46.6581_ID_201-processed-gene-0.47&CDS=1-1773
1993	OG0001993	YJL184W	maker-NODE_93_length_61265_cov_33.4472_ID_185-snap-gene-0.28-mRNA-1_1&gene=maker-NODE_93_length_61265_cov_33.4472_ID_185-snap-gene-0.28&CDS=1-1458
1994	OG0001994	YJL187C	snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.201-mRNA-1_1&gene=snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.201&CDS=1-2970
1995	OG0001995	YJL190C	maker-NODE_4_length_277153_cov_35.8334_ID_7-snap-gene-1.7-mRNA-1_1&gene=maker-NODE_4_length_277153_cov_35.8334_ID_7-snap-gene-1.7&CDS=1-390
1996	OG0001996	YJL194W	snap_masked-NODE_88_length_65403_cov_29.8738_ID_175-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_88_length_65403_cov_29.8738_ID_175-processed-gene-0.84&CDS=1-1980
1997	OG0001997	YJL197W	maker-NODE_64_length_83804_cov_29.1141_ID_127-snap-gene-0.62-mRNA-1_1&gene=maker-NODE_64_length_83804_cov_29.1141_ID_127-snap-gene-0.62&CDS=1-3033
1998	OG0001998	YJL200C	snap_masked-NODE_13_length_185540_cov_30.9026_ID_25-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_13_length_185540_cov_30.9026_ID_25-processed-gene-0.36&CDS=1-2418
1999	OG0001999	YJL201W	snap_masked-NODE_13_length_185540_cov_30.9026_ID_25-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_13_length_185540_cov_30.9026_ID_25-processed-gene-0.66&CDS=1-1728
2000	OG0002000	YJL203W	snap_masked-NODE_51_length_97364_cov_29.7309_ID_101-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_51_length_97364_cov_29.7309_ID_101-processed-gene-0.40&CDS=1-1437
2001	OG0002001	YJL204C	snap_masked-NODE_13_length_185540_cov_30.9026_ID_25-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_13_length_185540_cov_30.9026_ID_25-processed-gene-0.37&CDS=1-2706
2002	OG0002002	YJL205C	genemark-NODE_13_length_185540_cov_30.9026_ID_25-processed-gene-0.163-mRNA-1_1&gene=genemark-NODE_13_length_185540_cov_30.9026_ID_25-processed-gene-0.163&CDS=1-168
2003	OG0002003	YJL207C	snap_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.52&CDS=1-6135
2004	OG0002004	YJL208C	maker-NODE_9_length_242264_cov_31.2854_ID_17-snap-gene-1.53-mRNA-1_1&gene=maker-NODE_9_length_242264_cov_31.2854_ID_17-snap-gene-1.53&CDS=1-1053
2005	OG0002005	YJL209W	snap_masked-NODE_31_length_125216_cov_30.9394_ID_61-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_31_length_125216_cov_30.9394_ID_61-processed-gene-0.125&CDS=1-2973
2006	OG0002006	YJL218W	maker-NODE_278_length_4400_cov_30.3039_ID_555-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_278_length_4400_cov_30.3039_ID_555-snap-gene-0.7&CDS=1-603
2007	OG0002007	YJR001W	genemark-NODE_196_length_17883_cov_37.9793_ID_391-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_196_length_17883_cov_37.9793_ID_391-processed-gene-0.11&CDS=1-1917
