	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035243_Zygoascus_meyerae
1692	OG0001692	YHR085W	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-3.27-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-3.27&CDS=1-939
1693	OG0001693	YHR086W	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-1.136-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-1.136&CDS=1-1425
1694	OG0001694	YHR087W	maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-7.17-mRNA-1_1&gene=maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-7.17&CDS=1-312
1695	OG0001695	YHR088W	snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_19_length_184689_cov_19.2526_ID_1898-processed-gene-0.75&CDS=1-903
1696	OG0001696	YHR089C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-5.42-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-5.42&CDS=1-594
1697	OG0001697	YHR090C	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.18-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.18&CDS=1-852
1698	OG0001698	YHR099W	augustus_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-1.57&CDS=1-12012
1699	OG0001699	YHR100C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-1.117&CDS=1-591
1700	OG0001700	YHR101C	augustus_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-2.12&CDS=1-2577
1701	OG0001701	YHR104W	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.31-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.31&CDS=1-960
1702	OG0001702	YHR107C	snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.107&CDS=1-1242
1703	OG0001703	YHR111W	maker-NODE_7_length_674142_cov_18.8803_ID_1132-snap-gene-2.142-mRNA-1_1&gene=maker-NODE_7_length_674142_cov_18.8803_ID_1132-snap-gene-2.142&CDS=1-1233
1704	OG0001704	YHR112C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-2.105&CDS=1-1116
1705	OG0001705	YHR113W	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-2.125-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-2.125&CDS=1-1449
1706	OG0001706	YHR114W	augustus_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.115&CDS=1-1803
1707	OG0001707	YHR116W	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.14&CDS=1-306
1708	OG0001708	YHR119W	maker-NODE_17_length_335658_cov_21.0353_ID_2164-snap-gene-2.91-mRNA-1_1&gene=maker-NODE_17_length_335658_cov_21.0353_ID_2164-snap-gene-2.91&CDS=1-2679
1709	OG0001709	YHR120W	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.45&CDS=1-2820
1710	OG0001710	YHR121W	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.43&CDS=1-567
1711	OG0001711	YHR122W	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.41&CDS=1-594
1712	OG0001712	YHR128W	snap_masked-NODE_23_length_134032_cov_18.6164_ID_2310-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_23_length_134032_cov_18.6164_ID_2310-processed-gene-0.37&CDS=1-651
1713	OG0001713	YHR132C	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-0.24&CDS=1-1455
1714	OG0001714	YHR134W	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-1.133&CDS=1-867
1715	OG0001715	YHR135C	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-1.105&CDS=1-1452
1716	OG0001716	YHR142W	snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.82&CDS=1-993
1717	OG0001717	YHR143W-A	augustus_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.160&CDS=1-219
1718	OG0001718	YHR144C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-3.12&CDS=1-975
1719	OG0001719	YHR147C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.43-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.43&CDS=1-663
1720	OG0001720	YHR148W	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.22-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.22&CDS=1-552
1721	OG0001721	YHR151C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.49&CDS=1-1572
1722	OG0001722	YHR156C	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-4.43-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-4.43&CDS=1-1239
1723	OG0001723	YHR164C	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-1.128&CDS=1-4491
1724	OG0001724	YHR165C	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-2.13&CDS=1-7188
1725	OG0001725	YHR166C	augustus_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.64&CDS=1-1596
1726	OG0001726	YHR168W	augustus_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.114&CDS=1-2994
1727	OG0001727	YHR169W	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.139-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.139&CDS=1-1326
1728	OG0001728	YHR171W	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.166-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.166&CDS=1-1995
1729	OG0001729	YHR172W	maker-NODE_4_length_827553_cov_19.7208_ID_1272-augustus-gene-7.206-mRNA-1_1&gene=maker-NODE_4_length_827553_cov_19.7208_ID_1272-augustus-gene-7.206&CDS=1-2376
1730	OG0001730	YHR175W	augustus_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-0.5&CDS=1-1611
1731	OG0001731	YHR178W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-6.104-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-6.104&CDS=1-1911
1732	OG0001732	YHR181W	augustus_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.111&CDS=1-672
1733	OG0001733	YHR183W	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-0.96&CDS=1-1476
1734	OG0001734	YHR186C	augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.205-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.205&CDS=1-5148
1735	OG0001735	YHR187W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-1.26&CDS=1-909
1736	OG0001736	YHR188C	augustus_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-1.107&CDS=1-2046
1737	OG0001737	YHR190W	maker-NODE_25_length_117720_cov_23.487_ID_2525-snap-gene-0.92-mRNA-1_1&gene=maker-NODE_25_length_117720_cov_23.487_ID_2525-snap-gene-0.92&CDS=1-1386
1738	OG0001738	YHR193C	snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-1.110&CDS=1-582
1739	OG0001739	YHR194W	augustus_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.92&CDS=1-1929
1740	OG0001740	YHR200W	snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-3.158-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-3.158&CDS=1-810
1741	OG0001741	YHR201C	genemark-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-0.99&CDS=1-1041
1742	OG0001742	YHR202W	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.16&CDS=1-1875
1743	OG0001743	YHR204W	snap_masked-NODE_24_length_131066_cov_19.6241_ID_2412-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_24_length_131066_cov_19.6241_ID_2412-processed-gene-0.19&CDS=1-2409
1744	OG0001744	YHR205W	genemark-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.150-mRNA-1_1&gene=genemark-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.150&CDS=1-2256
1745	OG0001745	YHR207C	snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.109&CDS=1-1308
1746	OG0001746	YIL003W	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-4.53&CDS=1-780
1747	OG0001747	YIL004C	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-1.119&CDS=1-468
1748	OG0001748	YIL007C	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.33&CDS=1-573
1749	OG0001749	YIL008W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.29-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.29&CDS=1-285
1750	OG0001750	YIL010W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.34-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.34&CDS=1-597
1751	OG0001751	YIL019W	maker-NODE_5_length_798211_cov_19.4048_ID_1084-snap-gene-3.8-mRNA-1_1&gene=maker-NODE_5_length_798211_cov_19.4048_ID_1084-snap-gene-3.8&CDS=1-753
1752	OG0001752	YIL020C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.41-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.41&CDS=1-771
1753	OG0001753	YIL021W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.64&CDS=1-873
1754	OG0001754	YIL022W	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-0.155-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-0.155&CDS=1-1272
1755	OG0001755	YIL026C	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.22&CDS=1-2811
1756	OG0001756	YIL030C	maker-NODE_9_length_615366_cov_18.973_ID_1912-snap-gene-2.131-mRNA-1_1&gene=maker-NODE_9_length_615366_cov_18.973_ID_1912-snap-gene-2.131&CDS=1-3669
1757	OG0001757	YIL031W	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-0.127&CDS=1-2283
1758	OG0001758	YIL033C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.42-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.42&CDS=1-1284
1759	OG0001759	YIL034C	genemark-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.91&CDS=1-798
1760	OG0001760	YIL039W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-1.53&CDS=1-1155
1761	OG0001761	YIL041W	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.2-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.2&CDS=1-933
1762	OG0001762	YIL043C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.11-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.11&CDS=1-828
1763	OG0001763	YIL046W	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.145-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.145&CDS=1-1857
1764	OG0001764	YIL047C	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.15-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.15&CDS=1-2766
1765	OG0001765	YIL048W	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-4.12&CDS=1-3189
1766	OG0001766	YIL049W	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-3.128-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-3.128&CDS=1-768
1767	OG0001767	YIL061C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-2.74&CDS=1-1008
1768	OG0001768	YIL062C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-2.42&CDS=1-462
1769	OG0001769	YIL063C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-2.43&CDS=1-1323
1770	OG0001770	YIL064W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-2.73&CDS=1-699
1771	OG0001771	YIL065C	maker-NODE_5_length_798211_cov_19.4048_ID_1084-snap-gene-2.16-mRNA-1_1&gene=maker-NODE_5_length_798211_cov_19.4048_ID_1084-snap-gene-2.16&CDS=1-432
1772	OG0001772	YIL067C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.73-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.73&CDS=1-1812
1773	OG0001773	YIL068C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-3.166-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-3.166&CDS=1-2421
1774	OG0001774	YIL070C	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.28-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-3.28&CDS=1-780
1775	OG0001775	YIL075C	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-3.188-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-3.188&CDS=1-2931
1776	OG0001776	YIL076W	maker-NODE_2_length_1055940_cov_18.7611_ID_4341-snap-gene-1.9-mRNA-1_1&gene=maker-NODE_2_length_1055940_cov_18.7611_ID_4341-snap-gene-1.9&CDS=1-858
1777	OG0001777	YIL078W	augustus_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.61&CDS=1-2139
1778	OG0001778	YIL083C	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.19&CDS=1-1020
1779	OG0001779	YIL084C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.41-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.41&CDS=1-942
1780	OG0001780	YIL090W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.34-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.34&CDS=1-1176
1781	OG0001781	YIL091C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.64-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.64&CDS=1-1881
1782	OG0001782	YIL093C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.63-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.63&CDS=1-807
1783	OG0001783	YIL094C	snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.215-mRNA-1_1&gene=snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.215&CDS=1-1146
1784	OG0001784	YIL096C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.30-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.30&CDS=1-837
1785	OG0001785	YIL097W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.82-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.82&CDS=1-1176
1786	OG0001786	YIL098C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.125-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.125&CDS=1-429
1787	OG0001787	YIL099W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.120-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.120&CDS=1-1554
1788	OG0001788	YIL101C	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.138-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.138&CDS=1-1455
1789	OG0001789	YIL103W	snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.203-mRNA-1_1&gene=snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.203&CDS=1-1209
1790	OG0001790	YIL104C	snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.236-mRNA-1_1&gene=snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.236&CDS=1-1314
1791	OG0001791	YIL106W	maker-NODE_10_length_453567_cov_20.6492_ID_1595-snap-gene-2.62-mRNA-1_1&gene=maker-NODE_10_length_453567_cov_20.6492_ID_1595-snap-gene-2.62&CDS=1-651
1792	OG0001792	YIL107C	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-2.32&CDS=1-2061
1793	OG0001793	YIL108W	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-2.10-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-2.10&CDS=1-1881
1794	OG0001794	YIL110W	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-3.96&CDS=1-1008
1795	OG0001795	YIL112W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-0.126&CDS=1-3111
1796	OG0001796	YIL116W	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.179-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.179&CDS=1-1179
1797	OG0001797	YIL118W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.22-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.22&CDS=1-621
1798	OG0001798	YIL125W	maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-6.18-mRNA-1_1&gene=maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-6.18&CDS=1-2988
1799	OG0001799	YIL128W	maker-NODE_14_length_402958_cov_18.9881_ID_2029-snap-gene-3.155-mRNA-1_1&gene=maker-NODE_14_length_402958_cov_18.9881_ID_2029-snap-gene-3.155&CDS=1-3057
1800	OG0001800	YIL129C	maker-NODE_14_length_402958_cov_18.9881_ID_2029-snap-gene-3.158-mRNA-1_1&gene=maker-NODE_14_length_402958_cov_18.9881_ID_2029-snap-gene-3.158&CDS=1-8316
1801	OG0001801	YIL130W	maker-NODE_11_length_435590_cov_18.4678_ID_1220-snap-gene-1.58-mRNA-1_1&gene=maker-NODE_11_length_435590_cov_18.4678_ID_1220-snap-gene-1.58&CDS=1-2394
1802	OG0001802	YIL133C	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-1.6&CDS=1-600
1803	OG0001803	YIL134W	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-0.10&CDS=1-816
1804	OG0001804	YIL140W	snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.77&CDS=1-3102
1805	OG0001805	YIL142W	genemark-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.123&CDS=1-1584
1806	OG0001806	YIL143C	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.137&CDS=1-2439
1807	OG0001807	YIL144W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.115-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.115&CDS=1-1845
1808	OG0001808	YIL145C	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.135&CDS=1-972
1809	OG0001809	YIL150C	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.18-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.18&CDS=1-1584
1810	OG0001810	YIL155C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.58-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.58&CDS=1-1809
