	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035671_Phaffomyces_antillensis
1788	OG0001788	YHR074W	snap_masked-flattened_line_8-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.30&CDS=1-2136
1789	OG0001789	YHR075C	snap_masked-flattened_line_8-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.54&CDS=1-1098
1790	OG0001790	YHR076W	augustus_masked-flattened_line_8-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.43&CDS=1-1026
1791	OG0001791	YHR077C	snap_masked-flattened_line_8-processed-gene-2.204-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.204&CDS=1-2937
1792	OG0001792	YHR078W	snap_masked-flattened_line_6-processed-gene-3.130-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.130&CDS=1-1749
1793	OG0001793	YHR079C	snap_masked-flattened_line_34-processed-gene-1.60-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.60&CDS=1-3351
1794	OG0001794	YHR082C	snap_masked-flattened_line_76-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.84&CDS=1-2130
1795	OG0001795	YHR083W	snap_masked-flattened_line_76-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.78&CDS=1-963
1796	OG0001796	YHR084W	snap_masked-flattened_line_76-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.85&CDS=1-1722
1797	OG0001797	YHR085W	snap_masked-flattened_line_32-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.58&CDS=1-1035
1798	OG0001798	YHR087W	snap_masked-flattened_line_32-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.67&CDS=1-327
1799	OG0001799	YHR088W	snap_masked-flattened_line_0-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.106&CDS=1-882
1800	OG0001800	YHR089C	snap_masked-flattened_line_8-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.7&CDS=1-606
1801	OG0001801	YHR090C	genemark-flattened_line_20-processed-gene-1.177-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.177&CDS=1-1380
1802	OG0001802	YHR098C	snap_masked-flattened_line_16-processed-gene-2.171-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.171&CDS=1-2670
1803	OG0001803	YHR099W	snap_masked-flattened_line_18-processed-gene-1.264-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.264&CDS=1-11343
1804	OG0001804	YHR100C	snap_masked-flattened_line_92-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.75&CDS=1-591
1805	OG0001805	YHR107C	maker-flattened_line_46-snap-gene-0.177-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-0.177&CDS=1-1134
1806	OG0001806	YHR108W	genemark-flattened_line_46-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.68&CDS=1-1689
1807	OG0001807	YHR110W	maker-flattened_line_20-snap-gene-1.97-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.97&CDS=1-633
1808	OG0001808	YHR111W	snap_masked-flattened_line_20-processed-gene-1.265-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.265&CDS=1-1344
1809	OG0001809	YHR112C	genemark-flattened_line_20-processed-gene-1.163-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.163&CDS=1-1158
1810	OG0001810	YHR113W	snap_masked-flattened_line_46-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.96&CDS=1-1464
1811	OG0001811	YHR114W	snap_masked-flattened_line_12-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.93&CDS=1-1809
1812	OG0001812	YHR116W	snap_masked-flattened_line_102-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.84&CDS=1-354
1813	OG0001813	YHR119W	maker-flattened_line_102-snap-gene-0.32-mRNA-1_1&gene=maker-flattened_line_102-snap-gene-0.32&CDS=1-3087
1814	OG0001814	YHR120W	snap_masked-flattened_line_102-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.97&CDS=1-2868
1815	OG0001815	YHR121W	genemark-flattened_line_110-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.43&CDS=1-570
1816	OG0001816	YHR122W	snap_masked-flattened_line_102-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.96&CDS=1-606
1817	OG0001817	YHR123W	snap_masked-flattened_line_110-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.93&CDS=1-1164
1818	OG0001818	YHR124W	augustus_masked-flattened_line_102-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.12&CDS=1-2190
1819	OG0001819	YHR128W	snap_masked-flattened_line_28-processed-gene-1.152-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.152&CDS=1-651
1820	OG0001820	YHR132C	snap_masked-flattened_line_14-processed-gene-2.62-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.62&CDS=1-1425
1821	OG0001821	YHR134W	snap_masked-flattened_line_12-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.2&CDS=1-912
1822	OG0001822	YHR137W	snap_masked-flattened_line_14-processed-gene-2.36-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.36&CDS=1-1536
1823	OG0001823	YHR140W	augustus_masked-flattened_line_66-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.0&CDS=1-684
1824	OG0001824	YHR142W	snap_masked-flattened_line_66-processed-gene-0.170-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.170&CDS=1-906
1825	OG0001825	YHR143W-A	snap_masked-flattened_line_14-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.111&CDS=1-210
1826	OG0001826	YHR144C	snap_masked-flattened_line_14-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.114&CDS=1-990
1827	OG0001827	YHR148W	snap_masked-flattened_line_16-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.69&CDS=1-549
1828	OG0001828	YHR150W	genemark-flattened_line_90-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.70&CDS=1-1506
1829	OG0001829	YHR151C	augustus_masked-flattened_line_28-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.56&CDS=1-1563
1830	OG0001830	YHR154W	snap_masked-flattened_line_8-processed-gene-1.9-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.9&CDS=1-2700
1831	OG0001831	YHR159W	augustus_masked-flattened_line_112-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.10&CDS=1-1404
1832	OG0001832	YHR162W	snap_masked-flattened_line_24-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.116&CDS=1-390
1833	OG0001833	YHR164C	snap_masked-flattened_line_24-processed-gene-1.101-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.101&CDS=1-4473
1834	OG0001834	YHR165C	snap_masked-flattened_line_24-processed-gene-1.118-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.118&CDS=1-7104
1835	OG0001835	YHR166C	augustus_masked-flattened_line_24-processed-gene-1.223-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.223&CDS=1-1710
1836	OG0001836	YHR168W	snap_masked-flattened_line_22-processed-gene-1.267-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.267&CDS=1-1593
1837	OG0001837	YHR169W	snap_masked-flattened_line_22-processed-gene-1.266-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.266&CDS=1-1323
1838	OG0001838	YHR170W	genemark-flattened_line_22-processed-gene-1.131-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.131&CDS=1-1524
1839	OG0001839	YHR172W	snap_masked-flattened_line_22-processed-gene-1.261-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.261&CDS=1-2283
1840	OG0001840	YHR175W	maker-flattened_line_24-snap-gene-1.175-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-1.175&CDS=1-486
1841	OG0001841	YHR178W	snap_masked-flattened_line_0-processed-gene-2.107-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.107&CDS=1-2199
1842	OG0001842	YHR181W	genemark-flattened_line_8-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.51&CDS=1-636
1843	OG0001843	YHR183W	snap_masked-flattened_line_18-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.28&CDS=1-1476
1844	OG0001844	YHR186C	snap_masked-flattened_line_12-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.125&CDS=1-4161
1845	OG0001845	YHR187W	augustus_masked-flattened_line_22-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.18&CDS=1-900
1846	OG0001846	YHR188C	snap_masked-flattened_line_34-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.29&CDS=1-1812
1847	OG0001847	YHR189W	snap_masked-flattened_line_24-processed-gene-1.155-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.155&CDS=1-603
1848	OG0001848	YHR190W	snap_masked-flattened_line_2-processed-gene-4.115-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.115&CDS=1-1335
1849	OG0001849	YHR191C	genemark-flattened_line_54-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.124&CDS=1-324
1850	OG0001850	YHR192W	snap_masked-flattened_line_54-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.30&CDS=1-840
1851	OG0001851	YHR193C	snap_masked-flattened_line_54-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.63&CDS=1-504
1852	OG0001852	YHR194W	genemark-flattened_line_10-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.57&CDS=1-1668
1853	OG0001853	YHR196W	snap_masked-flattened_line_10-processed-gene-1.99-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.99&CDS=1-1737
1854	OG0001854	YHR197W	snap_masked-flattened_line_44-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.65&CDS=1-2235
1855	OG0001855	YHR198C	snap_masked-flattened_line_46-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.129&CDS=1-822
1856	OG0001856	YHR200W	genemark-flattened_line_60-processed-gene-0.150-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.150&CDS=1-756
1857	OG0001857	YHR201C	snap_masked-flattened_line_30-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.76&CDS=1-1224
1858	OG0001858	YHR202W	snap_masked-flattened_line_96-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.106&CDS=1-1692
1859	OG0001859	YHR204W	snap_masked-flattened_line_96-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.105&CDS=1-2157
1860	OG0001860	YHR205W	genemark-flattened_line_96-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.46&CDS=1-2043
1861	OG0001861	YHR207C	snap_masked-flattened_line_96-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.107&CDS=1-1362
1862	OG0001862	YHR208W	snap_masked-flattened_line_96-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.89&CDS=1-1134
1863	OG0001863	YIL001W	genemark-flattened_line_4-processed-gene-2.77-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.77&CDS=1-1542
1864	OG0001864	YIL003W	genemark-flattened_line_137-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_137-processed-gene-0.55&CDS=1-861
1865	OG0001865	YIL004C	snap_masked-flattened_line_137-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.26&CDS=1-1824
1866	OG0001866	YIL005W	augustus_masked-flattened_line_189-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_189-processed-gene-0.21&CDS=1-2031
1867	OG0001867	YIL006W	snap_masked-flattened_line_4-processed-gene-2.18-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.18&CDS=1-1134
1868	OG0001868	YIL007C	augustus_masked-flattened_line_28-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.4&CDS=1-621
1869	OG0001869	YIL008W	snap_masked-flattened_line_28-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.79&CDS=1-300
1870	OG0001870	YIL009C-A	snap_masked-flattened_line_10-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.60&CDS=1-579
1871	OG0001871	YIL010W	snap_masked-flattened_line_112-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.81&CDS=1-579
1872	OG0001872	YIL016W	snap_masked-flattened_line_42-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.53&CDS=1-387
1873	OG0001873	YIL017C	augustus_masked-flattened_line_42-processed-gene-0.284-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.284&CDS=1-2433
1874	OG0001874	YIL019W	snap_masked-flattened_line_42-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.51&CDS=1-972
1875	OG0001875	YIL020C	snap_masked-flattened_line_42-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.89&CDS=1-801
1876	OG0001876	YIL021W	snap_masked-flattened_line_42-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.50&CDS=1-924
1877	OG0001877	YIL022W	snap_masked-flattened_line_30-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.48&CDS=1-1239
1878	OG0001878	YIL023C	snap_masked-flattened_line_14-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.115&CDS=1-1212
1879	OG0001879	YIL026C	snap_masked-flattened_line_34-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.56&CDS=1-3111
1880	OG0001880	YIL030C	snap_masked-flattened_line_30-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.47&CDS=1-3903
1881	OG0001881	YIL039W	augustus_masked-flattened_line_38-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.49&CDS=1-1392
1882	OG0001882	YIL042C	genemark-flattened_line_14-processed-gene-1.9-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.9&CDS=1-1158
1883	OG0001883	YIL043C	snap_masked-flattened_line_50-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.119&CDS=1-825
1884	OG0001884	YIL044C	snap_masked-flattened_line_100-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.78&CDS=1-963
1885	OG0001885	YIL046W	snap_masked-flattened_line_14-processed-gene-2.28-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.28&CDS=1-1788
1886	OG0001886	YIL047C	augustus_masked-flattened_line_66-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.4&CDS=1-2556
1887	OG0001887	YIL048W	snap_masked-flattened_line_66-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.151&CDS=1-3351
1888	OG0001888	YIL049W	snap_masked-flattened_line_66-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.123&CDS=1-888
1889	OG0001889	YIL062C	snap_masked-flattened_line_30-processed-gene-1.200-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.200&CDS=1-450
1890	OG0001890	YIL063C	snap_masked-flattened_line_30-processed-gene-1.201-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.201&CDS=1-1176
1891	OG0001891	YIL064W	maker-flattened_line_30-augustus-gene-1.77-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.77&CDS=1-687
1892	OG0001892	YIL065C	augustus_masked-flattened_line_30-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.66&CDS=1-462
1893	OG0001893	YIL067C	snap_masked-flattened_line_50-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.135&CDS=1-1992
1894	OG0001894	YIL068C	snap_masked-flattened_line_50-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.134&CDS=1-2358
1895	OG0001895	YIL070C	snap_masked-flattened_line_24-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.148&CDS=1-798
1896	OG0001896	YIL072W	snap_masked-flattened_line_2-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.53&CDS=1-1779
1897	OG0001897	YIL073C	maker-flattened_line_120-snap-gene-0.94-mRNA-1_1&gene=maker-flattened_line_120-snap-gene-0.94&CDS=1-2754
1898	OG0001898	YIL075C	snap_masked-flattened_line_38-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.81&CDS=1-2841
1899	OG0001899	YIL076W	augustus_masked-flattened_line_14-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.21&CDS=1-882
1900	OG0001900	YIL077C	augustus_masked-flattened_line_14-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.22&CDS=1-996
1901	OG0001901	YIL078W	snap_masked-flattened_line_14-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.147&CDS=1-2181
1902	OG0001902	YIL083C	snap_masked-flattened_line_10-processed-gene-2.35-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.35&CDS=1-1026
1903	OG0001903	YIL087C	snap_masked-flattened_line_70-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.124&CDS=1-492
1904	OG0001904	YIL090W	augustus_masked-flattened_line_28-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.68&CDS=1-1260
1905	OG0001905	YIL091C	snap_masked-flattened_line_28-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.98&CDS=1-2217
1906	OG0001906	YIL093C	snap_masked-flattened_line_0-processed-gene-1.80-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.80&CDS=1-750
1907	OG0001907	YIL094C	augustus_masked-flattened_line_4-processed-gene-2.173-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.173&CDS=1-1128
1908	OG0001908	YIL096C	augustus_masked-flattened_line_4-processed-gene-2.171-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.171&CDS=1-933
1909	OG0001909	YIL097W	genemark-flattened_line_4-processed-gene-2.69-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.69&CDS=1-1266
1910	OG0001910	YIL098C	snap_masked-flattened_line_4-processed-gene-2.40-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.40&CDS=1-435
1911	OG0001911	YIL099W	snap_masked-flattened_line_38-processed-gene-1.167-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.167&CDS=1-1650
1912	OG0001912	YIL101C	snap_masked-flattened_line_182-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_182-processed-gene-0.14&CDS=1-1188
1913	OG0001913	YIL102C-A	augustus_masked-flattened_line_14-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.1&CDS=1-258
1914	OG0001914	YIL103W	snap_masked-flattened_line_182-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_182-processed-gene-0.21&CDS=1-1269
1915	OG0001915	YIL104C	snap_masked-flattened_line_182-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_182-processed-gene-0.16&CDS=1-1503
1916	OG0001916	YIL108W	snap_masked-flattened_line_4-processed-gene-2.34-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.34&CDS=1-2196
1917	OG0001917	YIL109C	snap_masked-flattened_line_4-processed-gene-2.8-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.8&CDS=1-2763
1918	OG0001918	YIL110W	snap_masked-flattened_line_4-processed-gene-2.31-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.31&CDS=1-1107
1919	OG0001919	YIL113W	snap_masked-flattened_line_2-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.48&CDS=1-1170
1920	OG0001920	YIL115C	augustus_masked-flattened_line_78-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.10&CDS=1-4233
1921	OG0001921	YIL116W	snap_masked-flattened_line_78-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.103&CDS=1-1173
1922	OG0001922	YIL118W	snap_masked-flattened_line_78-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.84&CDS=1-624
1923	OG0001923	YIL124W	snap_masked-flattened_line_28-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.100&CDS=1-885
1924	OG0001924	YIL125W	snap_masked-flattened_line_28-processed-gene-1.99-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.99&CDS=1-2985
1925	OG0001925	YIL128W	snap_masked-flattened_line_18-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.16&CDS=1-3054
1926	OG0001926	YIL129C	genemark-flattened_line_36-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.36&CDS=1-7077
1927	OG0001927	YIL133C	snap_masked-flattened_line_18-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.25&CDS=1-600
1928	OG0001928	YIL134W	genemark-flattened_line_18-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.45&CDS=1-1050
1929	OG0001929	YIL137C	snap_masked-flattened_line_18-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.34&CDS=1-2757
1930	OG0001930	YIL139C	snap_masked-flattened_line_16-processed-gene-1.152-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.152&CDS=1-672
1931	OG0001931	YIL140W	snap_masked-flattened_line_78-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.102&CDS=1-2577
1932	OG0001932	YIL142W	maker-flattened_line_0-augustus-gene-3.84-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.84&CDS=1-1572
1933	OG0001933	YIL143C	snap_masked-flattened_line_18-processed-gene-1.285-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.285&CDS=1-2484
1934	OG0001934	YIL144W	snap_masked-flattened_line_18-processed-gene-1.233-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.233&CDS=1-1647
1935	OG0001935	YIL145C	snap_masked-flattened_line_118-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.90&CDS=1-909
1936	OG0001936	YIL147C	genemark-flattened_line_2-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.108&CDS=1-3201
1937	OG0001937	YIL150C	augustus_masked-flattened_line_2-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.30&CDS=1-1974
1938	OG0001938	YIL153W	snap_masked-flattened_line_114-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.47&CDS=1-1443
1939	OG0001939	YIL154C	snap_masked-flattened_line_114-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.30&CDS=1-1434
1940	OG0001940	YIL155C	snap_masked-flattened_line_114-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.31&CDS=1-1845
1941	OG0001941	YIL156W	augustus_masked-flattened_line_80-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.105&CDS=1-3069
1942	OG0001942	YIL156W-B	snap_masked-flattened_line_34-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.15&CDS=1-216
1943	OG0001943	YIL157C	snap_masked-flattened_line_34-processed-gene-1.13-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.13&CDS=1-567
1944	OG0001944	YIL160C	snap_masked-flattened_line_114-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.32&CDS=1-1266
1945	OG0001945	YIL164C	snap_masked-flattened_line_56-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.88&CDS=1-915
1946	OG0001946	YIL166C	snap_masked-flattened_line_64-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.103&CDS=1-1668
1947	OG0001947	YIR002C	genemark-flattened_line_82-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.84&CDS=1-3867
1948	OG0001948	YIR003W	snap_masked-flattened_line_4-processed-gene-3.93-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.93&CDS=1-2541
1949	OG0001949	YIR004W	augustus_masked-flattened_line_571-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_571-processed-gene-0.2&CDS=1-582
1950	OG0001950	YIR005W	genemark-flattened_line_8-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.76&CDS=1-675
1951	OG0001951	YIR007W	snap_masked-flattened_line_10-processed-gene-2.5-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.5&CDS=1-2274
1952	OG0001952	YIR008C	snap_masked-flattened_line_10-processed-gene-2.0-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.0&CDS=1-1383
1953	OG0001953	YIR009W	snap_masked-flattened_line_10-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.19&CDS=1-276
1954	OG0001954	YIR011C	snap_masked-flattened_line_108-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.14&CDS=1-978
