	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034742_Lipomyces_suomiensis
2928	OG0002928	YOR159C	maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-6.169-mRNA-1_1&gene=maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-6.169&CDS=1-264
2929	OG0002929	YOR160W	maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-6.156-mRNA-1_1&gene=maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-6.156&CDS=1-2928
2930	OG0002930	YOR161C	snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-0.131&CDS=1-1533
2931	OG0002931	YOR163W	augustus_masked-NODE_15_length_346321_cov_21.575_ID_29-processed-gene-2.180-mRNA-1_1&gene=augustus_masked-NODE_15_length_346321_cov_21.575_ID_29-processed-gene-2.180&CDS=1-549
2932	OG0002932	YOR164C	maker-NODE_26_length_163505_cov_21.761_ID_51-snap-gene-0.24-mRNA-1_1&gene=maker-NODE_26_length_163505_cov_21.761_ID_51-snap-gene-0.24&CDS=1-978
2933	OG0002933	YOR165W	snap_masked-NODE_47_length_48237_cov_21.607_ID_93-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_47_length_48237_cov_21.607_ID_93-processed-gene-0.50&CDS=1-2409
2934	OG0002934	YOR166C	snap_masked-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-4.78-mRNA-1_1&gene=snap_masked-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-4.78&CDS=1-1512
2935	OG0002935	YOR168W	snap_masked-NODE_7_length_563888_cov_21.4671_ID_13-processed-gene-4.162-mRNA-1_1&gene=snap_masked-NODE_7_length_563888_cov_21.4671_ID_13-processed-gene-4.162&CDS=1-2361
2936	OG0002936	YOR175C	maker-NODE_26_length_163505_cov_21.761_ID_51-snap-gene-0.20-mRNA-1_1&gene=maker-NODE_26_length_163505_cov_21.761_ID_51-snap-gene-0.20&CDS=1-1743
2937	OG0002937	YOR176W	snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-1.82&CDS=1-1167
2938	OG0002938	YOR181W	maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-3.143-mRNA-1_1&gene=maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-3.143&CDS=1-1956
2939	OG0002939	YOR184W	snap_masked-NODE_41_length_80159_cov_21.486_ID_81-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_41_length_80159_cov_21.486_ID_81-processed-gene-0.61&CDS=1-1161
2940	OG0002940	YOR187W	snap_masked-NODE_39_length_83132_cov_20.8101_ID_77-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_39_length_83132_cov_20.8101_ID_77-processed-gene-0.25&CDS=1-1326
2941	OG0002941	YOR188W	snap_masked-NODE_8_length_529058_cov_21.6031_ID_15-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_8_length_529058_cov_21.6031_ID_15-processed-gene-1.27&CDS=1-3672
2942	OG0002942	YOR194C	snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-2.131-mRNA-1_1&gene=snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-2.131&CDS=1-1098
2943	OG0002943	YOR196C	maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-2.9-mRNA-1_1&gene=maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-2.9&CDS=1-1281
2944	OG0002944	YOR197W	maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-2.244-mRNA-1_1&gene=maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-2.244&CDS=1-1464
2945	OG0002945	YOR198C	maker-NODE_31_length_123011_cov_21.5885_ID_61-augustus-gene-0.62-mRNA-1_1&gene=maker-NODE_31_length_123011_cov_21.5885_ID_61-augustus-gene-0.62&CDS=1-1461
2946	OG0002946	YOR202W	maker-NODE_24_length_208133_cov_21.6284_ID_47-snap-gene-1.88-mRNA-1_1&gene=maker-NODE_24_length_208133_cov_21.6284_ID_47-snap-gene-1.88&CDS=1-675
2947	OG0002947	YOR204W	augustus_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-5.167-mRNA-1_1&gene=augustus_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-5.167&CDS=1-1932
2948	OG0002948	YOR206W	snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-2.172-mRNA-1_1&gene=snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-2.172&CDS=1-2175
2949	OG0002949	YOR207C	maker-NODE_20_length_323102_cov_21.8934_ID_39-snap-gene-1.152-mRNA-1_1&gene=maker-NODE_20_length_323102_cov_21.8934_ID_39-snap-gene-1.152&CDS=1-3450
2950	OG0002950	YOR209C	maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-2.129-mRNA-1_1&gene=maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-2.129&CDS=1-1305
2951	OG0002951	YOR210W	maker-NODE_18_length_332278_cov_21.6718_ID_35-snap-gene-2.110-mRNA-1_1&gene=maker-NODE_18_length_332278_cov_21.6718_ID_35-snap-gene-2.110&CDS=1-213
2952	OG0002952	YOR211C	snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-1.168-mRNA-1_1&gene=snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-1.168&CDS=1-2706
2953	OG0002953	YOR212W	maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-1.54-mRNA-1_1&gene=maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-1.54&CDS=1-1125
2954	OG0002954	YOR216C	maker-NODE_6_length_613558_cov_21.9661_ID_11-augustus-gene-5.175-mRNA-1_1&gene=maker-NODE_6_length_613558_cov_21.9661_ID_11-augustus-gene-5.175&CDS=1-1296
2955	OG0002955	YOR217W	maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-2.236-mRNA-1_1&gene=maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-2.236&CDS=1-2700
2956	OG0002956	YOR222W	maker-NODE_5_length_616858_cov_21.8676_ID_9-snap-gene-5.60-mRNA-1_1&gene=maker-NODE_5_length_616858_cov_21.8676_ID_9-snap-gene-5.60&CDS=1-897
2957	OG0002957	YOR223W	maker-NODE_11_length_473546_cov_21.5278_ID_21-snap-gene-1.223-mRNA-1_1&gene=maker-NODE_11_length_473546_cov_21.5278_ID_21-snap-gene-1.223&CDS=1-741
2958	OG0002958	YOR224C	snap_masked-NODE_16_length_344319_cov_21.9001_ID_31-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_16_length_344319_cov_21.9001_ID_31-processed-gene-1.91&CDS=1-432
2959	OG0002959	YOR231W	snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-1.64&CDS=1-1410
2960	OG0002960	YOR232W	snap_masked-NODE_15_length_346321_cov_21.575_ID_29-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_15_length_346321_cov_21.575_ID_29-processed-gene-2.64&CDS=1-735
2961	OG0002961	YOR233W	snap_masked-NODE_13_length_366483_cov_21.8055_ID_25-processed-gene-2.140-mRNA-1_1&gene=snap_masked-NODE_13_length_366483_cov_21.8055_ID_25-processed-gene-2.140&CDS=1-2403
2962	OG0002962	YOR236W	maker-NODE_8_length_529058_cov_21.6031_ID_15-augustus-gene-1.100-mRNA-1_1&gene=maker-NODE_8_length_529058_cov_21.6031_ID_15-augustus-gene-1.100&CDS=1-693
2963	OG0002963	YOR238W	maker-NODE_19_length_326145_cov_21.5349_ID_37-snap-gene-1.109-mRNA-1_1&gene=maker-NODE_19_length_326145_cov_21.5349_ID_37-snap-gene-1.109&CDS=1-939
2964	OG0002964	YOR239W	maker-NODE_13_length_366483_cov_21.8055_ID_25-augustus-gene-1.112-mRNA-1_1&gene=maker-NODE_13_length_366483_cov_21.8055_ID_25-augustus-gene-1.112&CDS=1-1023
2965	OG0002965	YOR241W	maker-NODE_28_length_145818_cov_21.8846_ID_55-augustus-gene-0.15-mRNA-1_1&gene=maker-NODE_28_length_145818_cov_21.8846_ID_55-augustus-gene-0.15&CDS=1-1464
2966	OG0002966	YOR243C	maker-NODE_29_length_135167_cov_21.7843_ID_57-snap-gene-0.169-mRNA-1_1&gene=maker-NODE_29_length_135167_cov_21.7843_ID_57-snap-gene-0.169&CDS=1-2082
2967	OG0002967	YOR245C	snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-1.78&CDS=1-1353
2968	OG0002968	YOR249C	augustus_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-5.155-mRNA-1_1&gene=augustus_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-5.155&CDS=1-2343
2969	OG0002969	YOR250C	snap_masked-NODE_32_length_122121_cov_22.1876_ID_63-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_32_length_122121_cov_22.1876_ID_63-processed-gene-0.137&CDS=1-1425
2970	OG0002970	YOR251C	maker-NODE_24_length_208133_cov_21.6284_ID_47-snap-gene-1.111-mRNA-1_1&gene=maker-NODE_24_length_208133_cov_21.6284_ID_47-snap-gene-1.111&CDS=1-945
2971	OG0002971	YOR252W	snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-1.177-mRNA-1_1&gene=snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-1.177&CDS=1-546
2972	OG0002972	YOR253W	snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-4.25-mRNA-1_1&gene=snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-4.25&CDS=1-468
2973	OG0002973	YOR254C	maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-3.128-mRNA-1_1&gene=maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-3.128&CDS=1-1947
2974	OG0002974	YOR257W	snap_masked-NODE_23_length_242483_cov_21.5341_ID_45-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_23_length_242483_cov_21.5341_ID_45-processed-gene-0.69&CDS=1-573
2975	OG0002975	YOR258W	snap_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-3.96&CDS=1-747
2976	OG0002976	YOR259C	maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-7.96-mRNA-1_1&gene=maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-7.96&CDS=1-1242
2977	OG0002977	YOR260W	maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-2.115-mRNA-1_1&gene=maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-2.115&CDS=1-1407
2978	OG0002978	YOR261C	maker-NODE_8_length_529058_cov_21.6031_ID_15-augustus-gene-4.5-mRNA-1_1&gene=maker-NODE_8_length_529058_cov_21.6031_ID_15-augustus-gene-4.5&CDS=1-948
2979	OG0002979	YOR262W	maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-0.10-mRNA-1_1&gene=maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-0.10&CDS=1-1050
2980	OG0002980	YOR269W	maker-NODE_9_length_509433_cov_21.618_ID_17-augustus-gene-1.8-mRNA-1_1&gene=maker-NODE_9_length_509433_cov_21.618_ID_17-augustus-gene-1.8&CDS=1-1338
2981	OG0002981	YOR270C	maker-NODE_23_length_242483_cov_21.5341_ID_45-snap-gene-0.151-mRNA-1_1&gene=maker-NODE_23_length_242483_cov_21.5341_ID_45-snap-gene-0.151&CDS=1-2487
2982	OG0002982	YOR271C	maker-NODE_19_length_326145_cov_21.5349_ID_37-snap-gene-1.106-mRNA-1_1&gene=maker-NODE_19_length_326145_cov_21.5349_ID_37-snap-gene-1.106&CDS=1-978
2983	OG0002983	YOR272W	snap_masked-NODE_13_length_366483_cov_21.8055_ID_25-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_13_length_366483_cov_21.8055_ID_25-processed-gene-1.77&CDS=1-1386
2984	OG0002984	YOR274W	maker-NODE_14_length_355574_cov_21.8046_ID_27-snap-gene-2.138-mRNA-1_1&gene=maker-NODE_14_length_355574_cov_21.8046_ID_27-snap-gene-2.138&CDS=1-1419
2985	OG0002985	YOR275C	snap_masked-NODE_19_length_326145_cov_21.5349_ID_37-processed-gene-0.157-mRNA-1_1&gene=snap_masked-NODE_19_length_326145_cov_21.5349_ID_37-processed-gene-0.157&CDS=1-2334
2986	OG0002986	YOR278W	maker-NODE_3_length_834750_cov_21.9249_ID_5-augustus-gene-4.110-mRNA-1_1&gene=maker-NODE_3_length_834750_cov_21.9249_ID_5-augustus-gene-4.110&CDS=1-807
2987	OG0002987	YOR281C	snap_masked-NODE_34_length_111211_cov_21.3373_ID_67-processed-gene-0.175-mRNA-1_1&gene=snap_masked-NODE_34_length_111211_cov_21.3373_ID_67-processed-gene-0.175&CDS=1-750
2988	OG0002988	YOR283W	maker-NODE_18_length_332278_cov_21.6718_ID_35-snap-gene-1.162-mRNA-1_1&gene=maker-NODE_18_length_332278_cov_21.6718_ID_35-snap-gene-1.162&CDS=1-783
2989	OG0002989	YOR286W	genemark-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-0.96&CDS=1-327
2990	OG0002990	YOR287C	snap_masked-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-0.116&CDS=1-750
2991	OG0002991	YOR288C	augustus_masked-NODE_25_length_189752_cov_21.6608_ID_49-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_25_length_189752_cov_21.6608_ID_49-processed-gene-0.28&CDS=1-828
2992	OG0002992	YOR289W	snap_masked-NODE_23_length_242483_cov_21.5341_ID_45-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_23_length_242483_cov_21.5341_ID_45-processed-gene-1.87&CDS=1-678
2993	OG0002993	YOR291W	snap_masked-NODE_34_length_111211_cov_21.3373_ID_67-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_34_length_111211_cov_21.3373_ID_67-processed-gene-0.142&CDS=1-4323
2994	OG0002994	YOR294W	snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-1.134-mRNA-1_1&gene=snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-1.134&CDS=1-579
2995	OG0002995	YOR296W	augustus_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-3.29&CDS=1-3594
2996	OG0002996	YOR298C-A	snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-1.16&CDS=1-450
2997	OG0002997	YOR301W	maker-NODE_22_length_243706_cov_21.8632_ID_43-augustus-gene-1.18-mRNA-1_1&gene=maker-NODE_22_length_243706_cov_21.8632_ID_43-augustus-gene-1.18&CDS=1-1116
2998	OG0002998	YOR303W	maker-NODE_3_length_834750_cov_21.9249_ID_5-snap-gene-4.122-mRNA-1_1&gene=maker-NODE_3_length_834750_cov_21.9249_ID_5-snap-gene-4.122&CDS=1-1278
2999	OG0002999	YOR304W	snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-0.104&CDS=1-3084
3000	OG0003000	YOR307C	snap_masked-NODE_22_length_243706_cov_21.8632_ID_43-processed-gene-1.159-mRNA-1_1&gene=snap_masked-NODE_22_length_243706_cov_21.8632_ID_43-processed-gene-1.159&CDS=1-1278
3001	OG0003001	YOR310C	maker-NODE_11_length_473546_cov_21.5278_ID_21-snap-gene-2.10-mRNA-1_1&gene=maker-NODE_11_length_473546_cov_21.5278_ID_21-snap-gene-2.10&CDS=1-1731
3002	OG0003002	YOR311C	augustus_masked-NODE_24_length_208133_cov_21.6284_ID_47-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_24_length_208133_cov_21.6284_ID_47-processed-gene-1.2&CDS=1-885
3003	OG0003003	YOR313C	snap_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-3.163-mRNA-1_1&gene=snap_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-3.163&CDS=1-1005
3004	OG0003004	YOR319W	maker-NODE_19_length_326145_cov_21.5349_ID_37-snap-gene-2.103-mRNA-1_1&gene=maker-NODE_19_length_326145_cov_21.5349_ID_37-snap-gene-2.103&CDS=1-651
3005	OG0003005	YOR322C	snap_masked-NODE_22_length_243706_cov_21.8632_ID_43-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_22_length_243706_cov_21.8632_ID_43-processed-gene-1.144&CDS=1-1194
3006	OG0003006	YOR323C	snap_masked-NODE_22_length_243706_cov_21.8632_ID_43-processed-gene-1.151-mRNA-1_1&gene=snap_masked-NODE_22_length_243706_cov_21.8632_ID_43-processed-gene-1.151&CDS=1-1323
3007	OG0003007	YOR326W	snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-4.98-mRNA-1_1&gene=snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-4.98&CDS=1-4719
3008	OG0003008	YOR327C	maker-NODE_23_length_242483_cov_21.5341_ID_45-snap-gene-1.162-mRNA-1_1&gene=maker-NODE_23_length_242483_cov_21.5341_ID_45-snap-gene-1.162&CDS=1-345
3009	OG0003009	YOR330C	augustus_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-0.36&CDS=1-3453
3010	OG0003010	YOR332W	maker-NODE_34_length_111211_cov_21.3373_ID_67-snap-gene-0.24-mRNA-1_1&gene=maker-NODE_34_length_111211_cov_21.3373_ID_67-snap-gene-0.24&CDS=1-687
3011	OG0003011	YOR335C	maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-0.111-mRNA-1_1&gene=maker-NODE_7_length_563888_cov_21.4671_ID_13-snap-gene-0.111&CDS=1-2742
3012	OG0003012	YOR336W	maker-NODE_17_length_337742_cov_21.7864_ID_33-snap-gene-2.1-mRNA-1_1&gene=maker-NODE_17_length_337742_cov_21.7864_ID_33-snap-gene-2.1&CDS=1-4668
3013	OG0003013	YOR339C	snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-3.129-mRNA-1_1&gene=snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-3.129&CDS=1-540
3014	OG0003014	YOR340C	snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-2.44&CDS=1-828
3015	OG0003015	YOR341W	maker-NODE_34_length_111211_cov_21.3373_ID_67-snap-gene-0.26-mRNA-1_1&gene=maker-NODE_34_length_111211_cov_21.3373_ID_67-snap-gene-0.26&CDS=1-5103
3016	OG0003016	YOR346W	genemark-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-2.27-mRNA-1_1&gene=genemark-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-2.27&CDS=1-2334
3017	OG0003017	YOR353C	snap_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-1.102&CDS=1-2250
3018	OG0003018	YOR356W	augustus_masked-NODE_13_length_366483_cov_21.8055_ID_25-processed-gene-2.255-mRNA-1_1&gene=augustus_masked-NODE_13_length_366483_cov_21.8055_ID_25-processed-gene-2.255&CDS=1-1848
3019	OG0003019	YOR357C	maker-NODE_9_length_509433_cov_21.618_ID_17-augustus-gene-2.116-mRNA-1_1&gene=maker-NODE_9_length_509433_cov_21.618_ID_17-augustus-gene-2.116&CDS=1-585
3020	OG0003020	YOR358W	maker-NODE_3_length_834750_cov_21.9249_ID_5-snap-gene-7.148-mRNA-1_1&gene=maker-NODE_3_length_834750_cov_21.9249_ID_5-snap-gene-7.148&CDS=1-573
3021	OG0003021	YOR359W	snap_masked-NODE_7_length_563888_cov_21.4671_ID_13-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_7_length_563888_cov_21.4671_ID_13-processed-gene-1.25&CDS=1-2004
3022	OG0003022	YOR360C	maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-1.46-mRNA-1_1&gene=maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-1.46&CDS=1-1665
3023	OG0003023	YOR362C	maker-NODE_9_length_509433_cov_21.618_ID_17-snap-gene-4.122-mRNA-1_1&gene=maker-NODE_9_length_509433_cov_21.618_ID_17-snap-gene-4.122&CDS=1-768
3024	OG0003024	YOR367W	maker-NODE_19_length_326145_cov_21.5349_ID_37-snap-gene-2.94-mRNA-1_1&gene=maker-NODE_19_length_326145_cov_21.5349_ID_37-snap-gene-2.94&CDS=1-570
3025	OG0003025	YOR368W	maker-NODE_35_length_111190_cov_21.4766_ID_69-snap-gene-0.201-mRNA-1_1&gene=maker-NODE_35_length_111190_cov_21.4766_ID_69-snap-gene-0.201&CDS=1-1038
3026	OG0003026	YOR369C	maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-2.105-mRNA-1_1&gene=maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-2.105&CDS=1-438
3027	OG0003027	YOR370C	snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-0.28&CDS=1-1650
3028	OG0003028	YOR373W	genemark-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-2.62&CDS=1-3735
3029	OG0003029	YOR374W	snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-2.35&CDS=1-1512
3030	OG0003030	YOR378W	augustus_masked-NODE_43_length_61133_cov_21.7677_ID_85-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_43_length_61133_cov_21.7677_ID_85-processed-gene-0.69&CDS=1-1599
3031	OG0003031	YOR388C	augustus_masked-NODE_8_length_529058_cov_21.6031_ID_15-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_8_length_529058_cov_21.6031_ID_15-processed-gene-0.24&CDS=1-1092
3032	OG0003032	YPL001W	snap_masked-NODE_25_length_189752_cov_21.6608_ID_49-processed-gene-0.214-mRNA-1_1&gene=snap_masked-NODE_25_length_189752_cov_21.6608_ID_49-processed-gene-0.214&CDS=1-1521
3033	OG0003033	YPL002C	snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-4.21-mRNA-1_1&gene=snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-4.21&CDS=1-750
3034	OG0003034	YPL003W	maker-NODE_22_length_243706_cov_21.8632_ID_43-snap-gene-1.84-mRNA-1_1&gene=maker-NODE_22_length_243706_cov_21.8632_ID_43-snap-gene-1.84&CDS=1-1614
3035	OG0003035	YPL006W	maker-NODE_21_length_287349_cov_21.5713_ID_41-snap-gene-1.175-mRNA-1_1&gene=maker-NODE_21_length_287349_cov_21.5713_ID_41-snap-gene-1.175&CDS=1-3816
3036	OG0003036	YPL008W	maker-NODE_5_length_616858_cov_21.8676_ID_9-snap-gene-2.135-mRNA-1_1&gene=maker-NODE_5_length_616858_cov_21.8676_ID_9-snap-gene-2.135&CDS=1-2721
3037	OG0003037	YPL009C	snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-0.114&CDS=1-1848
3038	OG0003038	YPL010W	snap_masked-NODE_23_length_242483_cov_21.5341_ID_45-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NODE_23_length_242483_cov_21.5341_ID_45-processed-gene-1.126&CDS=1-576
3039	OG0003039	YPL011C	snap_masked-NODE_16_length_344319_cov_21.9001_ID_31-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_16_length_344319_cov_21.9001_ID_31-processed-gene-2.63&CDS=1-528
3040	OG0003040	YPL012W	maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-4.227-mRNA-1_1&gene=maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-4.227&CDS=1-3720
3041	OG0003041	YPL013C	maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-1.153-mRNA-1_1&gene=maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-1.153&CDS=1-381
3042	OG0003042	YPL015C	augustus_masked-NODE_8_length_529058_cov_21.6031_ID_15-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NODE_8_length_529058_cov_21.6031_ID_15-processed-gene-2.115&CDS=1-1089
3043	OG0003043	YPL020C	snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-2.168-mRNA-1_1&gene=snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-2.168&CDS=1-1644
3044	OG0003044	YPL022W	maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-4.110-mRNA-1_1&gene=maker-NODE_4_length_673627_cov_21.8364_ID_7-snap-gene-4.110&CDS=1-3033
3045	OG0003045	YPL023C	maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-1.62-mRNA-1_1&gene=maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-1.62&CDS=1-1800
3046	OG0003046	YPL028W	maker-NODE_10_length_498242_cov_21.6041_ID_19-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_10_length_498242_cov_21.6041_ID_19-snap-gene-0.8&CDS=1-1191
3047	OG0003047	YPL029W	maker-NODE_3_length_834750_cov_21.9249_ID_5-snap-gene-7.158-mRNA-1_1&gene=maker-NODE_3_length_834750_cov_21.9249_ID_5-snap-gene-7.158&CDS=1-2202
3048	OG0003048	YPL030W	genemark-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-0.47&CDS=1-1551
3049	OG0003049	YPL031C	maker-NODE_13_length_366483_cov_21.8055_ID_25-snap-gene-1.104-mRNA-1_1&gene=maker-NODE_13_length_366483_cov_21.8055_ID_25-snap-gene-1.104&CDS=1-1845
3050	OG0003050	YPL040C	maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-5.128-mRNA-1_1&gene=maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-5.128&CDS=1-3081
