	OrthologID	Lachancea_dasiensis	Saccharomyces_cerevisiae
1749	OG0001749	genemark-LADA0D-processed-gene-9.107-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.107&CDS=1-5796	YGR184C
1750	OG0001750	snap_masked-LADA0D-processed-gene-9.13-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.13&CDS=1-5409	YLR024C
1751	OG0001751	genemark-LADA0D-processed-gene-9.108-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.108&CDS=1-1215	YGR185C
1752	OG0001752	genemark-LADA0D-processed-gene-9.89-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.89&CDS=1-2037	YGR186W
1753	OG0001753	genemark-LADA0D-processed-gene-9.109-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.109&CDS=1-1134	YGR187C
1754	OG0001754	genemark-LADA0D-processed-gene-9.90-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.90&CDS=1-321	YLL014W
1755	OG0001755	genemark-LADA0D-processed-gene-9.110-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.110&CDS=1-2274	YLL013C
1756	OG0001756	genemark-LADA0D-processed-gene-9.91-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.91&CDS=1-1194	YLR017W
1757	OG0001757	snap_masked-LADA0D-processed-gene-9.37-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.37&CDS=1-1065	YLR018C
1758	OG0001758	genemark-LADA0D-processed-gene-9.92-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.92&CDS=1-1239	YLR019W
1759	OG0001759	augustus_masked-LADA0D-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-9.74&CDS=1-2934	YLL011W
1760	OG0001760	snap_masked-LADA0D-processed-gene-9.19-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.19&CDS=1-555	YLR021W
1761	OG0001761	augustus_masked-LADA0D-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-9.75&CDS=1-2625	YLR022C
1762	OG0001762	genemark-LADA0D-processed-gene-9.94-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.94&CDS=1-5637	YJL005W
1763	OG0001763	genemark-LADA0D-processed-gene-9.116-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.116&CDS=1-594	YJL004C
1764	OG0001764	genemark-LADA0D-processed-gene-9.95-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.95&CDS=1-2229	YLL008W
1765	OG0001765	snap_masked-LADA0D-processed-gene-9.43-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.43&CDS=1-1896	YLL007C
1766	OG0001766	genemark-LADA0D-processed-gene-9.96-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.96&CDS=1-1362	YLL006W
1767	OG0001767	genemark-LADA0D-processed-gene-9.97-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.97&CDS=1-354	YJL003W
1768	OG0001768	augustus_masked-LADA0D-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-9.61&CDS=1-1914	YLL004W
1769	OG0001769	genemark-LADA0D-processed-gene-9.118-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.118&CDS=1-1389	YJL002C
1770	OG0001770	snap_masked-LADA0D-processed-gene-9.25-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.25&CDS=1-2892	YLL003W
1771	OG0001771	snap_masked-LADA0D-processed-gene-9.45-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.45&CDS=1-2568	YLR001C
1772	OG0001772	genemark-LADA0D-processed-gene-9.102-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.102&CDS=1-1800	YJR001W
1773	OG0001773	genemark-LADA0D-processed-gene-9.103-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.103&CDS=1-1839	YJR002W
1774	OG0001774	genemark-LADA0D-processed-gene-9.120-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.120&CDS=1-1992	YLR002C
1775	OG0001775	snap_masked-LADA0D-processed-gene-9.47-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.47&CDS=1-1617	YJR003C
1776	OG0001776	snap_masked-LADA0D-processed-gene-10.7-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.7&CDS=1-2457	YJR004C
1777	OG0001777	snap_masked-LADA0D-processed-gene-10.8-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.8&CDS=1-1743	YNR055C
1778	OG0001778	snap_masked-LADA0D-processed-gene-10.9-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.9&CDS=1-1350	YLR005W
1779	OG0001779	snap_masked-LADA0D-processed-gene-10.5-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.5&CDS=1-1563	YLR004C
1780	OG0001780	genemark-LADA0D-processed-gene-10.112-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.112&CDS=1-864	YLR003C
1781	OG0001781	genemark-LADA0D-processed-gene-10.114-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.114&CDS=1-2094	YJR005W
1782	OG0001782	genemark-LADA0D-processed-gene-10.115-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.115&CDS=1-1836	YLR006C
1783	OG0001783	snap_masked-LADA0D-processed-gene-10.12-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.12&CDS=1-837	YLR007W
1784	OG0001784	genemark-LADA0D-processed-gene-10.135-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.135&CDS=1-495	YLR008C
1785	OG0001785	genemark-LADA0D-processed-gene-10.117-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.117&CDS=1-597	YLR009W
1786	OG0001786	genemark-LADA0D-processed-gene-10.137-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.137&CDS=1-1104	YGR173W
1787	OG0001787	maker-LADA0D-augustus-gene-10.58-mRNA-1_1&gene=maker-LADA0D-augustus-gene-10.58&CDS=1-2376	YGR171C
1788	OG0001788	genemark-LADA0D-processed-gene-10.138-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.138&CDS=1-4569	YGR170W
1789	OG0001789	augustus_masked-LADA0D-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-10.74&CDS=1-264	YJR005C-A
1790	OG0001790	snap_masked-LADA0D-processed-gene-10.35-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.35&CDS=1-990	YJL023C
1791	OG0001791	genemark-LADA0D-processed-gene-10.122-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.122&CDS=1-1302	YGR169C
1792	OG0001792	augustus_masked-LADA0D-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-10.91&CDS=1-3360	YJL020C
1793	OG0001793	genemark-LADA0D-processed-gene-10.141-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.141&CDS=1-633	YGR167W
1794	OG0001794	snap_masked-LADA0D-processed-gene-10.38-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.38&CDS=1-1380	YGR166W
1795	OG0001795	genemark-LADA0D-processed-gene-10.143-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.143&CDS=1-1044	YGR165W
1796	OG0001796	snap_masked-LADA0D-processed-gene-10.18-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.18&CDS=1-1986	YJL019W
1797	OG0001797	snap_masked-LADA0D-processed-gene-10.19-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.19&CDS=1-1557	YJL016W
1798	OG0001798	genemark-LADA0D-processed-gene-10.126-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.126&CDS=1-1626	YJL014W
1799	OG0001799	maker-LADA0D-augustus-gene-10.61-mRNA-1_1&gene=maker-LADA0D-augustus-gene-10.61&CDS=1-5496	YER069W
1800	OG0001800	augustus_masked-LADA0D-processed-gene-10.95-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-10.95&CDS=1-2817	YER068W
1801	OG0001801	genemark-LADA0D-processed-gene-10.148-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.148&CDS=1-495	YIL057C
1802	OG0001802	genemark-LADA0D-processed-gene-10.128-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.128&CDS=1-1653	YER065C
1803	OG0001803	genemark-LADA0D-processed-gene-10.129-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.129&CDS=1-1962	YIL056W
1804	OG0001804	snap_masked-LADA0D-processed-gene-10.45-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.45&CDS=1-1185	YIL055C
1805	OG0001805	genemark-LADA0D-processed-gene-10.132-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.132&CDS=1-1284	YER061C
1806	OG0001806	genemark-LADA0D-processed-gene-10.153-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.153&CDS=1-747	YIL049W
1807	OG0001807	snap_masked-LADA0D-processed-gene-10.54-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.54&CDS=1-426	YIL051C
1808	OG0001808	genemark-LADA0D-processed-gene-10.133-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.133&CDS=1-909	YPR058W
1809	OG0001809	snap_masked-LADA0D-processed-gene-10.55-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.55&CDS=1-771	YPR060C
1810	OG0001810	genemark-LADA0D-processed-gene-10.160-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.160&CDS=1-855	YPR061C
1811	OG0001811	genemark-LADA0D-processed-gene-10.161-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.161&CDS=1-1239	YBR105C
1812	OG0001812	genemark-LADA0D-processed-gene-10.134-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.134&CDS=1-2919	YJL108C
1813	OG0001813	genemark-LADA0D-processed-gene-11.0-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.0&CDS=1-5289	YJL109C
1814	OG0001814	genemark-LADA0D-processed-gene-11.1-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.1&CDS=1-732	YKR030W
1815	OG0001815	augustus_masked-LADA0D-processed-gene-11.159-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.159&CDS=1-4620	YKR031C
1816	OG0001816	genemark-LADA0D-processed-gene-11.4-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.4&CDS=1-612	YKR035W-A
1817	OG0001817	genemark-LADA0D-processed-gene-11.33-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.33&CDS=1-1653	YJL111W
1818	OG0001818	genemark-LADA0D-processed-gene-11.34-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.34&CDS=1-2157	YJL112W
1819	OG0001819	genemark-LADA0D-processed-gene-11.35-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.35&CDS=1-825	YKR037C
1820	OG0001820	genemark-LADA0D-processed-gene-11.36-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.36&CDS=1-1155	YKR038C
1821	OG0001821	genemark-LADA0D-processed-gene-11.37-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.37&CDS=1-1044	YBR034C
1822	OG0001822	snap_masked-LADA0D-processed-gene-11.126-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-11.126&CDS=1-1716	YGR077C
1823	OG0001823	genemark-LADA0D-processed-gene-11.7-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.7&CDS=1-828	YOL073C
1824	OG0001824	genemark-LADA0D-processed-gene-11.39-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.39&CDS=1-576	YGR078C
1825	OG0001825	augustus_masked-LADA0D-processed-gene-11.164-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.164&CDS=1-4287	YOL075C
1826	OG0001826	augustus_masked-LADA0D-processed-gene-11.189-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.189&CDS=1-1323	YBR138C
1827	OG0001827	genemark-LADA0D-processed-gene-11.10-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.10&CDS=1-303	YDL012C
1828	OG0001828	genemark-LADA0D-processed-gene-11.41-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.41&CDS=1-2487	YDL013W
1829	OG0001829	genemark-LADA0D-processed-gene-11.42-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.42&CDS=1-966	YDL014W
1830	OG0001830	genemark-LADA0D-processed-gene-11.11-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.11&CDS=1-915	YDL015C
1831	OG0001831	genemark-LADA0D-processed-gene-11.43-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.43&CDS=1-1422	YDL017W
1832	OG0001832	genemark-LADA0D-processed-gene-11.12-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.12&CDS=1-684	YDL018C
1833	OG0001833	genemark-LADA0D-processed-gene-11.44-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.44&CDS=1-1635	YIR027C
1834	OG0001834	genemark-LADA0D-processed-gene-11.45-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.45&CDS=1-2700	YBR017C
1835	OG0001835	genemark-LADA0D-processed-gene-11.46-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.46&CDS=1-2106	YAR014C
1836	OG0001836	genemark-LADA0D-processed-gene-11.13-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.13&CDS=1-912	YAR015W
1837	OG0001837	maker-LADA0D-snap-gene-11.73-mRNA-1_1&gene=maker-LADA0D-snap-gene-11.73&CDS=1-2079	YAR018C
1838	OG0001838	genemark-LADA0D-processed-gene-11.14-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.14&CDS=1-1743	YML127W
1839	OG0001839	genemark-LADA0D-processed-gene-11.49-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.49&CDS=1-3690	YML091C
1840	OG0001840	genemark-LADA0D-processed-gene-11.50-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.50&CDS=1-1392	YML126C
1841	OG0001841	augustus_masked-LADA0D-processed-gene-11.170-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.170&CDS=1-1935	YML128C
1842	OG0001842	snap_masked-LADA0D-processed-gene-11.100-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-11.100&CDS=1-183	YML129C
1843	OG0001843	augustus_masked-LADA0D-processed-gene-11.171-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.171&CDS=1-1296	YML092C
1844	OG0001844	maker-LADA0D-augustus-gene-11.80-mRNA-1_1&gene=maker-LADA0D-augustus-gene-11.80&CDS=1-3087	YML093W
1845	OG0001845	augustus_masked-LADA0D-processed-gene-11.172-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.172&CDS=1-663	YML095C
1846	OG0001846	genemark-LADA0D-processed-gene-11.57-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.57&CDS=1-1548	YML096W
1847	OG0001847	augustus_masked-LADA0D-processed-gene-11.173-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.173&CDS=1-3048	YML130C
1848	OG0001848	genemark-LADA0D-processed-gene-11.58-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.58&CDS=1-477	YML098W
1849	OG0001849	augustus_masked-LADA0D-processed-gene-11.174-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.174&CDS=1-3567	YML099C
1850	OG0001850	genemark-LADA0D-processed-gene-11.60-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.60&CDS=1-1191	YFR055W
1851	OG0001851	genemark-LADA0E-processed-gene-0.113-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.113&CDS=1-1005	YIL167W
1852	OG0001852	snap_masked-LADA0E-processed-gene-0.35-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-0.35&CDS=1-4842	YNL297C
1853	OG0001853	snap_masked-LADA0E-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-0.10&CDS=1-1389	YNL295W
1854	OG0001854	genemark-LADA0E-processed-gene-0.117-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.117&CDS=1-1539	YNL294C
1855	OG0001855	genemark-LADA0E-processed-gene-0.94-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.94&CDS=1-1692	YNL293W
1856	OG0001856	snap_masked-LADA0E-processed-gene-0.37-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-0.37&CDS=1-597	YOL111C
1857	OG0001857	maker-LADA0E-augustus-gene-0.42-mRNA-1_1&gene=maker-LADA0E-augustus-gene-0.42&CDS=1-1926	YNL292W
1858	OG0001858	genemark-LADA0E-processed-gene-0.119-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.119&CDS=1-1311	YNL291C
1859	OG0001859	genemark-LADA0E-processed-gene-0.97-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.97&CDS=1-987	YNL290W
1860	OG0001860	genemark-LADA0E-processed-gene-0.120-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.120&CDS=1-1782	YEL065W
1861	OG0001861	genemark-LADA0E-processed-gene-0.98-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.98&CDS=1-792	YNL289W
1862	OG0001862	augustus_masked-LADA0E-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-0.57&CDS=1-1008	YNL288W
1863	OG0001863	genemark-LADA0E-processed-gene-0.101-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.101&CDS=1-2799	YNL287W
1864	OG0001864	snap_masked-LADA0E-processed-gene-0.19-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-0.19&CDS=1-855	YNL286W
1865	OG0001865	snap_masked-LADA0E-processed-gene-0.39-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-0.39&CDS=1-2460	YFR013W
1866	OG0001866	genemark-LADA0E-processed-gene-0.103-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.103&CDS=1-2010	YFR029W
1867	OG0001867	augustus_masked-LADA0E-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-0.79&CDS=1-1080	YJL046W
1868	OG0001868	genemark-LADA0E-processed-gene-0.104-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.104&CDS=1-822	YBR257W
1869	OG0001869	genemark-LADA0E-processed-gene-1.98-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.98&CDS=1-429	YBR258C
1870	OG0001870	snap_masked-LADA0E-processed-gene-1.45-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-1.45&CDS=1-2376	YJL047C
1871	OG0001871	genemark-LADA0E-processed-gene-1.99-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.99&CDS=1-2121	YBR260C
1872	OG0001872	genemark-LADA0E-processed-gene-1.100-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.100&CDS=1-693	YBR261C
1873	OG0001873	genemark-LADA0E-processed-gene-1.97-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.97&CDS=1-1479	YBR283C
1874	OG0001874	maker-LADA0E-augustus-gene-1.42-mRNA-1_1&gene=maker-LADA0E-augustus-gene-1.42&CDS=1-2187	YJL069C
1875	OG0001875	genemark-LADA0E-processed-gene-1.101-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.101&CDS=1-2577	YBR281C
1876	OG0001876	genemark-LADA0E-processed-gene-1.102-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.102&CDS=1-1638	YBR280C
1877	OG0001877	augustus_masked-LADA0E-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-1.26&CDS=1-3114	YJL068C
1878	OG0001878	genemark-LADA0E-processed-gene-1.126-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.126&CDS=1-654	YJL065C
1879	OG0001879	augustus_masked-LADA0E-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-1.7&CDS=1-2385	YBR276C
1880	OG0001880	augustus_masked-LADA0E-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-1.8&CDS=1-267	YJL062W-A
1881	OG0001881	genemark-LADA0E-processed-gene-1.104-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.104&CDS=1-936	YBR265W
1882	OG0001882	snap_masked-LADA0E-processed-gene-1.56-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-1.56&CDS=1-1239	YBR267W
1883	OG0001883	snap_masked-LADA0E-processed-gene-1.57-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-1.57&CDS=1-2625	YJL062W
1884	OG0001884	genemark-LADA0E-processed-gene-1.107-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.107&CDS=1-2064	YJL061W
1885	OG0001885	genemark-LADA0E-processed-gene-1.129-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.129&CDS=1-405	YBR269C
1886	OG0001886	augustus_masked-LADA0E-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-1.13&CDS=1-1326	YJL060W
1887	OG0001887	genemark-LADA0E-processed-gene-1.109-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.109&CDS=1-1197	YJL059W
1888	OG0001888	genemark-LADA0E-processed-gene-1.131-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.131&CDS=1-1764	YJL057C
1889	OG0001889	genemark-LADA0E-processed-gene-1.110-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.110&CDS=1-1272	YBR271W
1890	OG0001890	genemark-LADA0E-processed-gene-1.132-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.132&CDS=1-2376	YJL056C
1891	OG0001891	snap_masked-LADA0E-processed-gene-1.64-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-1.64&CDS=1-1671	YGR013W
1892	OG0001892	genemark-LADA0E-processed-gene-1.133-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.133&CDS=1-933	YGR015C
1893	OG0001893	snap_masked-LADA0E-processed-gene-1.66-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-1.66&CDS=1-570	YGR016W
1894	OG0001894	augustus_masked-LADA0E-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-1.20&CDS=1-1986	YMR119W
1895	OG0001895	genemark-LADA0E-processed-gene-1.135-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.135&CDS=1-1773	YMR120C
1896	OG0001896	snap_masked-LADA0E-processed-gene-1.68-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-1.68&CDS=1-360	YMR123W
1897	OG0001897	snap_masked-LADA0E-processed-gene-1.69-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-1.69&CDS=1-2883	YMR124W
1898	OG0001898	genemark-LADA0E-processed-gene-1.118-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.118&CDS=1-2553	YMR125W
1899	OG0001899	augustus_masked-LADA0E-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-1.37&CDS=1-972	YMR126C
1900	OG0001900	genemark-LADA0E-processed-gene-1.119-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.119&CDS=1-3387	YLR032W
1901	OG0001901	genemark-LADA0E-processed-gene-1.139-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.139&CDS=1-972	YMR127C
1902	OG0001902	maker-LADA0E-augustus-gene-1.41-mRNA-1_1&gene=maker-LADA0E-augustus-gene-1.41&CDS=1-5223	YMR128W
1903	OG0001903	augustus_masked-LADA0E-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-2.47&CDS=1-4599	YMR129W
1904	OG0001904	augustus_masked-LADA0E-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-2.48&CDS=1-246	YLR038C
1905	OG0001905	snap_masked-LADA0E-processed-gene-2.101-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-2.101&CDS=1-2967	YLR039C
1906	OG0001906	genemark-LADA0E-processed-gene-2.2-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.2&CDS=1-1587	YMR131C
1907	OG0001907	genemark-LADA0E-processed-gene-2.26-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.26&CDS=1-588	YMR132C
1908	OG0001908	genemark-LADA0E-processed-gene-2.4-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.4&CDS=1-771	YMR134W
1909	OG0001909	genemark-LADA0E-processed-gene-2.28-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.28&CDS=1-1176	YMR135C
1910	OG0001910	genemark-LADA0E-processed-gene-2.29-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.29&CDS=1-1869	YMR137C
1911	OG0001911	maker-LADA0E-augustus-gene-2.150-mRNA-1_1&gene=maker-LADA0E-augustus-gene-2.150&CDS=1-1644	YDL078C
1912	OG0001912	augustus_masked-LADA0E-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-2.55&CDS=1-387	YNL153C
1913	OG0001913	snap_masked-LADA0E-processed-gene-2.131-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-2.131&CDS=1-330	YHR138C
1914	OG0001914	augustus_masked-LADA0E-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-2.77&CDS=1-1485	YNL142W
1915	OG0001915	genemark-LADA0E-processed-gene-2.10-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.10&CDS=1-675	YHR140W
1916	OG0001916	genemark-LADA0E-processed-gene-2.32-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.32&CDS=1-2265	YNL161W
1917	OG0001917	genemark-LADA0E-processed-gene-2.11-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.11&CDS=1-951	YHR142W
1918	OG0001918	maker-LADA0E-snap-gene-2.96-mRNA-1_1&gene=maker-LADA0E-snap-gene-2.96&CDS=1-3159	YNL163C
1919	OG0001919	snap_masked-LADA0E-processed-gene-2.114-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-2.114&CDS=1-879	YNL164C
1920	OG0001920	augustus_masked-LADA0E-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-2.60&CDS=1-864	YHR143W
1921	OG0001921	snap_masked-LADA0E-processed-gene-2.137-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-2.137&CDS=1-1245	YNL165W
1922	OG0001922	snap_masked-LADA0E-processed-gene-2.115-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-2.115&CDS=1-1191	YNL166C
1923	OG0001923	snap_masked-LADA0E-processed-gene-2.116-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-2.116&CDS=1-210	YHR143W-A
1924	OG0001924	snap_masked-LADA0E-processed-gene-2.118-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-2.118&CDS=1-1932	YNL167C
1925	OG0001925	genemark-LADA0E-processed-gene-2.17-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.17&CDS=1-783	YNL168C
1926	OG0001926	genemark-LADA0E-processed-gene-2.36-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.36&CDS=1-969	YHR144C
1927	OG0001927	genemark-LADA0E-processed-gene-2.18-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.18&CDS=1-1497	YNL169C
1928	OG0001928	genemark-LADA0E-processed-gene-2.37-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.37&CDS=1-5193	YNL172W
