	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041833_Candida_tammaniensis
1612	OG0001612	YGR277C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-8.92-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-8.92&CDS=1-822
1613	OG0001613	YGR278W	maker-NODE_2_length_1396679_cov_54.0106_ID_1870-augustus-gene-8.1-mRNA-1_1&gene=maker-NODE_2_length_1396679_cov_54.0106_ID_1870-augustus-gene-8.1&CDS=1-1500
1614	OG0001614	YGR279C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-8.91-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-8.91&CDS=1-1098
1615	OG0001615	YGR280C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.83-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.83&CDS=1-906
1616	OG0001616	YGR282C	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-8.79-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-8.79&CDS=1-1887
1617	OG0001617	YGR284C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.133-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.133&CDS=1-951
1618	OG0001618	YGR285C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.121-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.121&CDS=1-1272
1619	OG0001619	YGR286C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-10.86-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-10.86&CDS=1-1092
1620	OG0001620	YHL002W	genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.77-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.77&CDS=1-1713
1621	OG0001621	YHL004W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-12.56-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-12.56&CDS=1-1314
1622	OG0001622	YHL007C	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.55-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.55&CDS=1-2865
1623	OG0001623	YHL008C	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.94-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.94&CDS=1-825
1624	OG0001624	YHL009C	augustus_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.51&CDS=1-891
1625	OG0001625	YHL013C	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.86&CDS=1-942
1626	OG0001626	YHL014C	genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-6.50-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-6.50&CDS=1-1197
1627	OG0001627	YHL015W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-13.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-13.79&CDS=1-351
1628	OG0001628	YHL016C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.110-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.110&CDS=1-2160
1629	OG0001629	YHL018W	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-1.140&CDS=1-450
1630	OG0001630	YHL021C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.251-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.251&CDS=1-1284
1631	OG0001631	YHL022C	augustus_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.9&CDS=1-741
1632	OG0001632	YHL023C	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.222-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.222&CDS=1-2241
1633	OG0001633	YHL024W	snap_masked-NODE_19_length_48187_cov_51.551_ID_3370-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_19_length_48187_cov_51.551_ID_3370-processed-gene-0.29&CDS=1-1314
1634	OG0001634	YHL027W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.109-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.109&CDS=1-1263
1635	OG0001635	YHL028W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.111-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.111&CDS=1-1365
1636	OG0001636	YHL029C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-3.20&CDS=1-1662
1637	OG0001637	YHL030W	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-3.57-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-3.57&CDS=1-6759
1638	OG0001638	YHL031C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.155-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.155&CDS=1-666
1639	OG0001639	YHL032C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-0.94&CDS=1-1893
1640	OG0001640	YHL036W	snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.79&CDS=1-1605
1641	OG0001641	YHL040C	snap_masked-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.61&CDS=1-1821
1642	OG0001642	YHR002W	snap_masked-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.49&CDS=1-1197
1643	OG0001643	YHR004C	genemark-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.162-mRNA-1_1&gene=genemark-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.162&CDS=1-1143
1644	OG0001644	YHR005C	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.139-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.139&CDS=1-1272
1645	OG0001645	YHR005C-A	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.151-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.151&CDS=1-270
1646	OG0001646	YHR007C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.81-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.81&CDS=1-1551
1647	OG0001647	YHR009C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.97&CDS=1-1422
1648	OG0001648	YHR011W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-4.85-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-4.85&CDS=1-1296
1649	OG0001649	YHR012W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.7-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.7&CDS=1-951
1650	OG0001650	YHR013C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.18-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.18&CDS=1-633
1651	OG0001651	YHR018C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.127-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.127&CDS=1-1389
1652	OG0001652	YHR019C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.126-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.126&CDS=1-1641
1653	OG0001653	YHR020W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.152-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.152&CDS=1-2052
1654	OG0001654	YHR023W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.83-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.83&CDS=1-5643
1655	OG0001655	YHR024C	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.110-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.110&CDS=1-1410
1656	OG0001656	YHR025W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.80-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.80&CDS=1-1056
1657	OG0001657	YHR026W	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-4.143-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-4.143&CDS=1-588
1658	OG0001658	YHR027C	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-4.122-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-4.122&CDS=1-2931
1659	OG0001659	YHR030C	snap_masked-NODE_13_length_187598_cov_101.948_ID_5378-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_13_length_187598_cov_101.948_ID_5378-processed-gene-0.11&CDS=1-1488
1660	OG0001660	YHR037W	genemark-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.80&CDS=1-1665
1661	OG0001661	YHR038W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.52-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.52&CDS=1-732
1662	OG0001662	YHR039C	genemark-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-0.65&CDS=1-1845
1663	OG0001663	YHR039C-A	genemark-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-0.44&CDS=1-339
1664	OG0001664	YHR040W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.229-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.229&CDS=1-948
1665	OG0001665	YHR042W	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.110&CDS=1-2043
1666	OG0001666	YHR045W	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.167-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.167&CDS=1-1431
1667	OG0001667	YHR048W	augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.42&CDS=1-1464
1668	OG0001668	YHR051W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.107&CDS=1-429
1669	OG0001669	YHR052W	maker-NODE_7_length_799497_cov_58.68_ID_3495-snap-gene-1.117-mRNA-1_1&gene=maker-NODE_7_length_799497_cov_58.68_ID_3495-snap-gene-1.117&CDS=1-2964
1670	OG0001670	YHR059W	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.126&CDS=1-486
1671	OG0001671	YHR062C	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-2.65&CDS=1-861
1672	OG0001672	YHR063C	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.85-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.85&CDS=1-579
1673	OG0001673	YHR064C	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.219-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.219&CDS=1-1635
1674	OG0001674	YHR065C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-11.11-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-11.11&CDS=1-1452
1675	OG0001675	YHR068W	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-1.0-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-1.0&CDS=1-1116
1676	OG0001676	YHR069C	genemark-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.85&CDS=1-942
1677	OG0001677	YHR070W	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.188-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.188&CDS=1-1356
1678	OG0001678	YHR072W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.64&CDS=1-2175
1679	OG0001679	YHR072W-A	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.220-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.220&CDS=1-186
1680	OG0001680	YHR073W	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.184-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.184&CDS=1-2379
1681	OG0001681	YHR074W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-5.80-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-5.80&CDS=1-2148
1682	OG0001682	YHR075C	genemark-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-5.142-mRNA-1_1&gene=genemark-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-5.142&CDS=1-1008
1683	OG0001683	YHR076W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.109&CDS=1-1005
1684	OG0001684	YHR077C	augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.157&CDS=1-3078
1685	OG0001685	YHR078W	augustus_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-3.100&CDS=1-3306
1686	OG0001686	YHR079C	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.56&CDS=1-3258
1687	OG0001687	YHR079C-A	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.170-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.170&CDS=1-300
1688	OG0001688	YHR081W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.146-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.146&CDS=1-435
1689	OG0001689	YHR082C	maker-NODE_1_length_1639312_cov_47.3867_ID_4086-snap-gene-2.1-mRNA-1_1&gene=maker-NODE_1_length_1639312_cov_47.3867_ID_4086-snap-gene-2.1&CDS=1-2532
1690	OG0001690	YHR083W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-0.88&CDS=1-774
1691	OG0001691	YHR084W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.151-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.151&CDS=1-1950
1692	OG0001692	YHR085W	genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-2.115&CDS=1-870
1693	OG0001693	YHR086W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-0.24&CDS=1-1158
1694	OG0001694	YHR087W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-0.28&CDS=1-339
1695	OG0001695	YHR088W	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.137&CDS=1-888
1696	OG0001696	YHR089C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.263-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.263&CDS=1-570
1697	OG0001697	YHR090C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.87&CDS=1-807
1698	OG0001698	YHR098C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.86&CDS=1-2832
1699	OG0001699	YHR099W	augustus_masked-NODE_13_length_187598_cov_101.948_ID_5378-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_13_length_187598_cov_101.948_ID_5378-processed-gene-0.123&CDS=1-13197
1700	OG0001700	YHR100C	snap_masked-NODE_13_length_187598_cov_101.948_ID_5378-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_13_length_187598_cov_101.948_ID_5378-processed-gene-0.64&CDS=1-615
1701	OG0001701	YHR101C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.96&CDS=1-912
1702	OG0001702	YHR102W	genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.121-mRNA-1_1&gene=genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-8.121&CDS=1-4008
1703	OG0001703	YHR104W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.33&CDS=1-948
1704	OG0001704	YHR105W	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.134-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.134&CDS=1-453
1705	OG0001705	YHR107C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-1.33&CDS=1-1167
1706	OG0001706	YHR108W	maker-NODE_3_length_1269879_cov_49.5199_ID_3585-augustus-gene-2.3-mRNA-1_1&gene=maker-NODE_3_length_1269879_cov_49.5199_ID_3585-augustus-gene-2.3&CDS=1-1731
1707	OG0001707	YHR109W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.15-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.15&CDS=1-1452
1708	OG0001708	YHR110W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.92&CDS=1-642
1709	OG0001709	YHR111W	genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.31&CDS=1-1317
1710	OG0001710	YHR112C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.192-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.192&CDS=1-1122
1711	OG0001711	YHR113W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.95&CDS=1-1389
1712	OG0001712	YHR114W	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.75-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.75&CDS=1-1845
1713	OG0001713	YHR116W	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.122&CDS=1-342
1714	OG0001714	YHR120W	genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.44-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.44&CDS=1-5766
1715	OG0001715	YHR122W	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.100-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.100&CDS=1-648
1716	OG0001716	YHR128W	maker-NODE_2_length_1396679_cov_54.0106_ID_1870-augustus-gene-5.153-mRNA-1_1&gene=maker-NODE_2_length_1396679_cov_54.0106_ID_1870-augustus-gene-5.153&CDS=1-942
1717	OG0001717	YHR132C	augustus_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-3.88&CDS=1-1416
1718	OG0001718	YHR134W	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-3.113-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-3.113&CDS=1-765
1719	OG0001719	YHR137W	genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-5.78-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-5.78&CDS=1-1527
1720	OG0001720	YHR140W	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-3.138-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-3.138&CDS=1-717
1721	OG0001721	YHR142W	augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.109&CDS=1-2529
1722	OG0001722	YHR143W-A	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.88-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.88&CDS=1-219
1723	OG0001723	YHR144C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.89&CDS=1-981
1724	OG0001724	YHR147C	maker-NODE_7_length_799497_cov_58.68_ID_3495-augustus-gene-2.169-mRNA-1_1&gene=maker-NODE_7_length_799497_cov_58.68_ID_3495-augustus-gene-2.169&CDS=1-1353
1725	OG0001725	YHR148W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.29-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.29&CDS=1-549
1726	OG0001726	YHR151C	augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-5.34&CDS=1-1632
1727	OG0001727	YHR156C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.51&CDS=1-864
1728	OG0001728	YHR164C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.68-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.68&CDS=1-3963
1729	OG0001729	YHR165C	augustus_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.84&CDS=1-7227
1730	OG0001730	YHR166C	augustus_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.85&CDS=1-1803
