	OrthologID	Kluyveromyces_lactis	Saccharomyces_cerevisiae
1667	OG0001667	augustus_masked-CR382123-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-13.25&CDS=1-2349	YPR091C
1668	OG0001668	augustus_masked-CR382123-processed-gene-13.48-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-13.48&CDS=1-6861	YBR136W
1669	OG0001669	augustus_masked-CR382123-processed-gene-13.49-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-13.49&CDS=1-396	YBR135W
1670	OG0001670	augustus_masked-CR382123-processed-gene-13.26-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-13.26&CDS=1-2334	YBR133C
1671	OG0001671	augustus_masked-CR382123-processed-gene-13.50-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-13.50&CDS=1-2253	YPR089W
1672	OG0001672	genemark-CR382123-processed-gene-13.80-mRNA-1_1&gene=genemark-CR382123-processed-gene-13.80&CDS=1-1704	YBR132C
1673	OG0001673	augustus_masked-CR382123-processed-gene-13.28-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-13.28&CDS=1-1401	YPL235W
1674	OG0001674	augustus_masked-CR382123-processed-gene-13.51-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-13.51&CDS=1-495	YPL234C
1675	OG0001675	augustus_masked-CR382123-processed-gene-13.29-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-13.29&CDS=1-648	YPL233W
1676	OG0001676	augustus_masked-CR382123-processed-gene-13.30-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-13.30&CDS=1-858	YPL232W
1677	OG0001677	augustus_masked-CR382123-processed-gene-14.0-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.0&CDS=1-5679	YPL231W
1678	OG0001678	augustus_masked-CR382123-processed-gene-14.1-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.1&CDS=1-993	YMR182C
1679	OG0001679	augustus_masked-CR382123-processed-gene-14.3-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.3&CDS=1-1668	YPL228W
1680	OG0001680	snap_masked-CR382123-processed-gene-14.111-mRNA-1_1&gene=snap_masked-CR382123-processed-gene-14.111&CDS=1-945	YPL227C
1681	OG0001681	augustus_masked-CR382123-processed-gene-14.23-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.23&CDS=1-1890	YMR179W
1682	OG0001682	augustus_masked-CR382123-processed-gene-14.4-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.4&CDS=1-3549	YPL226W
1683	OG0001683	augustus_masked-CR382123-processed-gene-14.24-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.24&CDS=1-822	YMR178W
1684	OG0001684	augustus_masked-CR382123-processed-gene-14.5-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.5&CDS=1-435	YPL225W
1685	OG0001685	snap_masked-CR382123-processed-gene-14.114-mRNA-1_1&gene=snap_masked-CR382123-processed-gene-14.114&CDS=1-1536	YMR177W
1686	OG0001686	augustus_masked-CR382123-processed-gene-14.26-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.26&CDS=1-4362	YMR176W
1687	OG0001687	augustus_masked-CR382123-processed-gene-14.6-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.6&CDS=1-1407	YLR212C
1688	OG0001688	snap_masked-CR382123-processed-gene-14.117-mRNA-1_1&gene=snap_masked-CR382123-processed-gene-14.117&CDS=1-1452	YDL146W
1689	OG0001689	snap_masked-CR382123-processed-gene-14.94-mRNA-1_1&gene=snap_masked-CR382123-processed-gene-14.94&CDS=1-612	YLR211C
1690	OG0001690	augustus_masked-CR382123-processed-gene-14.29-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.29&CDS=1-1323	YDL147W
1691	OG0001691	augustus_masked-CR382123-processed-gene-14.8-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.8&CDS=1-2511	YDL148C
1692	OG0001692	augustus_masked-CR382123-processed-gene-14.30-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.30&CDS=1-2724	YDL149W
1693	OG0001693	augustus_masked-CR382123-processed-gene-14.31-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.31&CDS=1-1212	YDL150W
1694	OG0001694	augustus_masked-CR382123-processed-gene-14.9-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.9&CDS=1-1836	YDL153C
1695	OG0001695	maker-CR382123-snap-gene-14.133-mRNA-1_1&gene=maker-CR382123-snap-gene-14.133&CDS=1-4062	YDL154W
1696	OG0001696	augustus_masked-CR382123-processed-gene-14.12-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.12&CDS=1-723	YDR391C
1697	OG0001697	augustus_masked-CR382123-processed-gene-14.33-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.33&CDS=1-1536	YDL156W
1698	OG0001698	augustus_masked-CR382123-processed-gene-14.13-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.13&CDS=1-321	YDL157C
1699	OG0001699	genemark-CR382123-processed-gene-14.78-mRNA-1_1&gene=genemark-CR382123-processed-gene-14.78&CDS=1-1485	YDL159W
1700	OG0001700	augustus_masked-CR382123-processed-gene-14.14-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.14&CDS=1-1542	YDL160C
1701	OG0001701	augustus_masked-CR382123-processed-gene-14.15-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.15&CDS=1-918	YLR209C
1702	OG0001702	augustus_masked-CR382123-processed-gene-14.35-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.35&CDS=1-906	YLR208W
1703	OG0001703	augustus_masked-CR382123-processed-gene-14.36-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.36&CDS=1-2421	YLR207W
1704	OG0001704	snap_masked-CR382123-processed-gene-14.104-mRNA-1_1&gene=snap_masked-CR382123-processed-gene-14.104&CDS=1-237	YDL160C-A
1705	OG0001705	snap_masked-CR382123-processed-gene-14.128-mRNA-1_1&gene=snap_masked-CR382123-processed-gene-14.128&CDS=1-216	YDR320C-A
1706	OG0001706	augustus_masked-CR382123-processed-gene-14.17-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.17&CDS=1-2940	YHR073W
1707	OG0001707	snap_masked-CR382123-processed-gene-14.107-mRNA-1_1&gene=snap_masked-CR382123-processed-gene-14.107&CDS=1-1371	YML123C
1708	OG0001708	snap_masked-CR382123-processed-gene-14.108-mRNA-1_1&gene=snap_masked-CR382123-processed-gene-14.108&CDS=1-1338	YML085C
1709	OG0001709	augustus_masked-CR382123-processed-gene-14.20-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.20&CDS=1-1575	YML086C
1710	OG0001710	augustus_masked-CR382123-processed-gene-14.21-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.21&CDS=1-930	YML125C
1711	OG0001711	augustus_masked-CR382123-processed-gene-14.38-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.38&CDS=1-1698	YML088W
1712	OG0001712	augustus_masked-CR382123-processed-gene-14.39-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.39&CDS=1-1644	YPR162C
1713	OG0001713	augustus_masked-CR382123-processed-gene-14.40-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.40&CDS=1-1971	YGL023C
1714	OG0001714	augustus_masked-CR382123-processed-gene-14.41-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-14.41&CDS=1-1380	YGL184C
1715	OG0001715	augustus_masked-CR382123-processed-gene-15.74-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.74&CDS=1-1410	YER130C
1716	OG0001716	augustus_masked-CR382123-processed-gene-15.77-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.77&CDS=1-675	YGL183C
1717	OG0001717	augustus_masked-CR382123-processed-gene-15.75-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.75&CDS=1-1149	YGL181W
1718	OG0001718	augustus_masked-CR382123-processed-gene-15.76-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.76&CDS=1-2493	YGL180W
1719	OG0001719	augustus_masked-CR382123-processed-gene-15.78-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.78&CDS=1-2304	YLR309C
1720	OG0001720	augustus_masked-CR382123-processed-gene-15.97-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.97&CDS=1-966	YLR308W
1721	OG0001721	snap_masked-CR382123-processed-gene-15.7-mRNA-1_1&gene=snap_masked-CR382123-processed-gene-15.7&CDS=1-243	YLR307C-A
1722	OG0001722	augustus_masked-CR382123-processed-gene-15.98-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.98&CDS=1-552	YLR306W
1723	OG0001723	augustus_masked-CR382123-processed-gene-15.81-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.81&CDS=1-5694	YLR305C
1724	OG0001724	augustus_masked-CR382123-processed-gene-15.84-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.84&CDS=1-3357	YLL021W
1725	OG0001725	snap_masked-CR382123-processed-gene-15.26-mRNA-1_1&gene=snap_masked-CR382123-processed-gene-15.26&CDS=1-723	YLR312W-A
1726	OG0001726	augustus_masked-CR382123-processed-gene-15.85-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.85&CDS=1-1737	YGL171W
1727	OG0001727	maker-CR382123-augustus-gene-15.72-mRNA-1_1&gene=maker-CR382123-augustus-gene-15.72&CDS=1-2583	YHL016C
1728	OG0001728	augustus_masked-CR382123-processed-gene-15.101-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.101&CDS=1-2676	YPR019W
1729	OG0001729	augustus_masked-CR382123-processed-gene-15.87-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.87&CDS=1-2958	YLL031C
1730	OG0001730	augustus_masked-CR382123-processed-gene-15.102-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.102&CDS=1-1821	YDR091C
1731	OG0001731	augustus_masked-CR382123-processed-gene-15.88-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.88&CDS=1-4575	YER164W
1732	OG0001732	augustus_masked-CR382123-processed-gene-15.89-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.89&CDS=1-1776	YER165W
1733	OG0001733	augustus_masked-CR382123-processed-gene-15.90-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.90&CDS=1-477	YDR092W
1734	OG0001734	augustus_masked-CR382123-processed-gene-15.91-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.91&CDS=1-4728	YER166W
1735	OG0001735	snap_masked-CR382123-processed-gene-15.19-mRNA-1_1&gene=snap_masked-CR382123-processed-gene-15.19&CDS=1-2370	YER167W
1736	OG0001736	augustus_masked-CR382123-processed-gene-15.103-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.103&CDS=1-1467	YER168C
1737	OG0001737	augustus_masked-CR382123-processed-gene-15.93-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.93&CDS=1-2463	YER169W
1738	OG0001738	augustus_masked-CR382123-processed-gene-15.104-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.104&CDS=1-3582	YDR097C
1739	OG0001739	maker-CR382123-augustus-gene-15.71-mRNA-1_1&gene=maker-CR382123-augustus-gene-15.71&CDS=1-2979	YER171W
1740	OG0001740	augustus_masked-CR382123-processed-gene-15.95-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-15.95&CDS=1-1944	YER173W
1741	OG0001741	augustus_masked-CR382123-processed-gene-16.8-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.8&CDS=1-891	YER175C
1742	OG0001742	augustus_masked-CR382123-processed-gene-16.9-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.9&CDS=1-591	YGR016W
1743	OG0001743	snap_masked-CR382123-processed-gene-16.126-mRNA-1_1&gene=snap_masked-CR382123-processed-gene-16.126&CDS=1-918	YGR015C
1744	OG0001744	augustus_masked-CR382123-processed-gene-16.11-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.11&CDS=1-2697	YGR012W
1745	OG0001745	maker-CR382123-augustus-gene-16.4-mRNA-1_1&gene=maker-CR382123-augustus-gene-16.4&CDS=1-1575	YGR007W
1746	OG0001746	augustus_masked-CR382123-processed-gene-16.39-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.39&CDS=1-456	YGR006W
1747	OG0001747	augustus_masked-CR382123-processed-gene-16.13-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.13&CDS=1-1383	YGR005C
1748	OG0001748	augustus_masked-CR382123-processed-gene-16.40-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.40&CDS=1-1578	YLR324W
1749	OG0001749	augustus_masked-CR382123-processed-gene-16.14-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.14&CDS=1-687	YLR323C
1750	OG0001750	augustus_masked-CR382123-processed-gene-16.41-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.41&CDS=1-2187	YGR003W
1751	OG0001751	augustus_masked-CR382123-processed-gene-16.15-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.15&CDS=1-1491	YGR002C
1752	OG0001752	augustus_masked-CR382123-processed-gene-16.42-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.42&CDS=1-4356	YLR320W
1753	OG0001753	augustus_masked-CR382123-processed-gene-16.16-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.16&CDS=1-2091	YLR319C
1754	OG0001754	snap_masked-CR382123-processed-gene-16.168-mRNA-1_1&gene=snap_masked-CR382123-processed-gene-16.168&CDS=1-1407	YLR318W
1755	OG0001755	augustus_masked-CR382123-processed-gene-16.17-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.17&CDS=1-984	YLR316C
1756	OG0001756	augustus_masked-CR382123-processed-gene-16.44-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.44&CDS=1-1326	YLR321C
1757	OG0001757	augustus_masked-CR382123-processed-gene-16.18-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.18&CDS=1-621	YAL003W
1758	OG0001758	augustus_masked-CR382123-processed-gene-16.19-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.19&CDS=1-3594	YAL002W
1759	OG0001759	augustus_masked-CR382123-processed-gene-16.45-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.45&CDS=1-1053	YGL001C
1760	OG0001760	genemark-CR382123-processed-gene-16.75-mRNA-1_1&gene=genemark-CR382123-processed-gene-16.75&CDS=1-396	YNR046W
1761	OG0001761	augustus_masked-CR382123-processed-gene-16.20-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.20&CDS=1-2322	YNR047W
1762	OG0001762	augustus_masked-CR382123-processed-gene-16.46-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.46&CDS=1-3087	YCR092C
1763	OG0001763	genemark-CR382123-processed-gene-16.77-mRNA-1_1&gene=genemark-CR382123-processed-gene-16.77&CDS=1-7551	YCR093W
1764	OG0001764	augustus_masked-CR382123-processed-gene-16.23-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.23&CDS=1-684	YDR177W
1765	OG0001765	augustus_masked-CR382123-processed-gene-16.47-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.47&CDS=1-1650	YLL055W
1766	OG0001766	maker-CR382123-augustus-gene-16.5-mRNA-1_1&gene=maker-CR382123-augustus-gene-16.5&CDS=1-1986	YNR050C
1767	OG0001767	augustus_masked-CR382123-processed-gene-16.50-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.50&CDS=1-1023	YCR095C
1768	OG0001768	augustus_masked-CR382123-processed-gene-16.51-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.51&CDS=1-1479	YNR051C
1769	OG0001769	augustus_masked-CR382123-processed-gene-16.52-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.52&CDS=1-1341	YNR052C
1770	OG0001770	maker-CR382123-augustus-gene-16.6-mRNA-1_1&gene=maker-CR382123-augustus-gene-16.6&CDS=1-2508	YNR053C
1771	OG0001771	augustus_masked-CR382123-processed-gene-16.24-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.24&CDS=1-1050	YMR315W
1772	OG0001772	genemark-CR382123-processed-gene-16.85-mRNA-1_1&gene=genemark-CR382123-processed-gene-16.85&CDS=1-1632	YNR063W
1773	OG0001773	genemark-CR382123-processed-gene-16.86-mRNA-1_1&gene=genemark-CR382123-processed-gene-16.86&CDS=1-1380	YNR062C
1774	OG0001774	augustus_masked-CR382123-processed-gene-16.62-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.62&CDS=1-945	YKL216W
1775	OG0001775	augustus_masked-CR382123-processed-gene-16.63-mRNA-1_1&gene=augustus_masked-CR382123-processed-gene-16.63&CDS=1-1146	YGL256W
1776	OG0001776	snap_masked-CR382124-processed-gene-0.70-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-0.70&CDS=1-732	YJL210W
1777	OG0001777	augustus_masked-CR382124-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-0.55&CDS=1-996	YJL208C
1778	OG0001778	augustus_masked-CR382124-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-0.41&CDS=1-1785	YOR386W
1779	OG0001779	augustus_masked-CR382124-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-0.58&CDS=1-960	YPL266W
1780	OG0001780	snap_masked-CR382124-processed-gene-0.92-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-0.92&CDS=1-687	YPL267W
1781	OG0001781	augustus_masked-CR382124-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-0.60&CDS=1-2928	YPL268W
1782	OG0001782	snap_masked-CR382124-processed-gene-0.94-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-0.94&CDS=1-1704	YPL269W
1783	OG0001783	augustus_masked-CR382124-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-0.46&CDS=1-3060	YEL055C
1784	OG0001784	augustus_masked-CR382124-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-0.63&CDS=1-1224	YEL056W
1785	OG0001785	augustus_masked-CR382124-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-0.64&CDS=1-1920	YPL263C
1786	OG0001786	augustus_masked-CR382124-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-0.65&CDS=1-1623	YEL058W
1787	OG0001787	snap_masked-CR382124-processed-gene-0.77-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-0.77&CDS=1-261	YEL059C-A
1788	OG0001788	augustus_masked-CR382124-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-0.47&CDS=1-1476	YPL262W
1789	OG0001789	augustus_masked-CR382124-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-0.48&CDS=1-1683	YEL060C
1790	OG0001790	augustus_masked-CR382124-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.0&CDS=1-804	YOR004W
1791	OG0001791	augustus_masked-CR382124-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.1&CDS=1-2895	YEL061C
1792	OG0001792	augustus_masked-CR382124-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.2&CDS=1-1980	YEL062W
1793	OG0001793	augustus_masked-CR382124-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.3&CDS=1-2721	YOR005C
1794	OG0001794	augustus_masked-CR382124-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.22&CDS=1-942	YOR006C
1795	OG0001795	augustus_masked-CR382124-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.4&CDS=1-3114	YML002W
1796	OG0001796	augustus_masked-CR382124-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.23&CDS=1-1005	YOR007C
1797	OG0001797	augustus_masked-CR382124-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.24&CDS=1-1698	YOR002W
1798	OG0001798	augustus_masked-CR382124-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.5&CDS=1-621	YML001W
1799	OG0001799	snap_masked-CR382124-processed-gene-1.106-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-1.106&CDS=1-1035	YOL001W
1800	OG0001800	augustus_masked-CR382124-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.7&CDS=1-2232	YOR001W
1801	OG0001801	snap_masked-CR382124-processed-gene-1.109-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-1.109&CDS=1-1467	YMR283C
1802	OG0001802	augustus_masked-CR382124-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.9&CDS=1-1554	YMR282C
1803	OG0001803	augustus_masked-CR382124-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.26&CDS=1-660	YMR281W
1804	OG0001804	augustus_masked-CR382124-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.10&CDS=1-4335	YMR280C
1805	OG0001805	augustus_masked-CR382124-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.11&CDS=1-3453	YML117W
1806	OG0001806	augustus_masked-CR382124-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.27&CDS=1-1503	YML115C
1807	OG0001807	augustus_masked-CR382124-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.28&CDS=1-993	YPL273W
1808	OG0001808	augustus_masked-CR382124-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.29&CDS=1-1821	YMR278W
1809	OG0001809	augustus_masked-CR382124-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.30&CDS=1-2157	YMR277W
1810	OG0001810	augustus_masked-CR382124-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.31&CDS=1-1686	YML114C
1811	OG0001811	augustus_masked-CR382124-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.32&CDS=1-1143	YMR272C
1812	OG0001812	augustus_masked-CR382124-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.33&CDS=1-336	YML108W
1813	OG0001813	snap_masked-CR382124-processed-gene-1.133-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-1.133&CDS=1-2832	YML109W
1814	OG0001814	snap_masked-CR382124-processed-gene-1.134-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-1.134&CDS=1-999	YMR274C
1815	OG0001815	augustus_masked-CR382124-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.13&CDS=1-912	YML110C
1816	OG0001816	augustus_masked-CR382124-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.37&CDS=1-1068	YML112W
1817	OG0001817	genemark-CR382124-processed-gene-1.66-mRNA-1_1&gene=genemark-CR382124-processed-gene-1.66&CDS=1-1113	YMR276W
1818	OG0001818	augustus_masked-CR382124-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.15&CDS=1-678	YML106W
1819	OG0001819	augustus_masked-CR382124-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.40&CDS=1-810	YML105C
1820	OG0001820	augustus_masked-CR382124-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.16&CDS=1-1236	YMR270C
1821	OG0001821	snap_masked-CR382124-processed-gene-1.140-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-1.140&CDS=1-3384	YML104C
1822	OG0001822	snap_masked-CR382124-processed-gene-1.141-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-1.141&CDS=1-546	YMR269W
1823	OG0001823	augustus_masked-CR382124-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.42&CDS=1-1668	YGR009C
1824	OG0001824	augustus_masked-CR382124-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.43&CDS=1-735	YPR016C
1825	OG0001825	augustus_masked-CR382124-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.19&CDS=1-1806	YPR018W
1826	OG0001826	snap_masked-CR382124-processed-gene-1.120-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-1.120&CDS=1-894	YOL048C
1827	OG0001827	augustus_masked-CR382124-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.44&CDS=1-1686	YDR062W
1828	OG0001828	augustus_masked-CR382124-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.45&CDS=1-1563	YDR061W
1829	OG0001829	augustus_masked-CR382124-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-1.21&CDS=1-537	YDR090C
1830	OG0001830	snap_masked-CR382124-processed-gene-1.146-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-1.146&CDS=1-684	YKR020W
1831	OG0001831	augustus_masked-CR382124-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-2.49&CDS=1-1914	YJL083W
1832	OG0001832	augustus_masked-CR382124-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-2.52&CDS=1-1560	YJL081C
1833	OG0001833	augustus_masked-CR382124-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-2.53&CDS=1-1605	YKR016W
1834	OG0001834	augustus_masked-CR382124-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-2.54&CDS=1-621	YKR014C
1835	OG0001835	augustus_masked-CR382124-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-2.68&CDS=1-3615	YJL080C
1836	OG0001836	augustus_masked-CR382124-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-2.70&CDS=1-681	YOR289W
1837	OG0001837	augustus_masked-CR382124-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-2.55&CDS=1-984	YOR288C
1838	OG0001838	augustus_masked-CR382124-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-2.56&CDS=1-465	YOR150W
1839	OG0001839	augustus_masked-CR382124-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-2.71&CDS=1-2121	YLR429W
1840	OG0001840	augustus_masked-CR382124-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-2.72&CDS=1-1857	YLR427W
1841	OG0001841	augustus_masked-CR382124-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-2.57&CDS=1-507	YML055W
1842	OG0001842	augustus_masked-CR382124-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-2.73&CDS=1-4761	YLR425W
1843	OG0001843	augustus_masked-CR382124-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-2.74&CDS=1-2397	YML054C
