	OrthologID	Brettanomyces_anomalus	Saccharomyces_cerevisiae
1311	OG0001311	augustus_masked-LCTY01000003.1-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-1.118&CDS=1-4446	YGL131C
1312	OG0001312	augustus_masked-LCTY01000003.1-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-1.135&CDS=1-738	YPL213W
1313	OG0001313	augustus_masked-LCTY01000003.1-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-1.136&CDS=1-999	YPL215W
1314	OG0001314	augustus_masked-LCTY01000003.1-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-1.137&CDS=1-1590	YDR168W
1315	OG0001315	augustus_masked-LCTY01000003.1-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-1.119&CDS=1-882	YOL067C
1316	OG0001316	augustus_masked-LCTY01000003.1-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-1.120&CDS=1-1797	YHR196W
1317	OG0001317	augustus_masked-LCTY01000003.1-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-1.139&CDS=1-1068	YNL289W
1318	OG0001318	augustus_masked-LCTY01000003.1-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-1.141&CDS=1-1218	YLR418C
1319	OG0001319	augustus_masked-LCTY01000003.1-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-1.123&CDS=1-3063	YDL149W
1320	OG0001320	augustus_masked-LCTY01000003.1-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-1.142&CDS=1-2496	YDL148C
1321	OG0001321	augustus_masked-LCTY01000003.1-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-1.124&CDS=1-1338	YER061C
1322	OG0001322	augustus_masked-LCTY01000003.1-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-1.143&CDS=1-882	YIL049W
1323	OG0001323	augustus_masked-LCTY01000003.1-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.53&CDS=1-2076	YPR155C
1324	OG0001324	augustus_masked-LCTY01000003.1-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.51&CDS=1-1464	YNR012W
1325	OG0001325	snap_masked-LCTY01000003.1-processed-gene-2.97-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-2.97&CDS=1-2868	YNR013C
1326	OG0001326	augustus_masked-LCTY01000003.1-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.52&CDS=1-2943	YNR011C
1327	OG0001327	augustus_masked-LCTY01000003.1-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.55&CDS=1-2859	YMR205C
1328	OG0001328	augustus_masked-LCTY01000003.1-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.56&CDS=1-651	YMR202W
1329	OG0001329	augustus_masked-LCTY01000003.1-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.57&CDS=1-669	YOR125C
1330	OG0001330	augustus_masked-LCTY01000003.1-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.76&CDS=1-582	YDR373W
1331	OG0001331	augustus_masked-LCTY01000003.1-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.77&CDS=1-1938	YKL175W
1332	OG0001332	augustus_masked-LCTY01000003.1-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.59&CDS=1-3840	YKL209C
1333	OG0001333	augustus_masked-LCTY01000003.1-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.78&CDS=1-3051	YKL210W
1334	OG0001334	augustus_masked-LCTY01000003.1-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.60&CDS=1-435	YFR011C
1335	OG0001335	genemark-LCTY01000003.1-processed-gene-2.36-mRNA-1_1&gene=genemark-LCTY01000003.1-processed-gene-2.36&CDS=1-2787	YFR010W
1336	OG0001336	augustus_masked-LCTY01000003.1-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.62&CDS=1-1350	YAL022C
1337	OG0001337	augustus_masked-LCTY01000003.1-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.63&CDS=1-639	YPR067W
1338	OG0001338	augustus_masked-LCTY01000003.1-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.66&CDS=1-1191	YPL060W
1339	OG0001339	augustus_masked-LCTY01000003.1-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.83&CDS=1-1500	YPR161C
1340	OG0001340	genemark-LCTY01000003.1-processed-gene-2.41-mRNA-1_1&gene=genemark-LCTY01000003.1-processed-gene-2.41&CDS=1-534	YOL071W
1341	OG0001341	augustus_masked-LCTY01000003.1-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.68&CDS=1-666	YOR202W
1342	OG0001342	augustus_masked-LCTY01000003.1-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.69&CDS=1-1269	YPL112C
1343	OG0001343	augustus_masked-LCTY01000003.1-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.86&CDS=1-1791	YLR324W
1344	OG0001344	augustus_masked-LCTY01000003.1-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.87&CDS=1-1395	YGR005C
1345	OG0001345	augustus_masked-LCTY01000003.1-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.70&CDS=1-1233	YGR006W
1346	OG0001346	augustus_masked-LCTY01000003.1-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.71&CDS=1-957	YFL031W
1347	OG0001347	snap_masked-LCTY01000003.1-processed-gene-2.134-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-2.134&CDS=1-234	YLR325C
1348	OG0001348	snap_masked-LCTY01000003.1-processed-gene-2.116-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-2.116&CDS=1-675	YLR323C
1349	OG0001349	augustus_masked-LCTY01000003.1-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.91&CDS=1-3252	YBL008W
1350	OG0001350	augustus_masked-LCTY01000003.1-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-2.92&CDS=1-1431	YGL202W
1351	OG0001351	genemark-LCTY01000003.1-processed-gene-3.7-mRNA-1_1&gene=genemark-LCTY01000003.1-processed-gene-3.7&CDS=1-1467	YAL038W
1352	OG0001352	augustus_masked-LCTY01000003.1-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-3.46&CDS=1-930	YBR037C
1353	OG0001353	augustus_masked-LCTY01000003.1-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-3.67&CDS=1-1101	YNL286W
1354	OG0001354	augustus_masked-LCTY01000003.1-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-3.71&CDS=1-1017	YGR080W
1355	OG0001355	maker-LCTY01000003.1-snap-gene-3.0-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-3.0&CDS=1-3555	YAL044C
1356	OG0001356	snap_masked-LCTY01000003.1-processed-gene-3.112-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-3.112&CDS=1-402	YAL044W-A
1357	OG0001357	maker-LCTY01000003.1-snap-gene-3.1-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-3.1&CDS=1-3162	YGL116W
1358	OG0001358	maker-LCTY01000003.1-snap-gene-3.2-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-3.2&CDS=1-1542	YNL288W
1359	OG0001359	augustus_masked-LCTY01000003.1-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-3.58&CDS=1-2904	YNL287W
1360	OG0001360	augustus_masked-LCTY01000003.1-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-3.74&CDS=1-297	YLL009C
1361	OG0001361	augustus_masked-LCTY01000003.1-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-3.59&CDS=1-903	YPL162C
1362	OG0001362	augustus_masked-LCTY01000003.1-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-3.60&CDS=1-1779	YDR481C
1363	OG0001363	augustus_masked-LCTY01000003.1-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-3.62&CDS=1-222	YML129C
1364	OG0001364	snap_masked-LCTY01000003.1-processed-gene-3.101-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-3.101&CDS=1-2940	YKL092C
1365	OG0001365	augustus_masked-LCTY01000003.1-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-3.76&CDS=1-912	YMR079W
1366	OG0001366	maker-LCTY01000003.1-snap-gene-3.4-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-3.4&CDS=1-1989	YLR163C
1367	OG0001367	augustus_masked-LCTY01000003.1-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-3.65&CDS=1-894	YJR007W
1368	OG0001368	augustus_masked-LCTY01000003.1-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-3.66&CDS=1-3393	YDR291W
1369	OG0001369	augustus_masked-LCTY01000003.1-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-3.79&CDS=1-2070	YJR005W
1370	OG0001370	snap_masked-LCTY01000003.1-processed-gene-4.42-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-4.42&CDS=1-1254	YBR293W
1371	OG0001371	augustus_masked-LCTY01000003.1-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.102&CDS=1-1620	YIL166C
1372	OG0001372	augustus_masked-LCTY01000003.1-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.85&CDS=1-546	YJL024C
1373	OG0001373	augustus_masked-LCTY01000003.1-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.103&CDS=1-2361	YGL203C
1374	OG0001374	augustus_masked-LCTY01000003.1-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.104&CDS=1-594	YJR074W
1375	OG0001375	augustus_masked-LCTY01000003.1-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.107&CDS=1-1011	YBR046C
1376	OG0001376	augustus_masked-LCTY01000003.1-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.91&CDS=1-1338	YDR057W
1377	OG0001377	augustus_masked-LCTY01000003.1-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.108&CDS=1-1716	YLR033W
1378	OG0001378	augustus_masked-LCTY01000003.1-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.109&CDS=1-3669	YMR128W
1379	OG0001379	augustus_masked-LCTY01000003.1-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.92&CDS=1-1083	YMR127C
1380	OG0001380	augustus_masked-LCTY01000003.1-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.111&CDS=1-3402	YLR032W
1381	OG0001381	augustus_masked-LCTY01000003.1-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.112&CDS=1-1551	YOR355W
1382	OG0001382	augustus_masked-LCTY01000003.1-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.113&CDS=1-1443	YOR274W
1383	OG0001383	augustus_masked-LCTY01000003.1-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.94&CDS=1-1872	YPL030W
1384	OG0001384	augustus_masked-LCTY01000003.1-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.114&CDS=1-2331	YPL043W
1385	OG0001385	augustus_masked-LCTY01000003.1-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.95&CDS=1-1398	YDR254W
1386	OG0001386	augustus_masked-LCTY01000003.1-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.115&CDS=1-2532	YPL045W
1387	OG0001387	augustus_masked-LCTY01000003.1-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.96&CDS=1-309	YPL046C
1388	OG0001388	augustus_masked-LCTY01000003.1-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.116&CDS=1-2553	YPL084W
1389	OG0001389	augustus_masked-LCTY01000003.1-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.97&CDS=1-1152	YDR255C
1390	OG0001390	augustus_masked-LCTY01000003.1-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.100&CDS=1-1134	YML008C
1391	OG0001391	augustus_masked-LCTY01000003.1-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.117&CDS=1-999	YLR220W
1392	OG0001392	augustus_masked-LCTY01000003.1-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.101&CDS=1-582	YOR052C
1393	OG0001393	augustus_masked-LCTY01000003.1-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-4.118&CDS=1-1218	YKR070W
1394	OG0001394	augustus_masked-LCTY01000003.1-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-5.0&CDS=1-2472	YDR258C
1395	OG0001395	augustus_masked-LCTY01000003.1-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-5.3&CDS=1-771	YNL265C
1396	OG0001396	augustus_masked-LCTY01000003.1-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-5.4&CDS=1-1545	YJL091C
1397	OG0001397	maker-LCTY01000003.1-snap-gene-5.76-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-5.76&CDS=1-7320	YDR283C
1398	OG0001398	snap_masked-LCTY01000003.1-processed-gene-5.56-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-5.56&CDS=1-1830	YPR045C
1399	OG0001399	augustus_masked-LCTY01000003.1-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-5.19&CDS=1-1959	YHL010C
1400	OG0001400	augustus_masked-LCTY01000003.1-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-5.21&CDS=1-5223	YMR229C
1401	OG0001401	genemark-LCTY01000003.1-processed-gene-5.90-mRNA-1_1&gene=genemark-LCTY01000003.1-processed-gene-5.90&CDS=1-2721	YKR079C
1402	OG0001402	augustus_masked-LCTY01000003.1-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-5.22&CDS=1-1203	YDR124W
1403	OG0001403	augustus_masked-LCTY01000003.1-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-5.7&CDS=1-1191	YLR097C
1404	OG0001404	augustus_masked-LCTY01000003.1-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-5.25&CDS=1-1209	YDR083W
1405	OG0001405	genemark-LCTY01000003.1-processed-gene-5.110-mRNA-1_1&gene=genemark-LCTY01000003.1-processed-gene-5.110&CDS=1-1563	YKL043W
1406	OG0001406	maker-LCTY01000003.1-snap-gene-5.77-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-5.77&CDS=1-2364	YDL167C
1407	OG0001407	augustus_masked-LCTY01000003.1-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-5.27&CDS=1-1425	YLR195C
1408	OG0001408	augustus_masked-LCTY01000003.1-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-5.12&CDS=1-1776	YLR196W
1409	OG0001409	maker-LCTY01000003.1-augustus-gene-5.73-mRNA-1_1&gene=maker-LCTY01000003.1-augustus-gene-5.73&CDS=1-6099	YDL171C
1410	OG0001410	augustus_masked-LCTY01000003.1-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-5.15&CDS=1-1710	YHR004C
1411	OG0001411	maker-LCTY01000003.1-snap-gene-5.82-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-5.82&CDS=1-3966	YJR126C
1412	OG0001412	augustus_masked-LCTY01000003.1-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-5.16&CDS=1-1671	YMR067C
1413	OG0001413	snap_masked-LCTY01000003.1-processed-gene-5.70-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-5.70&CDS=1-1320	YDR153C
1414	OG0001414	augustus_masked-LCTY01000003.1-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.98&CDS=1-2505	YLR141W
1415	OG0001415	augustus_masked-LCTY01000003.1-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.101&CDS=1-759	YDR152W
1416	OG0001416	augustus_masked-LCTY01000003.1-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.99&CDS=1-1209	YDR161W
1417	OG0001417	maker-LCTY01000003.1-snap-gene-6.48-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-6.48&CDS=1-729	YDR162C
1418	OG0001418	augustus_masked-LCTY01000003.1-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.103&CDS=1-1407	YLR142W
1419	OG0001419	genemark-LCTY01000003.1-processed-gene-6.7-mRNA-1_1&gene=genemark-LCTY01000003.1-processed-gene-6.7&CDS=1-1821	YLR143W
1420	OG0001420	augustus_masked-LCTY01000003.1-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.123&CDS=1-1305	YDR165W
1421	OG0001421	augustus_masked-LCTY01000003.1-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.124&CDS=1-798	YLR145W
1422	OG0001422	maker-LCTY01000003.1-augustus-gene-6.44-mRNA-1_1&gene=maker-LCTY01000003.1-augustus-gene-6.44&CDS=1-609	YER134C
1423	OG0001423	augustus_masked-LCTY01000003.1-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.114&CDS=1-1194	YKL080W
1424	OG0001424	augustus_masked-LCTY01000003.1-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.127&CDS=1-3867	YLL021W
1425	OG0001425	augustus_masked-LCTY01000003.1-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.128&CDS=1-705	YLR312W-A
1426	OG0001426	augustus_masked-LCTY01000003.1-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.115&CDS=1-1716	YGL171W
1427	OG0001427	maker-LCTY01000003.1-augustus-gene-6.45-mRNA-1_1&gene=maker-LCTY01000003.1-augustus-gene-6.45&CDS=1-411	YPR020W
1428	OG0001428	augustus_masked-LCTY01000003.1-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.130&CDS=1-2853	YPR019W
1429	OG0001429	augustus_masked-LCTY01000003.1-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.131&CDS=1-1995	YPR018W
1430	OG0001430	augustus_masked-LCTY01000003.1-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.117&CDS=1-3639	YDR216W
1431	OG0001431	snap_masked-LCTY01000003.1-processed-gene-6.74-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-6.74&CDS=1-663	YGR147C
1432	OG0001432	augustus_masked-LCTY01000003.1-processed-gene-6.132-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.132&CDS=1-1332	YKL027W
1433	OG0001433	augustus_masked-LCTY01000003.1-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.119&CDS=1-3747	YDR407C
1434	OG0001434	maker-LCTY01000003.1-snap-gene-6.47-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-6.47&CDS=1-5244	YBL104C
1435	OG0001435	maker-LCTY01000003.1-augustus-gene-6.46-mRNA-1_1&gene=maker-LCTY01000003.1-augustus-gene-6.46&CDS=1-378	YDR529C
1436	OG0001436	augustus_masked-LCTY01000003.1-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.121&CDS=1-3792	YBR121C
1437	OG0001437	augustus_masked-LCTY01000003.1-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.134&CDS=1-1893	YKL089W
1438	OG0001438	augustus_masked-LCTY01000003.1-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-6.135&CDS=1-750	YKL009W
1439	OG0001439	augustus_masked-LCTY01000003.1-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-7.40&CDS=1-5037	YKL010C
1440	OG0001440	augustus_masked-LCTY01000003.1-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-7.41&CDS=1-4428	YNL088W
1441	OG0001441	augustus_masked-LCTY01000003.1-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-7.59&CDS=1-1008	YIL134W
1442	OG0001442	augustus_masked-LCTY01000003.1-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-7.61&CDS=1-2022	YLR153C
1443	OG0001443	augustus_masked-LCTY01000003.1-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-7.48&CDS=1-945	YBR085W
1444	OG0001444	augustus_masked-LCTY01000003.1-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-7.50&CDS=1-720	YOR095C
1445	OG0001445	augustus_masked-LCTY01000003.1-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-7.66&CDS=1-1704	YDL020C
1446	OG0001446	augustus_masked-LCTY01000003.1-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-7.52&CDS=1-2097	YDR172W
1447	OG0001447	augustus_masked-LCTY01000003.1-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-7.68&CDS=1-1020	YOR042W
1448	OG0001448	snap_masked-LCTY01000003.1-processed-gene-7.93-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-7.93&CDS=1-738	YGR195W
1449	OG0001449	snap_masked-LCTY01000003.1-processed-gene-7.107-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-7.107&CDS=1-567	YKR068C
1450	OG0001450	augustus_masked-LCTY01000003.1-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-7.73&CDS=1-1608	YBR236C
1451	OG0001451	augustus_masked-LCTY01000003.1-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-7.57&CDS=1-1290	YPL181W
1452	OG0001452	augustus_masked-LCTY01000003.1-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-7.74&CDS=1-1836	YGL095C
1453	OG0001453	maker-LCTY01000003.1-snap-gene-8.44-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-8.44&CDS=1-6405	YGL094C
1454	OG0001454	snap_masked-LCTY01000003.1-processed-gene-8.45-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-8.45&CDS=1-195	YPL183W-A
1455	OG0001455	augustus_masked-LCTY01000003.1-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.89&CDS=1-1566	YNL317W
1456	OG0001456	augustus_masked-LCTY01000003.1-processed-gene-8.92-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.92&CDS=1-1449	YOL136C
1457	OG0001457	maker-LCTY01000003.1-augustus-gene-8.41-mRNA-1_1&gene=maker-LCTY01000003.1-augustus-gene-8.41&CDS=1-1221	YHL022C
1458	OG0001458	snap_masked-LCTY01000003.1-processed-gene-8.51-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-8.51&CDS=1-762	YNL282W
1459	OG0001459	augustus_masked-LCTY01000003.1-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.114&CDS=1-2232	YOL095C
1460	OG0001460	genemark-LCTY01000003.1-processed-gene-8.5-mRNA-1_1&gene=genemark-LCTY01000003.1-processed-gene-8.5&CDS=1-1074	YPL031C
1461	OG0001461	augustus_masked-LCTY01000003.1-processed-gene-8.116-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.116&CDS=1-621	YPL067C
1462	OG0001462	augustus_masked-LCTY01000003.1-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.96&CDS=1-4389	YBR235W
1463	OG0001463	augustus_masked-LCTY01000003.1-processed-gene-8.118-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.118&CDS=1-933	YDL230W
1464	OG0001464	augustus_masked-LCTY01000003.1-processed-gene-8.99-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.99&CDS=1-525	YKL117W
1465	OG0001465	augustus_masked-LCTY01000003.1-processed-gene-8.120-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.120&CDS=1-1947	YFL041W
1466	OG0001466	augustus_masked-LCTY01000003.1-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.121&CDS=1-1281	YNL207W
1467	OG0001467	augustus_masked-LCTY01000003.1-processed-gene-8.122-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.122&CDS=1-1845	YNL209W
