	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034901_Ogataea_methylivora
2042	OG0002042	YIR023W	genemark-flattened_line_14-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.16&CDS=1-2925
2043	OG0002043	YIR026C	genemark-flattened_line_56-processed-gene-0.173-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.173&CDS=1-1077
2044	OG0002044	YIR027C	genemark-flattened_line_18-processed-gene-1.210-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.210&CDS=1-1698
2045	OG0002045	YIR029W	augustus_masked-flattened_line_66-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.161&CDS=1-1941
2046	OG0002046	YIR030C	genemark-flattened_line_12-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.66&CDS=1-774
2047	OG0002047	YIR034C	genemark-flattened_line_22-processed-gene-1.131-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.131&CDS=1-1104
2048	OG0002048	YIR035C	genemark-flattened_line_12-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.105&CDS=1-756
2049	OG0002049	YJL001W	genemark-flattened_line_10-processed-gene-1.77-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.77&CDS=1-651
2050	OG0002050	YJL002C	genemark-flattened_line_10-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.79&CDS=1-1425
2051	OG0002051	YJL003W	maker-flattened_line_46-snap-gene-0.10-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-0.10&CDS=1-792
2052	OG0002052	YJL004C	genemark-flattened_line_102-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.43&CDS=1-603
2053	OG0002053	YJL005W	genemark-flattened_line_112-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.53&CDS=1-5709
2054	OG0002054	YJL006C	genemark-flattened_line_6-processed-gene-2.115-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.115&CDS=1-1029
2055	OG0002055	YJL008C	genemark-flattened_line_4-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.5&CDS=1-1665
2056	OG0002056	YJL010C	genemark-flattened_line_100-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.33&CDS=1-2034
2057	OG0002057	YJL011C	genemark-flattened_line_96-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.84&CDS=1-714
2058	OG0002058	YJL012C	genemark-flattened_line_62-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.59&CDS=1-2124
2059	OG0002059	YJL014W	genemark-flattened_line_100-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.52&CDS=1-1581
2060	OG0002060	YJL020C	genemark-flattened_line_80-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.137&CDS=1-3042
2061	OG0002061	YJL024C	augustus_masked-flattened_line_80-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.3&CDS=1-591
2062	OG0002062	YJL025W	augustus_masked-flattened_line_36-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.153&CDS=1-1473
2063	OG0002063	YJL026W	genemark-flattened_line_34-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.104&CDS=1-1224
2064	OG0002064	YJL029C	genemark-flattened_line_4-processed-gene-2.6-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.6&CDS=1-2853
2065	OG0002065	YJL030W	genemark-flattened_line_6-processed-gene-2.116-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.116&CDS=1-660
2066	OG0002066	YJL031C	augustus_masked-flattened_line_6-processed-gene-2.270-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.270&CDS=1-1047
2067	OG0002067	YJL033W	genemark-flattened_line_14-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.28&CDS=1-2370
2068	OG0002068	YJL034W	genemark-flattened_line_102-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.51&CDS=1-2019
2069	OG0002069	YJL035C	genemark-flattened_line_8-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.58&CDS=1-729
2070	OG0002070	YJL036W	genemark-flattened_line_8-processed-gene-1.89-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.89&CDS=1-1767
2071	OG0002071	YJL039C	genemark-flattened_line_62-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.63&CDS=1-5250
2072	OG0002072	YJL041W	genemark-flattened_line_44-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.58&CDS=1-1791
2073	OG0002073	YJL042W	genemark-flattened_line_44-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.18&CDS=1-4104
2074	OG0002074	YJL049W	augustus_masked-flattened_line_108-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.17&CDS=1-1356
2075	OG0002075	YJL050W	genemark-flattened_line_108-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.43&CDS=1-3189
2076	OG0002076	YJL053W	genemark-flattened_line_12-processed-gene-1.69-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.69&CDS=1-903
2077	OG0002077	YJL055W	genemark-flattened_line_2-processed-gene-1.77-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.77&CDS=1-681
2078	OG0002078	YJL056C	snap_masked-flattened_line_78-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.186&CDS=1-1338
2079	OG0002079	YJL057C	genemark-flattened_line_32-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.127&CDS=1-1866
2080	OG0002080	YJL059W	genemark-flattened_line_36-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.98&CDS=1-1242
2081	OG0002081	YJL060W	snap_masked-flattened_line_76-processed-gene-0.198-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.198&CDS=1-1884
2082	OG0002082	YJL062W	genemark-flattened_line_62-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.15&CDS=1-2601
2083	OG0002083	YJL062W-A	genemark-flattened_line_58-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.101&CDS=1-285
2084	OG0002084	YJL063C	genemark-flattened_line_6-processed-gene-2.149-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.149&CDS=1-663
2085	OG0002085	YJL066C	genemark-flattened_line_26-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.58&CDS=1-1095
2086	OG0002086	YJL068C	genemark-flattened_line_54-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.137&CDS=1-882
2087	OG0002087	YJL069C	genemark-flattened_line_58-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.140&CDS=1-1779
2088	OG0002088	YJL072C	genemark-flattened_line_40-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.119&CDS=1-2466
2089	OG0002089	YJL074C	maker-flattened_line_126-snap-gene-0.25-mRNA-1_1&gene=maker-flattened_line_126-snap-gene-0.25&CDS=1-4845
2090	OG0002090	YJL081C	genemark-flattened_line_24-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.81&CDS=1-1410
2091	OG0002091	YJL085W	genemark-flattened_line_36-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.108&CDS=1-1839
2092	OG0002092	YJL087C	genemark-flattened_line_36-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.117&CDS=1-2487
2093	OG0002093	YJL088W	genemark-flattened_line_22-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.119&CDS=1-993
2094	OG0002094	YJL090C	genemark-flattened_line_4-processed-gene-2.31-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.31&CDS=1-1746
2095	OG0002095	YJL093C	genemark-flattened_line_16-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.104&CDS=1-2160
2096	OG0002096	YJL095W	genemark-flattened_line_14-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.27&CDS=1-4716
2097	OG0002097	YJL096W	genemark-flattened_line_14-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.26&CDS=1-549
2098	OG0002098	YJL097W	genemark-flattened_line_14-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.25&CDS=1-663
2099	OG0002099	YJL100W	genemark-flattened_line_134-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.18&CDS=1-2043
2100	OG0002100	YJL101C	genemark-flattened_line_64-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.163&CDS=1-1983
2101	OG0002101	YJL104W	genemark-flattened_line_66-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.106&CDS=1-429
2102	OG0002102	YJL106W	genemark-flattened_line_66-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.134&CDS=1-1992
2103	OG0002103	YJL108C	snap_masked-flattened_line_26-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.41&CDS=1-2706
2104	OG0002104	YJL109C	genemark-flattened_line_10-processed-gene-2.82-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.82&CDS=1-5406
2105	OG0002105	YJL111W	genemark-flattened_line_40-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.97&CDS=1-1641
2106	OG0002106	YJL117W	augustus_masked-flattened_line_2-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.18&CDS=1-858
2107	OG0002107	YJL125C	genemark-flattened_line_4-processed-gene-3.134-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.134&CDS=1-1116
2108	OG0002108	YJL127C	maker-flattened_line_78-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.6&CDS=1-2202
2109	OG0002109	YJL127C-B	augustus_masked-flattened_line_98-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.10&CDS=1-198
2110	OG0002110	YJL128C	genemark-flattened_line_42-processed-gene-0.194-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.194&CDS=1-2223
2111	OG0002111	YJL130C	genemark-flattened_line_30-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.88&CDS=1-6690
2112	OG0002112	YJL131C	snap_masked-flattened_line_98-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.78&CDS=1-1164
2113	OG0002113	YJL132W	augustus_masked-flattened_line_2-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.29&CDS=1-2262
2114	OG0002114	YJL140W	genemark-flattened_line_116-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.34&CDS=1-576
2115	OG0002115	YJL141C	genemark-flattened_line_10-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.59&CDS=1-2574
2116	OG0002116	YJL143W	genemark-flattened_line_10-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.82&CDS=1-483
2117	OG0002117	YJL145W	genemark-flattened_line_36-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.136&CDS=1-864
2118	OG0002118	YJL148W	genemark-flattened_line_62-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.77&CDS=1-693
2119	OG0002119	YJL153C	genemark-flattened_line_52-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.111&CDS=1-1581
2120	OG0002120	YJL154C	genemark-flattened_line_54-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.117&CDS=1-2655
2121	OG0002121	YJL155C	genemark-flattened_line_54-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.148&CDS=1-1347
2122	OG0002122	YJL156C	genemark-flattened_line_54-processed-gene-0.147-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.147&CDS=1-2703
2123	OG0002123	YJL163C	genemark-flattened_line_30-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.87&CDS=1-1749
2124	OG0002124	YJL166W	maker-flattened_line_46-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.6&CDS=1-279
2125	OG0002125	YJL167W	genemark-flattened_line_10-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.68&CDS=1-1053
2126	OG0002126	YJL168C	genemark-flattened_line_10-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.89&CDS=1-2304
2127	OG0002127	YJL171C	maker-flattened_line_58-snap-gene-0.15-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.15&CDS=1-3756
2128	OG0002128	YJL176C	genemark-flattened_line_46-processed-gene-0.189-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.189&CDS=1-2415
2129	OG0002129	YJL178C	genemark-flattened_line_116-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.37&CDS=1-825
2130	OG0002130	YJL179W	genemark-flattened_line_116-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.52&CDS=1-357
2131	OG0002131	YJL180C	genemark-flattened_line_116-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.41&CDS=1-975
2132	OG0002132	YJL183W	genemark-flattened_line_116-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.38&CDS=1-1335
2133	OG0002133	YJL184W	genemark-flattened_line_116-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.55&CDS=1-336
2134	OG0002134	YJL187C	genemark-flattened_line_26-processed-gene-1.219-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.219&CDS=1-3126
2135	OG0002135	YJL189W	genemark-flattened_line_14-processed-gene-2.80-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.80&CDS=1-186
2136	OG0002136	YJL190C	genemark-flattened_line_14-processed-gene-2.103-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.103&CDS=1-390
2137	OG0002137	YJL193W	snap_masked-flattened_line_14-processed-gene-2.131-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.131&CDS=1-948
2138	OG0002138	YJL194W	genemark-flattened_line_14-processed-gene-2.79-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.79&CDS=1-1629
2139	OG0002139	YJL197W	snap_masked-flattened_line_14-processed-gene-2.132-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.132&CDS=1-3738
2140	OG0002140	YJL200C	genemark-flattened_line_4-processed-gene-3.112-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.112&CDS=1-2391
2141	OG0002141	YJL201W	genemark-flattened_line_10-processed-gene-2.87-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.87&CDS=1-1788
2142	OG0002142	YJL203W	genemark-flattened_line_10-processed-gene-2.154-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.154&CDS=1-1263
2143	OG0002143	YJL204C	genemark-flattened_line_60-processed-gene-0.205-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.205&CDS=1-2616
2144	OG0002144	YJL205C	genemark-flattened_line_60-processed-gene-0.243-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.243&CDS=1-189
2145	OG0002145	YJL208C	genemark-flattened_line_10-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.127&CDS=1-1020
2146	OG0002146	YJL218W	genemark-flattened_line_36-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.113&CDS=1-735
2147	OG0002147	YJR001W	genemark-flattened_line_70-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.78&CDS=1-1737
2148	OG0002148	YJR002W	genemark-flattened_line_70-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.112&CDS=1-1848
2149	OG0002149	YJR003C	snap_masked-flattened_line_4-processed-gene-3.80-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.80&CDS=1-1407
2150	OG0002150	YJR005W	maker-flattened_line_54-augustus-gene-0.70-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.70&CDS=1-3135
2151	OG0002151	YJR007W	augustus_masked-flattened_line_80-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.30&CDS=1-717
2152	OG0002152	YJR010W	genemark-flattened_line_24-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.137&CDS=1-1641
2153	OG0002153	YJR012C	genemark-flattened_line_44-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.30&CDS=1-588
2154	OG0002154	YJR013W	genemark-flattened_line_14-processed-gene-1.50-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.50&CDS=1-1233
2155	OG0002155	YJR014W	augustus_masked-flattened_line_30-processed-gene-1.211-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.211&CDS=1-585
2156	OG0002156	YJR016C	genemark-flattened_line_46-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.167&CDS=1-1773
2157	OG0002157	YJR017C	genemark-flattened_line_88-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.45&CDS=1-516
2158	OG0002158	YJR019C	genemark-flattened_line_12-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.142&CDS=1-1059
2159	OG0002159	YJR024C	genemark-flattened_line_78-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.121&CDS=1-732
2160	OG0002160	YJR032W	genemark-flattened_line_34-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.107&CDS=1-1143
2161	OG0002161	YJR033C	genemark-flattened_line_10-processed-gene-1.83-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.83&CDS=1-4404
2162	OG0002162	YJR034W	genemark-flattened_line_10-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.63&CDS=1-324
2163	OG0002163	YJR035W	genemark-flattened_line_10-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.64&CDS=1-3465
2164	OG0002164	YJR036C	genemark-flattened_line_58-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.110&CDS=1-2862
2165	OG0002165	YJR040W	genemark-flattened_line_58-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.108&CDS=1-2400
2166	OG0002166	YJR041C	augustus_masked-flattened_line_58-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.189&CDS=1-3582
2167	OG0002167	YJR042W	genemark-flattened_line_58-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.149&CDS=1-2352
2168	OG0002168	YJR044C	genemark-flattened_line_26-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.57&CDS=1-414
2169	OG0002169	YJR045C	genemark-flattened_line_26-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.56&CDS=1-1926
2170	OG0002170	YJR046W	augustus_masked-flattened_line_26-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.117&CDS=1-864
2171	OG0002171	YJR050W	genemark-flattened_line_78-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.105&CDS=1-861
2172	OG0002172	YJR052W	genemark-flattened_line_82-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.130&CDS=1-1713
2173	OG0002173	YJR053W	snap_masked-flattened_line_58-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.46&CDS=1-2109
2174	OG0002174	YJR057W	genemark-flattened_line_34-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.136&CDS=1-639
2175	OG0002175	YJR060W	genemark-flattened_line_82-processed-gene-0.162-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.162&CDS=1-684
2176	OG0002176	YJR062C	genemark-flattened_line_82-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.134&CDS=1-1098
2177	OG0002177	YJR063W	genemark-flattened_line_58-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.102&CDS=1-369
2178	OG0002178	YJR068W	genemark-flattened_line_58-processed-gene-0.144-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.144&CDS=1-1173
2179	OG0002179	YJR069C	genemark-flattened_line_16-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.120&CDS=1-579
2180	OG0002180	YJR070C	genemark-flattened_line_58-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.142&CDS=1-975
2181	OG0002181	YJR072C	genemark-flattened_line_28-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.84&CDS=1-1164
2182	OG0002182	YJR073C	genemark-flattened_line_30-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.86&CDS=1-627
2183	OG0002183	YJR075W	genemark-flattened_line_26-processed-gene-1.210-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.210&CDS=1-1245
2184	OG0002184	YJR076C	genemark-flattened_line_30-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.85&CDS=1-1197
2185	OG0002185	YJR077C	genemark-flattened_line_12-processed-gene-2.144-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.144&CDS=1-918
2186	OG0002186	YJR078W	genemark-flattened_line_96-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.78&CDS=1-1401
2187	OG0002187	YJR082C	genemark-flattened_line_36-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.121&CDS=1-414
2188	OG0002188	YJR085C	genemark-flattened_line_52-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.83&CDS=1-1371
2189	OG0002189	YJR088C	genemark-flattened_line_52-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.118&CDS=1-930
2190	OG0002190	YJR090C	genemark-flattened_line_52-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.82&CDS=1-2472
2191	OG0002191	YJR092W	genemark-flattened_line_52-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.123&CDS=1-4401
2192	OG0002192	YJR093C	genemark-flattened_line_52-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.85&CDS=1-1080
2193	OG0002193	YJR095W	genemark-flattened_line_52-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.127&CDS=1-990
2194	OG0002194	YJR096W	genemark-flattened_line_14-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.11&CDS=1-849
2195	OG0002195	YJR097W	genemark-flattened_line_72-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.115&CDS=1-531
2196	OG0002196	YJR098C	genemark-flattened_line_72-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.81&CDS=1-2163
2197	OG0002197	YJR099W	genemark-flattened_line_16-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.105&CDS=1-744
2198	OG0002198	YJR100C	genemark-flattened_line_48-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.22&CDS=1-957
2199	OG0002199	YJR101W	genemark-flattened_line_48-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.58&CDS=1-747
2200	OG0002200	YJR102C	genemark-flattened_line_48-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.57&CDS=1-633
2201	OG0002201	YJR104C	genemark-flattened_line_48-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.59&CDS=1-462
2202	OG0002202	YJR105W	genemark-flattened_line_64-processed-gene-0.205-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.205&CDS=1-1038
2203	OG0002203	YJR107W	genemark-flattened_line_42-processed-gene-0.198-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.198&CDS=1-1164
2204	OG0002204	YJR109C	genemark-flattened_line_4-processed-gene-1.12-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.12&CDS=1-3456
2205	OG0002205	YJR110W	genemark-flattened_line_12-processed-gene-2.133-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.133&CDS=1-2211
2206	OG0002206	YJR111C	augustus_masked-flattened_line_12-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.169&CDS=1-2217
2207	OG0002207	YJR113C	genemark-flattened_line_12-processed-gene-2.104-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.104&CDS=1-2124
2208	OG0002208	YJR116W	genemark-flattened_line_64-processed-gene-0.174-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.174&CDS=1-828
2209	OG0002209	YJR117W	genemark-flattened_line_64-processed-gene-0.171-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.171&CDS=1-1347
2210	OG0002210	YJR118C	augustus_masked-flattened_line_64-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.41&CDS=1-564
2211	OG0002211	YJR119C	genemark-flattened_line_64-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.168&CDS=1-2445
2212	OG0002212	YJR121W	genemark-flattened_line_64-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.170&CDS=1-1506
2213	OG0002213	YJR122W	genemark-flattened_line_116-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.54&CDS=1-1407
2214	OG0002214	YJR123W	genemark-flattened_line_44-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.72&CDS=1-690
