	OrthologID	Saccharomyces_cerevisiae	yHAB155_Kazachstania_spencerorum
1811	OG0001811	YGR117C	snap_masked-scf7180000055638-processed-gene-1.202-mRNA-1_1&gene=snap_masked-scf7180000055638-processed-gene-1.202&CDS=1-1668
1812	OG0001812	YGR119C	genemark-scf7180000055665-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000055665-processed-gene-0.76&CDS=1-1527
1813	OG0001813	YGR120C	genemark-scf7180000055638-processed-gene-1.7-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-1.7&CDS=1-759
1814	OG0001814	YGR122W	augustus_masked-scf7180000055638-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-scf7180000055638-processed-gene-1.154&CDS=1-2124
1815	OG0001815	YGR123C	genemark-scf7180000055596-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000055596-processed-gene-0.48&CDS=1-1539
1816	OG0001816	YGR125W	augustus_masked-scf7180000055638-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-scf7180000055638-processed-gene-1.153&CDS=1-4773
1817	OG0001817	YGR128C	snap_masked-scf7180000055638-processed-gene-1.199-mRNA-1_1&gene=snap_masked-scf7180000055638-processed-gene-1.199&CDS=1-1743
1818	OG0001818	YGR129W	snap_masked-scf7180000055638-processed-gene-1.244-mRNA-1_1&gene=snap_masked-scf7180000055638-processed-gene-1.244&CDS=1-489
1819	OG0001819	YGR130C	snap_masked-scf7180000055638-processed-gene-1.195-mRNA-1_1&gene=snap_masked-scf7180000055638-processed-gene-1.195&CDS=1-2034
1820	OG0001820	YGR132C	genemark-scf7180000055638-processed-gene-1.0-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-1.0&CDS=1-855
1821	OG0001821	YGR134W	maker-scf7180000055638-augustus-gene-1.297-mRNA-1_1&gene=maker-scf7180000055638-augustus-gene-1.297&CDS=1-4128
1822	OG0001822	YGR135W	genemark-scf7180000055638-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-0.17&CDS=1-777
1823	OG0001823	YGR142W	augustus_masked-scf7180000055638-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-scf7180000055638-processed-gene-0.115&CDS=1-1428
1824	OG0001824	YGR144W	genemark-scf7180000055426-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000055426-processed-gene-0.20&CDS=1-966
1825	OG0001825	YGR145W	augustus_masked-scf7180000055654-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000055654-processed-gene-0.21&CDS=1-4410
1826	OG0001826	YGR146C	augustus_masked-scf7180000055654-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000055654-processed-gene-0.49&CDS=1-579
1827	OG0001827	YGR147C	genemark-scf7180000055594-processed-gene-1.173-mRNA-1_1&gene=genemark-scf7180000055594-processed-gene-1.173&CDS=1-690
1828	OG0001828	YGR149W	maker-scf7180000055594-snap-gene-1.76-mRNA-1_1&gene=maker-scf7180000055594-snap-gene-1.76&CDS=1-225
1829	OG0001829	YGR150C	genemark-scf7180000055594-processed-gene-1.175-mRNA-1_1&gene=genemark-scf7180000055594-processed-gene-1.175&CDS=1-2553
1830	OG0001830	YGR152C	genemark-scf7180000055654-processed-gene-0.166-mRNA-1_1&gene=genemark-scf7180000055654-processed-gene-0.166&CDS=1-882
1831	OG0001831	YGR155W	genemark-scf7180000055594-processed-gene-1.186-mRNA-1_1&gene=genemark-scf7180000055594-processed-gene-1.186&CDS=1-1488
1832	OG0001832	YGR156W	genemark-scf7180000055594-processed-gene-1.185-mRNA-1_1&gene=genemark-scf7180000055594-processed-gene-1.185&CDS=1-1098
1833	OG0001833	YGR157W	genemark-scf7180000055594-processed-gene-1.184-mRNA-1_1&gene=genemark-scf7180000055594-processed-gene-1.184&CDS=1-2481
1834	OG0001834	YGR158C	augustus_masked-scf7180000055359-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000055359-processed-gene-0.5&CDS=1-687
1835	OG0001835	YGR159C	genemark-scf7180000055359-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000055359-processed-gene-0.34&CDS=1-1209
1836	OG0001836	YGR162W	genemark-scf7180000055594-processed-gene-1.163-mRNA-1_1&gene=genemark-scf7180000055594-processed-gene-1.163&CDS=1-2478
1837	OG0001837	YGR163W	genemark-scf7180000055594-processed-gene-1.164-mRNA-1_1&gene=genemark-scf7180000055594-processed-gene-1.164&CDS=1-1014
1838	OG0001838	YGR165W	augustus_masked-scf7180000055633-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-scf7180000055633-processed-gene-0.222&CDS=1-3249
1839	OG0001839	YGR167W	augustus_masked-scf7180000054263-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054263-processed-gene-0.2&CDS=1-360
1840	OG0001840	YGR169C	genemark-scf7180000055633-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000055633-processed-gene-0.3&CDS=1-1467
1841	OG0001841	YGR170W	augustus_masked-scf7180000055633-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-scf7180000055633-processed-gene-0.221&CDS=1-3036
1842	OG0001842	YGR171C	genemark-scf7180000055633-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000055633-processed-gene-0.2&CDS=1-1881
1843	OG0001843	YGR172C	augustus_masked-scf7180000055633-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-scf7180000055633-processed-gene-0.188&CDS=1-720
1844	OG0001844	YGR173W	genemark-scf7180000055633-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000055633-processed-gene-0.34&CDS=1-1104
1845	OG0001845	YGR174C	genemark-scf7180000055615-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.48&CDS=1-441
1846	OG0001846	YGR175C	genemark-scf7180000055615-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.49&CDS=1-1467
1847	OG0001847	YGR177C	genemark-scf7180000055615-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.50&CDS=1-1554
1848	OG0001848	YGR178C	genemark-scf7180000055615-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.51&CDS=1-2238
1849	OG0001849	YGR179C	snap_masked-scf7180000055615-processed-gene-0.172-mRNA-1_1&gene=snap_masked-scf7180000055615-processed-gene-0.172&CDS=1-1146
1850	OG0001850	YGR180C	genemark-scf7180000055615-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.53&CDS=1-1059
1851	OG0001851	YGR181W	genemark-scf7180000055615-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.21&CDS=1-321
1852	OG0001852	YGR184C	maker-scf7180000055615-augustus-gene-0.122-mRNA-1_1&gene=maker-scf7180000055615-augustus-gene-0.122&CDS=1-6129
1853	OG0001853	YGR186W	genemark-scf7180000055615-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.22&CDS=1-2166
1854	OG0001854	YGR187C	genemark-scf7180000055615-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.56&CDS=1-1134
1855	OG0001855	YGR188C	genemark-scf7180000055633-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000055633-processed-gene-0.39&CDS=1-2244
1856	OG0001856	YGR189C	genemark-scf7180000055650-processed-gene-1.27-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.27&CDS=1-1335
1857	OG0001857	YGR191W	genemark-scf7180000055667-processed-gene-0.116-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.116&CDS=1-1818
1858	OG0001858	YGR194C	maker-scf7180000055667-augustus-gene-0.68-mRNA-1_1&gene=maker-scf7180000055667-augustus-gene-0.68&CDS=1-3033
1859	OG0001859	YGR195W	maker-scf7180000055650-augustus-gene-1.147-mRNA-1_1&gene=maker-scf7180000055650-augustus-gene-1.147&CDS=1-1920
1860	OG0001860	YGR198W	genemark-scf7180000055667-processed-gene-0.113-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.113&CDS=1-2388
1861	OG0001861	YGR199W	genemark-scf7180000055667-processed-gene-0.112-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.112&CDS=1-2229
1862	OG0001862	YGR200C	genemark-scf7180000055667-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.90&CDS=1-2364
1863	OG0001863	YGR202C	maker-scf7180000055650-augustus-gene-1.140-mRNA-1_1&gene=maker-scf7180000055650-augustus-gene-1.140&CDS=1-2664
1864	OG0001864	YGR207C	genemark-scf7180000055667-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.88&CDS=1-765
1865	OG0001865	YGR208W	genemark-scf7180000055667-processed-gene-0.107-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.107&CDS=1-927
1866	OG0001866	YGR210C	genemark-scf7180000055667-processed-gene-0.86-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.86&CDS=1-1236
1867	OG0001867	YGR211W	genemark-scf7180000055667-processed-gene-0.106-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.106&CDS=1-1485
1868	OG0001868	YGR212W	snap_masked-scf7180000055667-processed-gene-0.58-mRNA-1_1&gene=snap_masked-scf7180000055667-processed-gene-0.58&CDS=1-1416
1869	OG0001869	YGR213C	maker-scf7180000055667-snap-gene-0.72-mRNA-1_1&gene=maker-scf7180000055667-snap-gene-0.72&CDS=1-1788
1870	OG0001870	YGR216C	genemark-scf7180000055667-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.83&CDS=1-1845
1871	OG0001871	YGR217W	augustus_masked-scf7180000055667-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000055667-processed-gene-0.22&CDS=1-6114
1872	OG0001872	YGR218W	genemark-scf7180000055667-processed-gene-0.101-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.101&CDS=1-3252
1873	OG0001873	YGR220C	genemark-scf7180000055667-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.82&CDS=1-825
1874	OG0001874	YGR221C	snap_masked-scf7180000055667-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000055667-processed-gene-0.35&CDS=1-951
1875	OG0001875	YGR222W	genemark-scf7180000055667-processed-gene-0.100-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.100&CDS=1-738
1876	OG0001876	YGR223C	genemark-scf7180000055667-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.80&CDS=1-1257
1877	OG0001877	YGR225W	genemark-scf7180000055667-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.99&CDS=1-1623
1878	OG0001878	YGR227W	genemark-scf7180000055667-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.98&CDS=1-1596
1879	OG0001879	YGR229C	genemark-scf7180000055667-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.79&CDS=1-1455
1880	OG0001880	YGR230W	snap_masked-scf7180000055541-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000055541-processed-gene-0.54&CDS=1-357
1881	OG0001881	YGR231C	genemark-scf7180000055667-processed-gene-0.78-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.78&CDS=1-921
1882	OG0001882	YGR232W	augustus_masked-scf7180000055667-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000055667-processed-gene-0.17&CDS=1-690
1883	OG0001883	YGR233C	genemark-scf7180000055667-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000055667-processed-gene-0.77&CDS=1-3456
1884	OG0001884	YGR234W	genemark-scf7180000055581-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.0&CDS=1-1194
1885	OG0001885	YGR235C	snap_masked-scf7180000055581-processed-gene-0.112-mRNA-1_1&gene=snap_masked-scf7180000055581-processed-gene-0.112&CDS=1-549
1886	OG0001886	YGR237C	snap_masked-scf7180000055581-processed-gene-0.114-mRNA-1_1&gene=snap_masked-scf7180000055581-processed-gene-0.114&CDS=1-2340
1887	OG0001887	YGR239C	augustus_masked-scf7180000055581-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-scf7180000055581-processed-gene-0.177&CDS=1-825
1888	OG0001888	YGR240C	genemark-scf7180000055581-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.36&CDS=1-2994
1889	OG0001889	YGR244C	genemark-scf7180000055581-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.38&CDS=1-1251
1890	OG0001890	YGR245C	genemark-scf7180000055581-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.39&CDS=1-2322
1891	OG0001891	YGR246C	genemark-scf7180000055541-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000055541-processed-gene-0.4&CDS=1-1860
1892	OG0001892	YGR247W	genemark-scf7180000055581-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.2&CDS=1-654
1893	OG0001893	YGR249W	genemark-scf7180000055581-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.3&CDS=1-1563
1894	OG0001894	YGR253C	genemark-scf7180000055581-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.4&CDS=1-786
1895	OG0001895	YGR255C	augustus_masked-scf7180000055568-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scf7180000055568-processed-gene-0.88&CDS=1-1686
1896	OG0001896	YGR258C	augustus_masked-scf7180000055581-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-scf7180000055581-processed-gene-0.184&CDS=1-4212
1897	OG0001897	YGR260W	snap_masked-scf7180000055581-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scf7180000055581-processed-gene-0.87&CDS=1-1566
1898	OG0001898	YGR261C	genemark-scf7180000055581-processed-gene-0.46-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.46&CDS=1-2463
1899	OG0001899	YGR262C	genemark-scf7180000055581-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.47&CDS=1-786
1900	OG0001900	YGR263C	snap_masked-scf7180000055581-processed-gene-0.131-mRNA-1_1&gene=snap_masked-scf7180000055581-processed-gene-0.131&CDS=1-1002
1901	OG0001901	YGR264C	genemark-scf7180000055638-processed-gene-1.46-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-1.46&CDS=1-2241
1902	OG0001902	YGR266W	genemark-scf7180000055581-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.9&CDS=1-2094
1903	OG0001903	YGR267C	genemark-scf7180000055581-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.49&CDS=1-729
1904	OG0001904	YGR268C	augustus_masked-scf7180000055673-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-2.10&CDS=1-594
1905	OG0001905	YGR271C-A	augustus_masked-scf7180000055673-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-2.8&CDS=1-699
1906	OG0001906	YGR271W	augustus_masked-scf7180000055673-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-2.9&CDS=1-9921
1907	OG0001907	YGR276C	augustus_masked-scf7180000055673-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-1.51&CDS=1-1869
1908	OG0001908	YGR278W	genemark-scf7180000055653-processed-gene-0.94-mRNA-1_1&gene=genemark-scf7180000055653-processed-gene-0.94&CDS=1-1734
1909	OG0001909	YGR279C	genemark-scf7180000055653-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000055653-processed-gene-0.75&CDS=1-1134
1910	OG0001910	YGR280C	genemark-scf7180000055653-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000055653-processed-gene-0.74&CDS=1-705
1911	OG0001911	YGR281W	maker-scf7180000055653-snap-gene-0.32-mRNA-1_1&gene=maker-scf7180000055653-snap-gene-0.32&CDS=1-8586
1912	OG0001912	YGR282C	genemark-scf7180000055653-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000055653-processed-gene-0.70&CDS=1-921
1913	OG0001913	YGR284C	genemark-scf7180000055653-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000055653-processed-gene-0.69&CDS=1-921
1914	OG0001914	YGR285C	augustus_masked-scf7180000055668-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000055668-processed-gene-0.85&CDS=1-2181
1915	OG0001915	YGR286C	genemark-scf7180000055598-processed-gene-0.188-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.188&CDS=1-1095
1916	OG0001916	YHL002W	genemark-scf7180000055634-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000055634-processed-gene-0.20&CDS=1-1389
1917	OG0001917	YHL003C	genemark-scf7180000055634-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000055634-processed-gene-0.29&CDS=1-1257
1918	OG0001918	YHL004W	genemark-scf7180000055663-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000055663-processed-gene-0.26&CDS=1-1266
1919	OG0001919	YHL006C	snap_masked-scf7180000055663-processed-gene-0.64-mRNA-1_1&gene=snap_masked-scf7180000055663-processed-gene-0.64&CDS=1-612
1920	OG0001920	YHL007C	genemark-scf7180000055663-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000055663-processed-gene-0.3&CDS=1-2895
1921	OG0001921	YHL008C	genemark-scf7180000055598-processed-gene-0.192-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.192&CDS=1-1959
1922	OG0001922	YHL009C	genemark-scf7180000055598-processed-gene-0.155-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.155&CDS=1-906
1923	OG0001923	YHL011C	genemark-scf7180000055633-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000055633-processed-gene-0.28&CDS=1-960
1924	OG0001924	YHL013C	genemark-scf7180000055598-processed-gene-0.157-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.157&CDS=1-882
1925	OG0001925	YHL014C	genemark-scf7180000055598-processed-gene-0.158-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.158&CDS=1-1167
1926	OG0001926	YHL015W	genemark-scf7180000055598-processed-gene-0.195-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.195&CDS=1-357
1927	OG0001927	YHL019C	genemark-scf7180000055598-processed-gene-0.160-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.160&CDS=1-1644
1928	OG0001928	YHL020C	maker-scf7180000055598-snap-gene-0.79-mRNA-1_1&gene=maker-scf7180000055598-snap-gene-0.79&CDS=1-1251
1929	OG0001929	YHL023C	genemark-scf7180000055576-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000055576-processed-gene-0.26&CDS=1-2631
1930	OG0001930	YHL024W	genemark-scf7180000055658-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000055658-processed-gene-0.20&CDS=1-2073
1931	OG0001931	YHL025W	snap_masked-scf7180000055576-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000055576-processed-gene-0.35&CDS=1-1116
1932	OG0001932	YHL027W	genemark-scf7180000055576-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000055576-processed-gene-0.4&CDS=1-1131
1933	OG0001933	YHL029C	genemark-scf7180000055576-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000055576-processed-gene-0.21&CDS=1-2076
1934	OG0001934	YHL030W	augustus_masked-scf7180000055576-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000055576-processed-gene-0.64&CDS=1-5616
1935	OG0001935	YHL031C	genemark-scf7180000055576-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000055576-processed-gene-0.18&CDS=1-666
1936	OG0001936	YHL032C	genemark-scf7180000055576-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000055576-processed-gene-0.17&CDS=1-2049
1937	OG0001937	YHL034C	genemark-scf7180000055576-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000055576-processed-gene-0.15&CDS=1-807
1938	OG0001938	YHL036W	genemark-scf7180000055576-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000055576-processed-gene-0.1&CDS=1-1635
1939	OG0001939	YHL038C	augustus_masked-scf7180000055576-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000055576-processed-gene-0.75&CDS=1-1845
1940	OG0001940	YHL039W	genemark-scf7180000055576-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000055576-processed-gene-0.0&CDS=1-1782
1941	OG0001941	YHR001W	genemark-scf7180000055663-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000055663-processed-gene-0.25&CDS=1-1341
1942	OG0001942	YHR001W-A	snap_masked-scf7180000055633-processed-gene-0.115-mRNA-1_1&gene=snap_masked-scf7180000055633-processed-gene-0.115&CDS=1-225
1943	OG0001943	YHR002W	genemark-scf7180000055663-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000055663-processed-gene-0.23&CDS=1-1068
1944	OG0001944	YHR004C	snap_masked-scf7180000055663-processed-gene-0.62-mRNA-1_1&gene=snap_masked-scf7180000055663-processed-gene-0.62&CDS=1-1158
1945	OG0001945	YHR005C	augustus_masked-scf7180000055607-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000055607-processed-gene-0.104&CDS=1-3081
1946	OG0001946	YHR007C	genemark-scf7180000055596-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000055596-processed-gene-0.70&CDS=1-1593
1947	OG0001947	YHR008C	augustus_masked-scf7180000055596-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-scf7180000055596-processed-gene-0.142&CDS=1-699
1948	OG0001948	YHR009C	genemark-scf7180000055596-processed-gene-0.72-mRNA-1_1&gene=genemark-scf7180000055596-processed-gene-0.72&CDS=1-1431
1949	OG0001949	YHR011W	augustus_masked-scf7180000055596-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-scf7180000055596-processed-gene-0.108&CDS=1-2283
1950	OG0001950	YHR013C	genemark-scf7180000055596-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000055596-processed-gene-0.73&CDS=1-687
1951	OG0001951	YHR017W	genemark-scf7180000055521-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000055521-processed-gene-0.33&CDS=1-1029
1952	OG0001952	YHR018C	genemark-scf7180000055521-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000055521-processed-gene-0.27&CDS=1-1395
1953	OG0001953	YHR019C	genemark-scf7180000055521-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000055521-processed-gene-0.26&CDS=1-1659
1954	OG0001954	YHR020W	genemark-scf7180000055579-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.35&CDS=1-2028
1955	OG0001955	YHR023W	genemark-scf7180000055650-processed-gene-1.66-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.66&CDS=1-5676
1956	OG0001956	YHR024C	genemark-scf7180000055650-processed-gene-1.33-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.33&CDS=1-1455
1957	OG0001957	YHR025W	augustus_masked-scf7180000055650-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-scf7180000055650-processed-gene-1.123&CDS=1-1587
1958	OG0001958	YHR027C	genemark-scf7180000055650-processed-gene-1.32-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-1.32&CDS=1-2982
1959	OG0001959	YHR030C	augustus_masked-scf7180000054499-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054499-processed-gene-0.0&CDS=1-417
1960	OG0001960	YHR032W	genemark-scf7180000055654-processed-gene-0.179-mRNA-1_1&gene=genemark-scf7180000055654-processed-gene-0.179&CDS=1-1845
1961	OG0001961	YHR034C	genemark-scf7180000055618-processed-gene-2.77-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-2.77&CDS=1-963
1962	OG0001962	YHR036W	augustus_masked-scf7180000055618-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-scf7180000055618-processed-gene-2.123&CDS=1-999
1963	OG0001963	YHR037W	snap_masked-scf7180000055618-processed-gene-2.209-mRNA-1_1&gene=snap_masked-scf7180000055618-processed-gene-2.209&CDS=1-1755
1964	OG0001964	YHR038W	genemark-scf7180000055618-processed-gene-2.45-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-2.45&CDS=1-690
1965	OG0001965	YHR039C	maker-scf7180000055618-snap-gene-2.164-mRNA-1_1&gene=maker-scf7180000055618-snap-gene-2.164&CDS=1-1947
1966	OG0001966	YHR039C-A	genemark-scf7180000055618-processed-gene-2.80-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-2.80&CDS=1-924
1967	OG0001967	YHR042W	genemark-scf7180000055618-processed-gene-2.46-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-2.46&CDS=1-2061
1968	OG0001968	YHR045W	genemark-scf7180000055618-processed-gene-2.47-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-2.47&CDS=1-1692
1969	OG0001969	YHR052W	genemark-scf7180000055654-processed-gene-0.150-mRNA-1_1&gene=genemark-scf7180000055654-processed-gene-0.150&CDS=1-1074
1970	OG0001970	YHR060W	augustus_masked-scf7180000055618-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-scf7180000055618-processed-gene-2.149&CDS=1-549
1971	OG0001971	YHR062C	genemark-scf7180000055618-processed-gene-2.35-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-2.35&CDS=1-876
1972	OG0001972	YHR063C	genemark-scf7180000055618-processed-gene-2.33-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-2.33&CDS=1-1131
1973	OG0001973	YHR064C	genemark-scf7180000055618-processed-gene-2.32-mRNA-1_1&gene=genemark-scf7180000055618-processed-gene-2.32&CDS=1-1623
1974	OG0001974	YHR068W	genemark-scf7180000055598-processed-gene-0.180-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.180&CDS=1-1161
1975	OG0001975	YHR069C	genemark-scf7180000055598-processed-gene-0.215-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.215&CDS=1-1038
1976	OG0001976	YHR070W	snap_masked-scf7180000055419-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000055419-processed-gene-0.17&CDS=1-1464
1977	OG0001977	YHR071W	snap_masked-scf7180000055419-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000055419-processed-gene-0.16&CDS=1-606
1978	OG0001978	YHR072W	genemark-scf7180000055598-processed-gene-0.181-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.181&CDS=1-2169
1979	OG0001979	YHR073W	genemark-scf7180000055598-processed-gene-0.182-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.182&CDS=1-2910
1980	OG0001980	YHR074W	genemark-scf7180000055598-processed-gene-0.183-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.183&CDS=1-2139
1981	OG0001981	YHR075C	genemark-scf7180000055598-processed-gene-0.216-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.216&CDS=1-1167
1982	OG0001982	YHR076W	genemark-scf7180000055598-processed-gene-0.184-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.184&CDS=1-1116
