"query_id"	"subject_id"	"perc_identity"	"num_ident_matches"	"alig_length"	"mismatches"	"gap_openings"	"n_gaps"	"pos_match"	"ppos"	"q_start"	"q_end"	"q_len"	"qcov"	"qcovhsp"	"s_start"	"s_end"	"s_len"	"evalue"	"bit_score"	"score_raw"
"5jup/5jup-o-bundle3.o"	"YER102W"	94.47	188	199	0	1	11	188	94.47	1	188	188	100	100	2	200	201	6e-134	375	964
"5jup/5jup-o-bundle3.o"	"YBL072C"	94.47	188	199	0	1	11	188	94.47	1	188	188	100	100	2	200	201	6e-134	375	964
"5jup/5jup-p-bundle3.p"	"YPL081W"	100	185	185	0	0	0	185	100	1	185	185	100	100	2	186	198	1e-132	372	955
"5jup/5jup-p-bundle3.p"	"YBR189W"	99.46	184	185	1	0	0	185	100	1	185	185	100	100	2	186	196	3e-132	371	952
"5jup/5jup-p-bundle3.p"	"YHR148W"	25.58	33	129	96	0	0	64	49.61	33	161	185	70	70	36	164	184	5e-09	51.2	121
"5jup/5jup-q-bundle3.q"	"YOR293W"	100	96	96	0	0	0	96	100	1	96	96	100	100	1	96	106	4e-67	198	504
"5jup/5jup-q-bundle3.q"	"YMR230W"	97.92	94	96	2	0	0	96	100	1	96	96	100	100	1	96	106	5e-66	196	497
"5jup/5jup-r-bundle3.r"	"YDR025W"	100	155	155	0	0	0	155	100	1	155	155	100	100	2	156	157	3e-112	317	813
"5jup/5jup-r-bundle3.r"	"YBR048W"	100	155	155	0	0	0	155	100	1	155	155	100	100	2	156	157	3e-112	317	813
"5jup/5jup-s-bundle3.s"	"YOR369C"	100	124	124	0	0	0	124	100	1	124	124	100	100	20	143	144	3e-84	244	624
"5jup/5jup-s-bundle3.s"	"YDL208W"	34.25	25	73	43	2	5	39	53.42	10	79	124	56	56	41	111	157	3e-04	36.6	83
"5jup/5jup-t-bundle3.t"	"YDR064W"	100	150	150	0	0	0	150	100	1	150	150	100	100	2	151	152	3e-107	304	779
"5jup/5jup-u-bundle3.u"	"YCR031C"	100	127	127	0	0	0	127	100	1	127	127	100	100	11	137	138	4e-88	254	649
"5jup/5jup-u-bundle3.u"	"YJL191W"	100	127	127	0	0	0	127	100	1	127	127	100	100	12	138	139	5e-88	254	648
"5jup/5jup-v-bundle3.v"	"YOL040C"	100	122	122	0	0	0	122	100	1	122	122	100	100	8	129	143	6e-87	251	641
"5jup/5jup-v-bundle3.v"	"YNR037C"	43.14	22	51	29	0	0	33	64.71	65	115	122	42	42	29	79	92	5e-09	48.5	114
"5jup/5jup-w-bundle3.w"	"YMR143W"	100	141	141	0	0	0	141	100	1	141	141	100	100	3	143	144	9e-100	285	728
"5jup/5jup-w-bundle3.w"	"YDL083C"	100	141	141	0	0	0	141	100	1	141	141	100	100	3	143	144	9e-100	285	728
"5jup/5jup-w-bundle3.w"	"YBR146W"	34.12	29	85	51	2	5	42	49.41	9	91	141	59	59	158	239	279	1e-04	38.5	88
"5jup/5jup-x-bundle3.x"	"YDR447C"	100	117	117	0	0	0	117	100	1	117	117	100	100	2	118	137	3e-82	239	609
"5jup/5jup-x-bundle3.x"	"YML024W"	100	117	117	0	0	0	117	100	1	117	117	100	100	2	118	137	4e-82	238	608
"5jup/5jup-y-bundle3.y"	"YML026C"	100	145	145	0	0	0	145	100	1	145	145	100	100	2	146	147	4e-105	298	764
"5jup/5jup-y-bundle3.y"	"YDR450W"	100	145	145	0	0	0	145	100	1	145	145	100	100	2	146	147	4e-105	298	764
"5jup/5jup-z-bundle3.z"	"YOL121C"	100	143	143	0	0	0	143	100	1	143	143	100	100	2	144	145	3e-102	291	745
"5jup/5jup-z-bundle3.z"	"YNL302C"	100	142	142	0	0	0	142	100	2	143	143	99	99	3	144	145	3e-101	288	738
"5jup/5jup-0-bundle3.0"	"YHL015W"	100	107	107	0	0	0	107	100	1	107	107	100	100	15	121	122	2e-72	213	542
"5jup/5jup-1-bundle3.1"	"YKR057W"	100	87	87	0	0	0	87	100	1	87	87	100	100	1	87	88	5e-60	179	455
"5jup/5jup-1-bundle3.1"	"YJL136C"	98.85	86	87	1	0	0	87	100	1	87	87	100	100	1	87	88	8e-60	179	453
"5jup/5jup-2-bundle3.2"	"YJL190C"	100	129	129	0	0	0	129	100	1	129	129	100	100	2	130	131	4e-93	267	682
"5jup/5jup-2-bundle3.2"	"YLR367W"	99.22	128	129	1	0	0	129	100	1	129	129	100	100	2	130	131	8e-93	266	680
"5jup/5jup-3-bundle3.3"	"YPR132W"	100	144	144	0	0	0	144	100	1	144	144	100	100	2	145	146	2e-100	286	732
"5jup/5jup-3-bundle3.3"	"YGR118W"	100	144	144	0	0	0	144	100	1	144	144	100	100	2	145	146	2e-100	286	732
"5jup/5jup-3-bundle3.3"	"YNR036C"	36.25	29	80	43	4	8	51	63.75	49	128	144	56	56	59	130	154	8e-09	49.3	116
"5jup/5jup-4-bundle3.4"	"YIL069C"	100	134	134	0	0	0	134	100	1	134	134	100	100	2	135	136	5e-93	267	682
"5jup/5jup-4-bundle3.4"	"YER074W"	100	134	134	0	0	0	134	100	1	134	134	100	100	2	135	136	5e-93	267	682
"5jup/5jup-5-bundle3.5"	"YGR027C"	100	70	70	0	0	0	70	100	1	70	70	100	100	36	105	109	3e-45	142	357
"5jup/5jup-5-bundle3.5"	"YLR333C"	98.57	69	70	1	0	0	69	98.57	1	70	70	100	100	36	105	109	2e-44	140	352
"5jup/5jup-6-bundle3.6"	"YGL189C"	100	97	97	0	0	0	97	100	1	97	97	100	100	2	98	120	3e-65	194	493
"5jup/5jup-6-bundle3.6"	"YER131W"	100	97	97	0	0	0	97	100	1	97	97	100	100	2	98	120	4e-65	194	492
"5jup/5jup-7-bundle3.7"	"YKL156W"	100	81	81	0	0	0	81	100	1	81	81	100	100	2	82	83	4e-55	166	421
"5jup/5jup-7-bundle3.7"	"YHR021C"	98.77	80	81	1	0	0	81	100	1	81	81	100	100	2	82	83	7e-55	166	419
"5jup/5jup-8-bundle3.8"	"YLR264W"	100	63	63	0	0	0	63	100	1	63	63	100	100	5	67	68	5e-38	122	305
"5jup/5jup-8-bundle3.8"	"YOR167C"	100	63	63	0	0	0	63	100	1	63	63	100	100	5	67	68	7e-38	121	304
"5jup/5jup-9-bundle3.9"	"YLR388W"	100	53	53	0	0	0	53	100	1	53	53	100	100	4	56	57	1e-34	112	280
"5jup/5jup-9-bundle3.9"	"YDL061C"	90.57	48	53	5	0	0	52	98.11	1	53	53	100	100	4	56	57	6e-32	105	262
"5jup/5jup-A-bundle4.A"	"YOR182C"	100	60	60	0	0	0	60	100	1	60	60	100	100	2	61	64	3e-37	119	299
"5jup/5jup-A-bundle4.A"	"YLR287C-A"	100	60	60	0	0	0	60	100	1	60	60	100	100	2	61	64	3e-37	119	299
"5jup/5jup-B-bundle4.B"	"YLR167W"	100	71	71	0	0	0	71	100	1	71	71	100	100	82	152	153	1e-46	147	370
"5jup/5jup-C-bundle4.C"	"YOR133W"	97.86	823	841	0	2	18	823	97.86	1	823	823	100	100	2	842	843	0	1682	4356
"5jup/5jup-C-bundle4.C"	"YDR385W"	97.86	823	841	0	2	18	823	97.86	1	823	823	100	100	2	842	843	0	1682	4356
"5jup/5jup-C-bundle4.C"	"YKL173W"	25.98	233	897	536	27	128	418	46.6	3	809	823	98	98	118	976	1009	2e-83	288	736
"5jup/5jup-C-bundle4.C"	"YNL163C"	30.23	143	473	270	8	60	236	49.89	378	790	823	94	50	584	1056	1111	1e-61	224	571
"5jup/5jup-C-bundle4.C"	"YNL163C"	35.51	147	414	204	9	63	226	54.59	9	368	823	94	44	10	414	1111	1e-60	221	563
"5jup/5jup-C-bundle4.C"	"YLR069C"	24.75	101	408	241	13	66	164	40.2	381	783	823	65	49	394	740	762	2e-21	97.4	241
"5jup/5jup-C-bundle4.C"	"YLR069C"	35.29	54	153	65	3	34	74	48.37	14	144	823	65	16	66	206	762	6e-16	80.1	196
"5jup/5jup-C-bundle4.C"	"YJL102W"	34.83	62	178	78	4	38	91	51.12	15	172	823	48	19	38	197	820	5e-20	93.2	230
"5jup/5jup-C-bundle4.C"	"YJL102W"	25	66	264	152	11	46	120	45.45	316	554	823	48	29	315	557	820	4e-08	55.1	131
"5jup/5jup-C-bundle4.C"	"YLR289W"	33.75	54	160	80	2	26	83	51.88	17	160	823	17	17	45	194	646	7e-20	92.4	228
"5jup/5jup-C-bundle4.C"	"YOR187W"	28.68	37	129	84	4	8	59	45.74	20	143	823	15	15	50	175	438	1e-05	46.2	108
"5jup/5jup-C-bundle4.C"	"YAL035W"	29.22	45	154	94	7	15	74	48.05	23	167	823	18	18	410	557	1003	2e-04	43.1	100
"5jup/5jup-C-bundle4.C"	"YOL023W"	24.6	31	126	78	3	17	59	46.83	21	144	823	15	15	148	258	677	2e-04	43.1	100
"5jus/5jus-E-bundle2.E"	"YPL220W"	78.8	171	217	0	2	46	171	78.8	1	171	171	100	100	1	217	218	3e-98	285	728
"5jus/5jus-E-bundle2.E"	"YGL135W"	78.8	171	217	0	2	46	171	78.8	1	171	171	100	100	1	217	218	3e-98	285	728
"5jus/5jus-F-bundle2.F"	"YIL018W"	100	252	252	0	0	0	252	100	1	252	252	100	100	2	253	255	0	503	1295
"5jus/5jus-F-bundle2.F"	"YFR031C-A"	100	252	252	0	0	0	252	100	1	252	252	100	100	2	253	255	0	503	1295
"5jus/5jus-F-bundle2.F"	"YEL050C"	39.17	47	120	60	2	13	64	53.33	98	213	252	46	46	238	348	394	3e-18	81.3	199
"5jus/5jus-G-bundle2.G"	"YOR063W"	100	386	386	0	0	0	386	100	1	386	386	100	100	2	387	388	0	792	2045
"5jus/5jus-H-bundle2.H"	"YBR031W"	100	361	361	0	0	0	361	100	1	361	361	100	100	2	362	363	0	731	1887
"5jus/5jus-H-bundle2.H"	"YDR012W"	99.72	360	361	1	0	0	360	99.72	1	361	361	100	100	2	362	363	0	729	1882
"5jus/5jus-I-bundle2.I"	"YPL131W"	100	296	296	0	0	0	296	100	1	296	296	100	100	2	297	298	0	606	1563
"5jus/5jus-J-bundle2.J"	"YML073C"	100	175	175	0	0	0	175	100	1	175	175	100	100	2	176	177	1e-124	351	900
"5jus/5jus-J-bundle2.J"	"YLR448W"	94.29	165	175	10	0	0	171	97.71	1	175	175	100	100	2	176	177	7e-110	313	802
"5jus/5jus-K-bundle2.K"	"YGL076C"	100	222	222	0	0	0	222	100	1	222	222	100	100	23	244	245	4e-163	452	1164
"5jus/5jus-K-bundle2.K"	"YPL198W"	99.1	220	222	2	0	0	222	100	1	222	222	100	100	23	244	245	2e-162	451	1160
"5jus/5jus-K-bundle2.K"	"YNL002C"	41.46	68	164	86	3	10	95	57.93	61	215	222	70	70	141	303	323	3e-34	124	312
"5jus/5jus-L-bundle2.L"	"YHL033C"	100	233	233	0	0	0	233	100	1	233	233	100	100	24	256	257	4e-171	474	1219
"5jus/5jus-L-bundle2.L"	"YLL045C"	97.85	228	233	5	0	0	232	99.57	1	233	233	100	100	24	256	257	4e-169	469	1207
"5jus/5jus-L-bundle2.L"	"YDL208W"	35.71	20	56	36	0	0	31	55.36	109	164	233	24	24	56	111	157	2e-06	44.7	104
"5jus/5jus-L-bundle2.L"	"YEL026W"	32.14	18	56	38	0	0	31	55.36	109	164	233	24	24	33	88	127	8e-06	42.4	98
"5jus/5jus-M-bundle2.M"	"YGL147C"	100	191	191	0	0	0	191	100	1	191	191	100	100	1	191	192	9e-138	385	989
"5jus/5jus-M-bundle2.M"	"YNL067W"	97.91	187	191	4	0	0	189	98.95	1	191	191	100	100	1	191	192	2e-135	379	973
"5jus/5jus-M-bundle2.M"	"YHR147C"	28.77	42	146	89	7	15	75	51.37	22	163	191	74	74	53	187	215	7e-05	40.4	93
"5jus/5jus-N-bundle2.N"	"YLR075W"	95.91	211	220	0	1	9	211	95.91	1	211	211	100	100	2	221	222	4e-155	431	1108
"5jus/5jus-O-bundle2.O"	"YPR102C"	100	169	169	0	0	0	169	100	1	169	169	100	100	6	174	175	2e-124	349	896
"5jus/5jus-O-bundle2.O"	"YGR085C"	100	169	169	0	0	0	169	100	1	169	169	100	100	6	174	175	3e-124	349	896
"5jus/5jus-P-bundle2.P"	"YEL054C"	100	94	94	0	0	0	94	100	1	94	94	100	100	54	147	166	8e-63	189	481
"5jus/5jus-P-bundle2.P"	"YDR418W"	100	94	94	0	0	0	94	100	1	94	94	100	100	54	147	166	8e-63	189	481
"5jus/5jus-Q-bundle2.Q"	"YDL082W"	100	193	193	0	0	0	193	100	1	193	193	100	100	2	194	200	9e-138	385	990
"5jus/5jus-Q-bundle2.Q"	"YMR142C"	98.96	191	193	2	0	0	192	99.48	1	193	193	100	100	2	194	200	3e-136	382	980
"5jus/5jus-A-bundle3.A"	"YKL006W"	100	136	136	0	0	0	136	100	1	136	136	100	100	3	138	139	8e-93	266	681
"5jus/5jus-A-bundle3.A"	"YHL001W"	99.26	135	136	1	0	0	135	99.26	1	136	136	100	100	3	138	139	3e-92	265	677
"5jus/5jus-B-bundle3.B"	"YLR029C"	100	203	203	0	0	0	203	100	1	203	203	100	100	2	204	205	9e-148	411	1057
"5jus/5jus-B-bundle3.B"	"YMR121C"	99.01	201	203	2	0	0	203	100	1	203	203	100	100	2	204	205	2e-146	408	1049
"5jus/5jus-C-bundle3.C"	"YIL133C"	100	197	197	0	0	0	197	100	1	197	197	100	100	3	199	200	4e-141	394	1012
"5jus/5jus-C-bundle3.C"	"YNL069C"	90.31	177	196	19	0	0	187	95.41	2	197	197	99	99	3	198	199	6e-125	353	905
"5jus/5jus-C-bundle3.C"	"YOR150W"	30.09	34	113	59	4	20	49	43.36	14	110	197	49	49	28	136	164	5e-04	37.4	85
"5jus/5jus-D-bundle3.D"	"YKL180W"	100	183	183	0	0	0	183	100	1	183	183	100	100	2	184	185	7e-132	369	948
"5jus/5jus-D-bundle3.D"	"YJL177W"	98.91	181	183	2	0	0	183	100	1	183	183	100	100	2	184	185	4e-131	367	943
"5jus/5jus-E-bundle3.E"	"YOL120C"	100	185	185	0	0	0	185	100	1	185	185	100	100	2	186	187	2e-132	371	952
"5jus/5jus-E-bundle3.E"	"YNL301C"	100	185	185	0	0	0	185	100	1	185	185	100	100	2	186	187	2e-132	371	952
"5jus/5jus-F-bundle3.F"	"YBR084C-A"	100	188	188	0	0	0	188	100	1	188	188	100	100	2	189	190	2e-131	369	946
"5jus/5jus-F-bundle3.F"	"YBL027W"	100	188	188	0	0	0	188	100	1	188	188	100	100	2	189	190	2e-131	369	946
"5jus/5jus-G-bundle3.G"	"YOR312C"	100	172	172	0	0	0	172	100	1	172	172	100	100	1	172	173	8e-127	356	913
"5jus/5jus-G-bundle3.G"	"YMR242C"	100	172	172	0	0	0	172	100	1	172	172	100	100	1	172	173	8e-127	356	913
"5jus/5jus-H-bundle3.H"	"YBR191W"	100	159	159	0	0	0	159	100	1	159	159	100	100	2	160	161	3e-116	328	840
"5jus/5jus-H-bundle3.H"	"YPL079W"	98.74	157	159	2	0	0	159	100	1	159	159	100	100	2	160	161	8e-116	327	837
"5jus/5jus-I-bundle3.I"	"YLR061W"	100	100	100	0	0	0	100	100	1	100	100	100	100	9	108	122	5e-69	204	518
"5jus/5jus-I-bundle3.I"	"YFL034C-A"	84	84	100	16	0	0	94	94	1	100	100	100	100	9	108	123	9e-49	152	384
"5jus/5jus-J-bundle3.J"	"YER117W"	100	136	136	0	0	0	136	100	1	136	136	100	100	2	137	138	2e-95	273	698
"5jus/5jus-J-bundle3.J"	"YBL087C"	100	136	136	0	0	0	136	100	1	136	136	100	100	2	137	138	2e-95	273	698
"5jus/5jus-K-bundle3.K"	"YGL031C"	100	61	61	0	0	0	61	100	1	61	61	100	100	1	61	156	1e-40	131	329
"5jus/5jus-K-bundle3.K"	"YGR148C"	98.36	60	61	1	0	0	61	100	1	61	61	100	100	1	61	156	2e-40	130	327
"5jus/5jus-K-bundle3.K"	"YLR009W"	49.12	28	57	29	0	0	36	63.16	1	57	61	93	93	1	57	200	2e-14	62.8	151
"5jus/5jus-L-bundle3.L"	"YOL127W"	100	121	121	0	0	0	121	100	1	121	121	100	100	22	142	143	6e-84	243	621
"5jus/5jus-M-bundle3.M"	"YLR344W"	100	126	126	0	0	0	126	100	1	126	126	100	100	2	127	128	7e-86	248	633
"5jus/5jus-M-bundle3.M"	"YGR034W"	99.21	125	126	1	0	0	126	100	1	126	126	100	100	2	127	128	2e-85	247	630
"5jus/5jus-N-bundle3.N"	"YHR010W"	100	135	135	0	0	0	135	100	1	135	135	100	100	2	136	137	5e-94	269	688
"5jus/5jus-N-bundle3.N"	"YDR471W"	99.26	134	135	1	0	0	134	99.26	1	135	135	100	100	2	136	137	4e-93	267	683
"5jus/5jus-O-bundle3.O"	"YGL103W"	100	148	148	0	0	0	148	100	1	148	148	100	100	2	149	150	4e-106	301	771
"5jus/5jus-P-bundle3.P"	"YFR032C-A"	100	58	58	0	0	0	58	100	1	58	58	100	100	2	59	60	4e-35	114	284
"5jus/5jus-Q-bundle3.Q"	"YGL030W"	100	97	97	0	0	0	97	100	1	97	97	100	100	9	105	106	4e-64	191	484
"5jus/5jus-R-bundle3.R"	"YDL075W"	100	109	109	0	0	0	109	100	1	109	109	100	100	4	112	114	1e-75	221	563
"5jus/5jus-R-bundle3.R"	"YLR406C"	99.08	108	109	1	0	0	109	100	1	109	109	100	100	4	112	114	6e-75	219	558
"5jus/5jus-S-bundle3.S"	"YBL092W"	100	127	127	0	0	0	127	100	1	127	127	100	100	2	128	131	9e-90	258	659
"5jus/5jus-T-bundle3.T"	"YPL143W"	100	106	106	0	0	0	106	100	1	106	106	100	100	2	107	108	3e-74	217	553
"5jus/5jus-T-bundle3.T"	"YOR234C"	99.06	105	106	1	0	0	106	100	1	106	106	100	100	2	107	108	1e-73	215	548
"5jus/5jus-U-bundle3.U"	"YER056C-A"	100	112	112	0	0	0	112	100	1	112	112	100	100	2	113	122	3e-78	228	580
"5jus/5jus-U-bundle3.U"	"YIL052C"	99.11	111	112	1	0	0	112	100	1	112	112	100	100	2	113	122	5e-78	227	579
"5jus/5jus-V-bundle3.V"	"YDL191W"	100	119	119	0	0	0	119	100	1	119	119	100	100	2	120	121	1e-78	229	584
"5jus/5jus-V-bundle3.V"	"YDL136W"	100	119	119	0	0	0	119	100	1	119	119	100	100	2	120	121	1e-78	229	584
"5jus/5jus-W-bundle3.W"	"YMR194W"	100	99	99	0	0	0	99	100	1	99	99	100	100	2	100	101	1e-65	194	494
"5jus/5jus-W-bundle3.W"	"YPL249C-A"	98.98	97	98	1	0	0	97	98.98	2	99	99	99	99	3	100	101	2e-64	191	486
"5jus/5jus-X-bundle3.X"	"YLR185W"	100	87	87	0	0	0	87	100	1	87	87	100	100	2	88	89	4e-58	174	442
"5jus/5jus-X-bundle3.X"	"YDR500C"	93.1	81	87	6	0	0	83	95.4	1	87	87	100	100	2	88	89	6e-54	164	414
"5jus/5jus-Y-bundle3.Y"	"YLR325C"	100	77	77	0	0	0	77	100	1	77	77	100	100	2	78	79	1e-49	152	384
"5jus/5jus-Z-bundle3.Z"	"YJL189W"	100	50	50	0	0	0	50	100	1	50	50	100	100	2	51	52	6e-29	97.8	242
"5jus/5jus-a-bundle3.a"	"YKR094C"	100	52	52	0	0	0	52	100	1	52	52	100	100	77	128	129	2e-32	108	270
"5jus/5jus-a-bundle3.a"	"YIL148W"	100	52	52	0	0	0	52	100	1	52	52	100	100	77	128	129	2e-32	108	270
"5jus/5jus-b-bundle3.b"	"YDL184C"	100	25	25	0	0	0	25	100	1	25	25	100	100	1	25	26	1e-07	41.2	95
"5jus/5jus-b-bundle3.b"	"YDL133C-A"	100	25	25	0	0	0	25	100	1	25	25	100	100	1	25	26	1e-07	41.2	95
"5jus/5jus-c-bundle3.c"	"YNL162W"	100	105	105	0	0	0	105	100	1	105	105	100	100	2	106	107	5e-70	206	525
"5jus/5jus-c-bundle3.c"	"YHR141C"	100	105	105	0	0	0	105	100	1	105	105	100	100	2	106	107	5e-70	206	525
"5jus/5jus-d-bundle3.d"	"YPR043W"	100	91	91	0	0	0	91	100	1	91	91	100	100	2	92	93	6e-60	179	455
"5jus/5jus-d-bundle3.d"	"YJR094W-A"	100	91	91	0	0	0	91	100	1	91	91	100	100	2	92	93	6e-60	179	455
"5jus/5jus-e-bundle3.e"	"YLR340W"	100	189	189	0	0	0	189	100	1	189	189	100	100	5	193	313	7e-136	385	988
"5jus/5jus-e-bundle3.e"	"YKL009W"	26.64	57	214	122	8	35	96	44.86	1	189	189	100	100	20	223	237	8e-12	60.1	144
"5jus/5jus-f-bundle3.f"	"YMR116C"	100	318	318	0	0	0	318	100	1	318	318	100	100	2	319	320	0	652	1683
"5jus/5jus-f-bundle3.f"	"YBR198C"	31.76	74	233	142	7	17	110	47.21	11	240	318	97	72	520	738	799	2e-22	96.7	239
"5jus/5jus-f-bundle3.f"	"YBR198C"	25	48	192	135	3	9	88	45.83	57	245	318	97	59	518	703	799	3e-16	77.4	189
"5jus/5jus-f-bundle3.f"	"YBR198C"	27.67	70	253	154	10	29	114	45.06	11	254	318	97	77	562	794	799	4e-16	77	188
"5jus/5jus-f-bundle3.f"	"YBR198C"	24.66	55	223	152	6	16	101	45.29	98	317	318	97	69	517	726	799	5e-15	73.9	180
"5jus/5jus-f-bundle3.f"	"YBR198C"	22.98	54	235	149	6	32	95	40.43	102	317	318	97	68	462	683	799	3e-09	55.8	133
"5jus/5jus-f-bundle3.f"	"YIL046W"	33.33	61	183	104	5	18	92	50.27	12	194	318	80	58	298	462	641	6e-21	91.7	226
"5jus/5jus-f-bundle3.f"	"YIL046W"	22.05	43	195	123	8	29	85	43.59	86	264	318	80	56	269	450	641	4e-07	49.3	116
"5jus/5jus-f-bundle3.f"	"YIL046W"	41.43	29	70	38	2	3	39	55.71	77	145	318	80	22	523	590	641	6e-07	48.9	115
"5jus/5jus-f-bundle3.f"	"YLR222C"	26.94	59	219	144	4	16	103	47.03	14	222	318	80	66	432	644	818	6e-20	89	219
"5jus/5jus-f-bundle3.f"	"YLR222C"	25.46	69	271	165	10	37	116	42.8	13	265	318	80	80	385	636	818	5e-14	70.5	171
"5jus/5jus-f-bundle3.f"	"YLR222C"	23.28	61	262	167	7	34	108	41.22	19	259	318	80	76	350	598	818	5e-11	61.6	148
"5jus/5jus-f-bundle3.f"	"YLR222C"	28.06	39	139	90	4	10	63	45.32	52	183	318	80	42	91	226	818	9e-07	48.1	113
"5jus/5jus-f-bundle3.f"	"YPL151C"	22.33	69	309	225	5	15	124	40.13	8	313	318	96	96	131	427	452	1e-19	87	214
"5jus/5jus-f-bundle3.f"	"YCR072C"	24.71	86	348	201	13	61	148	42.53	11	312	318	97	95	181	513	516	3e-18	83.2	204
"5jus/5jus-f-bundle3.f"	"YCR072C"	22.69	81	357	204	13	72	142	39.78	12	316	318	97	96	139	475	516	6e-13	67	162
"5jus/5jus-f-bundle3.f"	"YCR072C"	25.21	61	242	163	7	18	108	44.63	7	245	318	97	75	269	495	516	3e-12	65.1	157
"5jus/5jus-f-bundle3.f"	"YCR072C"	32.52	40	123	77	3	6	62	50.41	12	134	318	97	39	398	514	516	1e-10	60.5	145
"5jus/5jus-f-bundle3.f"	"YDL145C"	24.74	72	291	167	9	52	119	40.89	12	265	318	87	80	49	324	1202	8e-18	82.4	202
"5jus/5jus-f-bundle3.f"	"YDL145C"	28.81	51	177	113	3	13	79	44.63	60	232	318	87	54	7	174	1202	2e-16	77.8	190
"5jus/5jus-f-bundle3.f"	"YDL145C"	23.45	68	290	168	8	54	116	40	11	259	318	87	78	90	366	1202	8e-13	67.4	163
"5jus/5jus-f-bundle3.f"	"YDL145C"	24.45	67	274	165	9	42	117	42.7	50	287	318	87	75	39	306	1202	4e-12	65.1	157
"5jus/5jus-f-bundle3.f"	"YLR129W"	28.19	64	227	136	8	27	102	44.93	13	223	318	97	66	470	685	944	3e-17	80.5	197
"5jus/5jus-f-bundle3.f"	"YLR129W"	27.66	39	141	92	4	10	64	45.39	85	224	318	97	44	100	231	944	2e-09	57	136
"5jus/5jus-f-bundle3.f"	"YLR129W"	22.67	73	322	206	12	43	134	41.61	12	313	318	97	95	387	685	944	2e-09	56.6	135
"5jus/5jus-f-bundle3.f"	"YLR129W"	25.25	25	99	73	1	1	47	47.47	174	271	318	97	31	100	198	944	2e-05	44.3	103
"5jus/5jus-f-bundle3.f"	"YLR129W"	27.54	38	138	83	6	17	58	42.03	59	193	318	97	42	116	239	944	2e-04	40.8	94
"5jus/5jus-f-bundle3.f"	"YLR129W"	25.2	31	123	81	4	11	54	43.9	14	135	318	97	38	119	231	944	4e-04	40	92
"5jus/5jus-f-bundle3.f"	"YLR129W"	22.83	29	127	88	4	10	54	42.52	193	318	318	97	40	389	506	944	6e-04	39.7	91
"5jus/5jus-f-bundle3.f"	"YCR057C"	22.51	61	271	187	6	23	123	45.39	61	314	318	96	80	342	606	924	1e-15	75.9	185
"5jus/5jus-f-bundle3.f"	"YCR057C"	25.42	61	240	164	7	15	114	47.5	13	249	318	96	75	342	569	924	9e-15	73.2	178
"5jus/5jus-f-bundle3.f"	"YCR057C"	22.4	69	308	174	13	65	117	37.99	58	317	318	96	82	87	377	924	2e-05	44.3	103
"5jus/5jus-f-bundle3.f"	"YCR057C"	24.41	31	127	85	4	11	58	45.67	194	314	318	96	38	54	175	924	9e-05	42	97
"5jus/5jus-f-bundle3.f"	"YNL006W"	23.83	71	298	195	11	32	132	44.3	31	316	318	97	90	4	281	304	3e-15	72.8	177
"5jus/5jus-f-bundle3.f"	"YNL006W"	22.02	48	218	124	6	46	85	38.99	56	228	318	97	54	67	283	304	4e-08	52	123
"5jus/5jus-f-bundle3.f"	"YNL006W"	30.77	32	104	67	3	5	53	50.96	12	115	318	97	33	203	301	304	7e-08	51.2	121
"5jus/5jus-f-bundle3.f"	"YNL006W"	21.43	51	238	121	9	66	92	38.66	10	195	318	97	58	69	292	304	2e-04	40.8	94
"5jus/5jus-f-bundle3.f"	"YGL137W"	28.97	62	214	133	6	19	90	42.06	54	262	318	80	66	87	286	890	6e-15	73.6	179
"5jus/5jus-f-bundle3.f"	"YGL137W"	25.89	58	224	118	6	48	91	40.62	8	216	318	80	66	132	322	890	3e-12	65.5	158
"5jus/5jus-f-bundle3.f"	"YGL137W"	26.26	52	198	135	5	11	78	39.39	55	246	318	80	60	46	238	890	5e-09	55.5	132
"5jus/5jus-f-bundle3.f"	"YCR084C"	26.51	44	166	108	5	14	79	47.59	67	224	318	96	50	446	605	714	5e-14	70.9	172
"5jus/5jus-f-bundle3.f"	"YCR084C"	24.18	37	153	113	2	3	76	49.67	168	318	318	96	47	458	609	714	1e-11	63.5	153
"5jus/5jus-f-bundle3.f"	"YCR084C"	22.78	54	237	149	8	34	98	41.35	31	245	318	96	68	457	681	714	2e-08	53.5	127
"5jus/5jus-f-bundle3.f"	"YCR084C"	26.28	36	137	85	4	16	59	43.07	14	136	318	96	39	574	708	714	9e-05	42	97
"5jus/5jus-f-bundle3.f"	"YCR084C"	25.41	31	122	81	3	10	57	46.72	198	317	318	96	38	446	559	714	1e-04	42	97
"5jus/5jus-f-bundle3.f"	"YDR364C"	24.81	66	266	180	10	20	118	44.36	57	312	318	81	81	155	410	456	6e-14	70.1	170
"5jus/5jus-f-bundle3.f"	"YFL009W"	24.73	68	275	153	10	54	116	42.18	12	244	318	81	73	459	721	780	7e-14	70.1	170
"5jus/5jus-f-bundle3.f"	"YFL009W"	24.81	65	262	157	12	40	117	44.66	9	265	318	81	81	374	600	780	6e-13	67.4	163
"5jus/5jus-f-bundle3.f"	"YBR175W"	27.23	52	191	125	6	14	89	46.6	57	233	318	81	56	89	279	316	1e-13	68.6	166
