"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"uniprot_seq_md5"	"coordinate_id"	"provider"	"sstart2"	"send2"	"template"	"qmean"	"qmean_norm"	"seqid"	"url"	"mapid"	"Seq_similarity"	"Seq_identity"	"pdb_id2"	"Resolution"	"pdb_length"	"Coverage"	"locus"	"note"
"Q02260"	""	146	"214fff8dc075a1e46a61963e5eafed2f"	"5cd8a4db8fd6f99402643cd9"	"SWISSMODEL"	1	119	"5zwn.1.K"	-1.4270200295	0.7116983739	100	"https://swissmodel.expasy.org/repository/uniprot/Q02260.pdb?provider=swissmodel&from=1&to=119&template=5zwn.1.K&provider=swissmodel"	"1_119_5zwn.1.K_5cd8a4db8fd6f99402643cd9"	NA	NA	"5zwn"	NA	118	0.808219178082192	"YGR074W"	NA
"P43321"	""	101	"4c0c4f27be3518fb60b67c62adfd3446"	"5cda41598fd6f915b36bad72"	"SWISSMODEL"	4	85	"5gmk.1.e"	-1.4569662985	0.7010114818	100	"https://swissmodel.expasy.org/repository/uniprot/P43321.pdb?provider=swissmodel&from=4&to=85&template=5gmk.1.e&provider=swissmodel"	"4_85_5gmk.1.e_5cda41598fd6f915b36bad72"	NA	NA	"5gmk"	NA	81	0.801980198019802	"YLR147C"	NA
"P34245"	""	136	"cc67f2f225acbd32c5058513029a0f84"	"5cd8f4159ffd12bdf615b0d2"	"SWISSMODEL"	75	103	"1pt5.1.A"	-2.2942355753	0.5113865865	30.7692298889	"https://swissmodel.expasy.org/repository/uniprot/P34245.pdb?provider=swissmodel&from=75&to=103&template=1pt5.1.A&provider=swissmodel"	"75_103_1pt5.1.A_5cd8f4159ffd12bdf615b0d2"	NA	NA	"1pt5"	NA	28	0.205882352941176	"YKL097C"	NA
"P53838"	""	576	"7a3baba52af1b49bd62b0df2746ecb11"	"5cd733c808cc8fb90635b77b"	"SWISSMODEL"	69	110	"1bzk.1.A"	-3.7717438499	0.3130999349	39.5348854065	"https://swissmodel.expasy.org/repository/uniprot/P53838.pdb?provider=swissmodel&from=69&to=110&template=1bzk.1.A&provider=swissmodel"	"69_110_1bzk.1.A_5cd733c808cc8fb90635b77b"	NA	NA	"1bzk"	NA	41	0.0711805555555556	"YNL275W"	NA
"Q12497"	""	93	"5858d844bae118bcdbed9ae74bdfdabb"	"5cdaa0ee08cc8f901d6e4aa3"	"SWISSMODEL"	48	88	"5j0h.1.A"	-3.02979963	0.6250236939	39.3939399719	"https://swissmodel.expasy.org/repository/uniprot/Q12497.pdb?provider=swissmodel&from=48&to=88&template=5j0h.1.A&provider=swissmodel"	"48_88_5j0h.1.A_5cdaa0ee08cc8f901d6e4aa3"	NA	NA	"5j0h"	NA	40	0.43010752688172	"YDR070C"	NA
"P53011"	""	349	"d68ab625c43fe653b91d4718f2ead4aa"	"5cdd49c83b85d1901fc44702"	"SWISSMODEL"	1	346	"4xmm.1.C"	-2.590478145	0.6849542812	100	"https://swissmodel.expasy.org/repository/uniprot/P53011.pdb?provider=swissmodel&from=1&to=346&template=4xmm.1.C&provider=swissmodel"	"1_346_4xmm.1.C_5cdd49c83b85d1901fc44702"	NA	NA	"4xmm"	NA	345	0.988538681948424	"YGL100W"	NA
"P32566"	""	505	"43e5d80b7978294346479b8eadd52f2d"	"5cd6731c9ffd12ddf28bf4e8"	"SWISSMODEL"	84	340	"5j1b.1.A"	-0.5944026072	0.7524643786	100	"https://swissmodel.expasy.org/repository/uniprot/P32566.pdb?provider=swissmodel&from=84&to=340&template=5j1b.1.A&provider=swissmodel"	"84_340_5j1b.1.A_5cd6731c9ffd12ddf28bf4e8"	NA	NA	"5j1b"	NA	256	0.506930693069307	"YGR229C"	NA
"P41808"	""	388	"bf6546bf3b868945d4146446570cf5e6"	"5cd4d08a1a200bfa022b5c64"	"SWISSMODEL"	27	383	"5z33.1.A"	-1.9542386647	0.7063563634	42.3631134033	"https://swissmodel.expasy.org/repository/uniprot/P41808.pdb?provider=swissmodel&from=27&to=383&template=5z33.1.A&provider=swissmodel"	"27_383_5z33.1.A_5cd4d08a1a200bfa022b5c64"	NA	NA	"5z33"	NA	356	0.917525773195876	"YPR054W"	NA
"P0CX77"	""	362	"444f031c1e505e659c0dca6cca7640aa"	"5cdd4d5ad60c59ba5d9e90d1"	"SWISSMODEL"	32	358	"5i48.1.A"	-2.7380159986	0.6677790149	43.9252319336	"https://swissmodel.expasy.org/repository/uniprot/P0CX77.pdb?provider=swissmodel&from=32&to=358&template=5i48.1.A&provider=swissmodel"	"32_358_5i48.1.A_5cdd4d5ad60c59ba5d9e90d1"	NA	NA	"5i48"	NA	326	0.900552486187845	"YLR157C"	NA
"P20048"	""	519	"6138337ad9b3df1741023e49bfca5d69"	"59ca67197f4bf93ca8ee1e75"	"SWISSMODEL"	23	47	"5fgo.3.A"	-1.7009771111	0.5784120699	32	"https://swissmodel.expasy.org/repository/uniprot/P20048.pdb?provider=swissmodel&from=23&to=47&template=5fgo.3.A&provider=swissmodel"	"23_47_5fgo.3.A_59ca67197f4bf93ca8ee1e75"	NA	NA	"5fgo"	NA	24	0.046242774566474	"YMR013C"	NA
"P32364"	""	656	"e805713bab567353155444cf4392c8e9"	"5cd7d7f9732c1e3a743bbdb7"	"SWISSMODEL"	24	415	"3h4s.1.A"	-3.790477168	0.6350927777	25.7142848969	"https://swissmodel.expasy.org/repository/uniprot/P32364.pdb?provider=swissmodel&from=24&to=415&template=3h4s.1.A&provider=swissmodel"	"24_415_3h4s.1.A_5cd7d7f9732c1e3a743bbdb7"	NA	NA	"3h4s"	NA	391	0.596036585365854	"YKL079W"	NA
"P25294"	""	352	"729a734275a754c2e574c07721f2f453"	"5cdd3d4d9ffd120f1e6bfafe"	"SWISSMODEL"	2	352	"4j80.2.B"	-3.2301154686	0.6505617226	28.7878780365	"https://swissmodel.expasy.org/repository/uniprot/P25294.pdb?provider=swissmodel&from=2&to=352&template=4j80.2.B&provider=swissmodel"	"2_352_4j80.2.B_5cdd3d4d9ffd120f1e6bfafe"	NA	NA	"4j80"	NA	350	0.994318181818182	"YNL007C"	NA
"P25294"	""	352	"729a734275a754c2e574c07721f2f453"	"5cdd3d4c9ffd120f1e6bfafa"	"SWISSMODEL"	2	352	"4j80.2.A"	-3.2301154686	0.6505617226	28.7878780365	"https://swissmodel.expasy.org/repository/uniprot/P25294.pdb?provider=swissmodel&from=2&to=352&template=4j80.2.A&provider=swissmodel"	"2_352_4j80.2.A_5cdd3d4c9ffd120f1e6bfafa"	NA	NA	"4j80"	NA	350	0.994318181818182	"YNL007C"	NA
"P06787"	""	147	"f07b91ae7d839b3c79db59393a4cf4e1"	"5cd89d50a03a1be396c2568e"	"SWISSMODEL"	2	147	"2lhi.1.A"	-2.4864955058	0.6571254281	100	"https://swissmodel.expasy.org/repository/uniprot/P06787.pdb?provider=swissmodel&from=2&to=147&template=2lhi.1.A&provider=swissmodel"	"2_147_2lhi.1.A_5cd89d50a03a1be396c2568e"	NA	NA	"2lhi"	NA	145	0.986394557823129	"YBR109C"	NA
"P06787"	""	147	"f07b91ae7d839b3c79db59393a4cf4e1"	"5cd89d50a03a1be396c25686"	"SWISSMODEL"	2	147	"6o20.1.C"	-1.7635016265	0.6942826893	59.8639450073	"https://swissmodel.expasy.org/repository/uniprot/P06787.pdb?provider=swissmodel&from=2&to=147&template=6o20.1.C&provider=swissmodel"	"2_147_6o20.1.C_5cd89d50a03a1be396c25686"	NA	NA	"6o20"	NA	145	0.986394557823129	"YBR109C"	NA
"P06787"	""	147	"f07b91ae7d839b3c79db59393a4cf4e1"	"5cd89d50a03a1be396c2567e"	"SWISSMODEL"	2	147	"1lkj.1.A"	-0.8800887753	0.7396844597	100	"https://swissmodel.expasy.org/repository/uniprot/P06787.pdb?provider=swissmodel&from=2&to=147&template=1lkj.1.A&provider=swissmodel"	"2_147_1lkj.1.A_5cd89d50a03a1be396c2567e"	NA	NA	"1lkj"	NA	145	0.986394557823129	"YBR109C"	NA
"P07213"	""	617	"b5e12c49a9e7b38005a2e2b2d3ecf66f"	"5cd790a2732c1e586fd832e9"	"SWISSMODEL"	81	605	"3fp3.1.A"	-2.1851924286	0.6988107229	55.9386978149	"https://swissmodel.expasy.org/repository/uniprot/P07213.pdb?provider=swissmodel&from=81&to=605&template=3fp3.1.A&provider=swissmodel"	"81_605_3fp3.1.A_5cd790a2732c1e586fd832e9"	NA	NA	"3fp3"	NA	524	0.849270664505673	"YNL121C"	NA
"Q08622"	""	556	"e33d4a28a3a49bef1b3912d2edb2b11d"	"5cd70672732c1e59f0c6c947"	"SWISSMODEL"	105	234	"5o8w.1.A"	-3.3031751562	0.6061430116	12.8000001907	"https://swissmodel.expasy.org/repository/uniprot/Q08622.pdb?provider=swissmodel&from=105&to=234&template=5o8w.1.A&provider=swissmodel"	"105_234_5o8w.1.A_5cd70672732c1e59f0c6c947"	NA	NA	"5o8w"	NA	129	0.232014388489209	"YOR205C"	NA
"P39990"	""	126	"0f2706f8d7f6b4c4bd36e3b9e5f99c51"	"5cd946f78fd6f9eeec3ba458"	"SWISSMODEL"	1	126	"3jcm.1.G"	-0.6132277888	0.7552933442	100	"https://swissmodel.expasy.org/repository/uniprot/P39990.pdb?provider=swissmodel&from=1&to=126&template=3jcm.1.G&provider=swissmodel"	"1_126_3jcm.1.G_5cd946f78fd6f9eeec3ba458"	NA	NA	"3jcm"	NA	125	0.992063492063492	"YEL026W"	NA
"Q12368"	""	194	"387dbf61c704c9bdc23a7d57e3424b79"	"5cd77625732c1ea73ce4ea45"	"SWISSMODEL"	33	146	"5zwo.1.v"	-2.6796944567	0.6482539337	100	"https://swissmodel.expasy.org/repository/uniprot/Q12368.pdb?provider=swissmodel&from=33&to=146&template=5zwo.1.v&provider=swissmodel"	"33_146_5zwo.1.v_5cd77625732c1ea73ce4ea45"	NA	NA	"5zwo"	NA	113	0.582474226804124	"YDL098C"	NA
"Q08826"	""	162	"f6736593b951a326ac207e5ddc8aa590"	"5cd838471a200b9b4863f52e"	"SWISSMODEL"	31	162	"1ocu.2.A"	-0.4388747074	0.762317086	100	"https://swissmodel.expasy.org/repository/uniprot/Q08826.pdb?provider=swissmodel&from=31&to=162&template=1ocu.2.A&provider=swissmodel"	"31_162_1ocu.2.A_5cd838471a200b9b4863f52e"	NA	NA	"1ocu"	NA	131	0.808641975308642	"YOR357C"	NA
"Q12000"	""	345	"6bdd7b8e36de097971aa10851bec53f7"	"5cd4766d1a200b24e9d8f8c5"	"SWISSMODEL"	214	338	"4a9a.1.B"	-0.1819409536	0.7790619621	100	"https://swissmodel.expasy.org/repository/uniprot/Q12000.pdb?provider=swissmodel&from=214&to=338&template=4a9a.1.B&provider=swissmodel"	"214_338_4a9a.1.B_5cd4766d1a200b24e9d8f8c5"	NA	NA	"4a9a"	NA	124	0.359420289855072	"YOR091W"	NA
"P53315"	""	255	"8fb95f9fa49f4f2d8c99f9ab9d4a6119"	"5cd636b6732c1eefc2c5bf52"	"SWISSMODEL"	2	251	"4tm7.1.A"	-3.7853015691	0.6184724104	27.4678115845	"https://swissmodel.expasy.org/repository/uniprot/P53315.pdb?provider=swissmodel&from=2&to=251&template=4tm7.1.A&provider=swissmodel"	"2_251_4tm7.1.A_5cd636b6732c1eefc2c5bf52"	NA	NA	"4tm7"	NA	249	0.976470588235294	"YGR248W"	NA
"P25657"	""	155	"bd37203c3530268e97c9fad48d1d372d"	"5cd86728d60c5983354ddff7"	"SWISSMODEL"	4	154	"6fg9.1.A"	-3.8211829861	0.5879605763	19.310344696	"https://swissmodel.expasy.org/repository/uniprot/P25657.pdb?provider=swissmodel&from=4&to=154&template=6fg9.1.A&provider=swissmodel"	"4_154_6fg9.1.A_5cd86728d60c5983354ddff7"	NA	NA	"6fg9"	NA	150	0.967741935483871	"YCR099C"	NA
"P32316"	""	526	"7caade826a59e02cbf95445ec9953df7"	"5cd6b3609ffd129fc811597c"	"SWISSMODEL"	8	520	"4eu8.1.A"	-1.9119163248	0.6986369665	45.4909820557	"https://swissmodel.expasy.org/repository/uniprot/P32316.pdb?provider=swissmodel&from=8&to=520&template=4eu8.1.A&provider=swissmodel"	"8_520_4eu8.1.A_5cd6b3609ffd129fc811597c"	NA	NA	"4eu8"	NA	512	0.973384030418251	"YBL015W"	NA
"P33419"	""	253	"65c8a3495e713fc8df05f88330f29ac1"	"5cd6441ea03a1bde05cfca4c"	"SWISSMODEL"	12	36	"5tgw.1.A"	1.7299859649	0.966037317	40	"https://swissmodel.expasy.org/repository/uniprot/P33419.pdb?provider=swissmodel&from=12&to=36&template=5tgw.1.A&provider=swissmodel"	"12_36_5tgw.1.A_5cd6441ea03a1bde05cfca4c"	NA	NA	"5tgw"	NA	24	0.0948616600790514	"YPL124W"	NA
"P06103"	""	763	"a26060534ccedb464eb67b6e77754436"	"5cd89b3da03a1ba961416d0e"	"SWISSMODEL"	72	737	"6fyx.1.h"	-1.2144124693	0.7240972679	100	"https://swissmodel.expasy.org/repository/uniprot/P06103.pdb?provider=swissmodel&from=72&to=737&template=6fyx.1.h&provider=swissmodel"	"72_737_6fyx.1.h_5cd89b3da03a1ba961416d0e"	NA	NA	"6fyx"	NA	665	0.871559633027523	"YOR361C"	NA
"P39723"	""	622	"31a1a828a53540768fac1af68a80375e"	"5cd7962908cc8f5cd5dd94de"	"SWISSMODEL"	414	539	"2v71.1.B"	-3.9698293182	0.6426533998	14.529914856	"https://swissmodel.expasy.org/repository/uniprot/P39723.pdb?provider=swissmodel&from=414&to=539&template=2v71.1.B&provider=swissmodel"	"414_539_2v71.1.B_5cd7962908cc8f5cd5dd94de"	NA	NA	"2v71"	NA	125	0.20096463022508	"YAL047C"	NA
"P36145"	""	328	"c5038eb83c05e3ba019bd7a1b4565d9b"	"5cd4c64f9ffd12867dd3e2fa"	"SWISSMODEL"	123	283	"5oqj.1.V"	-3.7607059123	0.6010583797	100	"https://swissmodel.expasy.org/repository/uniprot/P36145.pdb?provider=swissmodel&from=123&to=283&template=5oqj.1.V&provider=swissmodel"	"123_283_5oqj.1.V_5cd4c64f9ffd12867dd3e2fa"	NA	NA	"5oqj"	NA	160	0.48780487804878	"YKR062W"	NA
"Q12334"	""	223	"bf6171bf15737f50ef7a64af038373ce"	"5cd6dae0732c1e2f215ae9b5"	"SWISSMODEL"	73	132	"2yfv.1.C"	-0.0117539146	0.7956402116	71.4285736084	"https://swissmodel.expasy.org/repository/uniprot/Q12334.pdb?provider=swissmodel&from=73&to=132&template=2yfv.1.C&provider=swissmodel"	"73_132_2yfv.1.C_5cd6dae0732c1e2f215ae9b5"	NA	NA	"2yfv"	NA	59	0.26457399103139	"YDL139C"	NA
"P06786"	""	1428	"ad91a73495aa83a831375d13f5da6b42"	"5cdb5d7a1a200bbaadabc284"	"SWISSMODEL"	7	1177	"4gfh.1.A"	-1.4125530677	0.7168647353	100	"https://swissmodel.expasy.org/repository/uniprot/P06786.pdb?provider=swissmodel&from=7&to=1177&template=4gfh.1.A&provider=swissmodel"	"7_1177_4gfh.1.A_5cdb5d7a1a200bbaadabc284"	NA	NA	"4gfh"	NA	1170	0.819327731092437	"YNL088W"	NA
"Q12074"	""	293	"d536e3c7ba608dcc0f31d49c90fbc92a"	"5cd59274d60c5988ed7134e7"	"SWISSMODEL"	9	293	"2o06.1.A"	-0.598377631	0.7474430284	58.0985908508	"https://swissmodel.expasy.org/repository/uniprot/Q12074.pdb?provider=swissmodel&from=9&to=293&template=2o06.1.A&provider=swissmodel"	"9_293_2o06.1.A_5cd59274d60c5988ed7134e7"	NA	NA	"2o06"	NA	284	0.969283276450512	"YPR069C"	NA
"P50088"	""	95	"ad3d52812f20ba347776665983f03de8"	"5cda8b6a1a200b9d2c9419f6"	"SWISSMODEL"	54	92	"3lfk.1.A"	-1.7985806048	0.5673849684	33.3333320618	"https://swissmodel.expasy.org/repository/uniprot/P50088.pdb?provider=swissmodel&from=54&to=92&template=3lfk.1.A&provider=swissmodel"	"54_92_3lfk.1.A_5cda8b6a1a200b9d2c9419f6"	NA	NA	"3lfk"	NA	38	0.4	"YGR236C"	NA
"P33296"	""	250	"0849c2aef25aa1e649a0b50797cf2d67"	"5cd651729ffd12ef3e083492"	"SWISSMODEL"	5	162	"2f4w.1.A"	-0.655153514	0.7517396517	53.5294113159	"https://swissmodel.expasy.org/repository/uniprot/P33296.pdb?provider=swissmodel&from=5&to=162&template=2f4w.1.A&provider=swissmodel"	"5_162_2f4w.1.A_5cd651729ffd12ef3e083492"	NA	NA	"2f4w"	NA	157	0.628	"YER100W"	NA
"P38181"	""	1502	"8da22ed668e7e166fdbaa947afa69797"	"5cdb7eeed60c5943ea0b388c"	"SWISSMODEL"	1000	1502	"3i5p.1.A"	-3.5525455763	0.6564104811	100	"https://swissmodel.expasy.org/repository/uniprot/P38181.pdb?provider=swissmodel&from=1000&to=1502&template=3i5p.1.A&provider=swissmodel"	"1000_1502_3i5p.1.A_5cdb7eeed60c5943ea0b388c"	NA	NA	"3i5p"	NA	502	0.33422103861518	"YBL079W"	NA
"P25577"	""	312	"c0f47c09d0756755e9af5ba29b0eacda"	"5cd51f54d60c59d0e062c699"	"SWISSMODEL"	249	278	"5mus.1.A"	-1.9335259385	0.5521390397	43.3333320618	"https://swissmodel.expasy.org/repository/uniprot/P25577.pdb?provider=swissmodel&from=249&to=278&template=5mus.1.A&provider=swissmodel"	"249_278_5mus.1.A_5cd51f54d60c59d0e062c699"	NA	NA	"5mus"	NA	29	0.092948717948718	"YCL049C"	NA
"Q08231"	""	455	"89c02b0bcd65a8e1c42b6fcba6d96f76"	"5cd5cf109ffd122bcc89a2df"	"SWISSMODEL"	1	455	"5ubp.1.B"	-0.6669240063	0.7510498481	100	"https://swissmodel.expasy.org/repository/uniprot/Q08231.pdb?provider=swissmodel&from=1&to=455&template=5ubp.1.B&provider=swissmodel"	"1_455_5ubp.1.B_5cd5cf109ffd122bcc89a2df"	NA	NA	"5ubp"	NA	454	0.997802197802198	"YOL072W"	NA
"Q12318"	""	242	"a854caedea2de3e3dbbda7cf8358b2e8"	"5cd67afa3b85d124d50c141d"	"SWISSMODEL"	1	239	"5xyn.1.A"	-1.6985057908	0.7104029198	100	"https://swissmodel.expasy.org/repository/uniprot/Q12318.pdb?provider=swissmodel&from=1&to=239&template=5xyn.1.A&provider=swissmodel"	"1_239_5xyn.1.A_5cd67afa3b85d124d50c141d"	NA	NA	"5xyn"	NA	238	0.983471074380165	"YLR376C"	NA
"Q02326"	""	176	"3f776c8977bb9860424b830fbe836d41"	"5cd7dc15732c1efabb7d5560"	"SWISSMODEL"	2	176	"5apn.1.H"	-2.6346384832	0.6653477728	100	"https://swissmodel.expasy.org/repository/uniprot/Q02326.pdb?provider=swissmodel&from=2&to=176&template=5apn.1.H&provider=swissmodel"	"2_176_5apn.1.H_5cd7dc15732c1efabb7d5560"	NA	NA	"5apn"	NA	174	0.988636363636364	"YML073C"	NA
"Q04359"	""	397	"93a2ecfb41f03a1d89b919510d23903f"	"5cd4f65e08cc8f76dd0b2b66"	"SWISSMODEL"	283	391	"3p8c.1.E"	-3.2738821533	0.620905431	15.2173910141	"https://swissmodel.expasy.org/repository/uniprot/Q04359.pdb?provider=swissmodel&from=283&to=391&template=3p8c.1.E&provider=swissmodel"	"283_391_3p8c.1.E_5cd4f65e08cc8f76dd0b2b66"	NA	NA	"3p8c"	NA	108	0.272040302267003	"YMR017W"	NA
"P07245"	""	946	"7ce5561f0b4ab844e34d02af0e791ede"	"5cd9b253a03a1bb638a85518"	"SWISSMODEL"	1	300	"4a5o.1.A"	-1.0838690767	0.7286394748	47.7031784058	"https://swissmodel.expasy.org/repository/uniprot/P07245.pdb?provider=swissmodel&from=1&to=300&template=4a5o.1.A&provider=swissmodel"	"1_300_4a5o.1.A_5cd9b253a03a1bb638a85518"	NA	NA	"4a5o"	NA	299	0.316067653276956	"YGR204W"	NA
"P40014"	""	221	"18b33191a7dbd88f2048fd71b908c79d"	"5cd6e7553b85d1cc6963233d"	"SWISSMODEL"	31	198	"4ilo.2.A"	-1.709712238	0.7064268182	15.2439022064	"https://swissmodel.expasy.org/repository/uniprot/P40014.pdb?provider=swissmodel&from=31&to=198&template=4ilo.2.A&provider=swissmodel"	"31_198_4ilo.2.A_5cd6e7553b85d1cc6963233d"	NA	NA	"4ilo"	NA	167	0.755656108597285	"YER018C"	NA
"P40014"	""	221	"18b33191a7dbd88f2048fd71b908c79d"	"5cd6e7553b85d1cc69632335"	"SWISSMODEL"	86	220	"2ve7.2.A"	-2.6612858143	0.6398179405	16.2601623535	"https://swissmodel.expasy.org/repository/uniprot/P40014.pdb?provider=swissmodel&from=86&to=220&template=2ve7.2.A&provider=swissmodel"	"86_220_2ve7.2.A_5cd6e7553b85d1cc69632335"	NA	NA	"2ve7"	NA	134	0.606334841628959	"YER018C"	NA
"P40014"	""	221	"18b33191a7dbd88f2048fd71b908c79d"	"5cd6e7553b85d1cc69632331"	"SWISSMODEL"	5	127	"4uxv.1.A"	-2.025885053	0.6793357718	13.0081300735	"https://swissmodel.expasy.org/repository/uniprot/P40014.pdb?provider=swissmodel&from=5&to=127&template=4uxv.1.A&provider=swissmodel"	"5_127_4uxv.1.A_5cd6e7553b85d1cc69632331"	NA	NA	"4uxv"	NA	122	0.552036199095023	"YER018C"	NA
"P53038"	""	688	"949dc8af06f44beab67e53c7ce7f7574"	"5cd81b379ffd12161f29b0a4"	"SWISSMODEL"	1	688	"3o4z.1.A"	-3.8714748523	0.6271091172	99.8454437256	"https://swissmodel.expasy.org/repository/uniprot/P53038.pdb?provider=swissmodel&from=1&to=688&template=3o4z.1.A&provider=swissmodel"	"1_688_3o4z.1.A_5cd81b379ffd12161f29b0a4"	NA	NA	"3o4z"	NA	687	0.998546511627907	"YGR099W"	NA
"Q99332"	""	602	"29b8e1e569f2bb9fa51028e185e2fec4"	"5cd76a62a03a1b186c30a1df"	"SWISSMODEL"	434	566	"3o0z.2.A"	-1.6988327687	0.7069877849	16.2601623535	"https://swissmodel.expasy.org/repository/uniprot/Q99332.pdb?provider=swissmodel&from=434&to=566&template=3o0z.2.A&provider=swissmodel"	"434_566_3o0z.2.A_5cd76a62a03a1b186c30a1df"	NA	NA	"3o0z"	NA	132	0.219269102990033	"YOR324C"	NA
"Q99332"	""	602	"29b8e1e569f2bb9fa51028e185e2fec4"	"5cd76a62a03a1b186c30a1e3"	"SWISSMODEL"	420	527	"4jio.1.A"	-1.8060951881	0.6974839264	6.4814815521	"https://swissmodel.expasy.org/repository/uniprot/Q99332.pdb?provider=swissmodel&from=420&to=527&template=4jio.1.A&provider=swissmodel"	"420_527_4jio.1.A_5cd76a62a03a1b186c30a1e3"	NA	NA	"4jio"	NA	107	0.177740863787375	"YOR324C"	NA
"Q06408"	""	635	"a729df2fadad689376051584874e1d4c"	"5cd7b4648fd6f949d1fd2fbd"	"SWISSMODEL"	23	635	"2w93.1.B"	-3.8557905573	0.6276816257	35.6630821228	"https://swissmodel.expasy.org/repository/uniprot/Q06408.pdb?provider=swissmodel&from=23&to=635&template=2w93.1.B&provider=swissmodel"	"23_635_2w93.1.B_5cd7b4648fd6f949d1fd2fbd"	NA	NA	"2w93"	NA	612	0.963779527559055	"YDR380W"	NA
"P32558"	""	1035	"a1d224bd6b49ea54c1d4ee18b562b00e"	"5cda13b88fd6f9354604ac4c"	"SWISSMODEL"	1	447	"3bit.1.A"	-0.1355757235	0.7694728986	100	"https://swissmodel.expasy.org/repository/uniprot/P32558.pdb?provider=swissmodel&from=1&to=447&template=3bit.1.A&provider=swissmodel"	"1_447_3bit.1.A_5cda13b88fd6f9354604ac4c"	NA	NA	"3bit"	NA	446	0.430917874396135	"YGL207W"	NA
"P32558"	""	1035	"a1d224bd6b49ea54c1d4ee18b562b00e"	"5cda13b88fd6f9354604ac48"	"SWISSMODEL"	662	957	"4kha.1.A"	-1.8759375892	0.7044371399	60.3389816284	"https://swissmodel.expasy.org/repository/uniprot/P32558.pdb?provider=swissmodel&from=662&to=957&template=4kha.1.A&provider=swissmodel"	"662_957_4kha.1.A_5cda13b88fd6f9354604ac48"	NA	NA	"4kha"	NA	295	0.285024154589372	"YGL207W"	NA
"P39926"	""	295	"8e08e9af9732f8428bffe798781daf91"	"5cd5876e8fd6f91239207d68"	"SWISSMODEL"	36	227	"5lg4.1.A"	-0.8744272508	0.7489301635	100	"https://swissmodel.expasy.org/repository/uniprot/P39926.pdb?provider=swissmodel&from=36&to=227&template=5lg4.1.A&provider=swissmodel"	"36_227_5lg4.1.A_5cd5876e8fd6f91239207d68"	NA	NA	"5lg4"	NA	191	0.647457627118644	"YMR183C"	NA
"P39926"	""	295	"8e08e9af9732f8428bffe798781daf91"	"5cd5876e8fd6f91239207d60"	"SWISSMODEL"	191	290	"3hd7.1.B"	-1.5150233632	0.7174380809	39.4230766296	"https://swissmodel.expasy.org/repository/uniprot/P39926.pdb?provider=swissmodel&from=191&to=290&template=3hd7.1.B&provider=swissmodel"	"191_290_3hd7.1.B_5cd5876e8fd6f91239207d60"	NA	NA	"3hd7"	NA	99	0.335593220338983	"YMR183C"	NA
"Q12049"	""	470	"86008824d434414619f50414b95f4951"	"5cd5ff293b85d181e9e2db91"	"SWISSMODEL"	197	424	"5ubp.1.A"	-3.344700147	0.6395046059	18.5520362854	"https://swissmodel.expasy.org/repository/uniprot/Q12049.pdb?provider=swissmodel&from=197&to=424&template=5ubp.1.A&provider=swissmodel"	"197_424_5ubp.1.A_5cd5ff293b85d181e9e2db91"	NA	NA	"5ubp"	NA	227	0.482978723404255	"YPR045C"	NA
"P38893"	""	341	"fb307764c8178c75e18dd57330db62aa"	"5cd489001a200bab0c8458bf"	"SWISSMODEL"	7	341	"1yga.1.A"	-1.9522454664	0.6971648713	71.4705886841	"https://swissmodel.expasy.org/repository/uniprot/P38893.pdb?provider=swissmodel&from=7&to=341&template=1yga.1.A&provider=swissmodel"	"7_341_1yga.1.A_5cd489001a200bab0c8458bf"	NA	NA	"1yga"	NA	334	0.979472140762463	"YHR210C"	NA
"Q08673"	""	210	"673b3712b24c0e484d6ad25fcc8f8706"	"5cd72281d60c5943f6918ce5"	"SWISSMODEL"	138	163	"2vwe.1.A"	-1.4739504485	0.604061214	34.6153831482	"https://swissmodel.expasy.org/repository/uniprot/Q08673.pdb?provider=swissmodel&from=138&to=163&template=2vwe.1.A&provider=swissmodel"	"138_163_2vwe.1.A_5cd72281d60c5943f6918ce5"	NA	NA	"2vwe"	NA	25	0.119047619047619	"YOR247W"	NA
"P00447"	""	233	"69e6c593ba135b2b95ba5698385ce130"	"5cd6a76c9ffd12521fcd6175"	"SWISSMODEL"	27	233	"3lsu.1.A"	0.5353557677	0.7879673473	100	"https://swissmodel.expasy.org/repository/uniprot/P00447.pdb?provider=swissmodel&from=27&to=233&template=3lsu.1.A&provider=swissmodel"	"27_233_3lsu.1.A_5cd6a76c9ffd12521fcd6175"	NA	NA	"3lsu"	NA	206	0.88412017167382	"YHR008C"	NA
"P32769"	""	611	"205878032befc85285544fc72860ca9f"	"5cd7819c1a200b147ba83c75"	"SWISSMODEL"	12	611	"5m1j.76.A"	-2.0797708941	0.6925099352	100	"https://swissmodel.expasy.org/repository/uniprot/P32769.pdb?provider=swissmodel&from=12&to=611&template=5m1j.76.A&provider=swissmodel"	"12_611_5m1j.76.A_5cd7819c1a200b147ba83c75"	NA	NA	"5m1j"	NA	599	0.980360065466448	"YKR084C"	NA
