"locus"	"pdbid"	"sstart2"	"send2"	"qstart2"	"qend2"	"strain_type"	"p_value"
"YHR040W"	"1_45_2n94.1.A_5cd475cf08cc8f7ebcd883f9"	1	45	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR084W"	"4_44_6dmp.1.A_5cd81bf3a03a1bf868b46a5c"	4	44	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR007C-A"	"23_43_4xgc.1.C_57718cbaf8196a07d9eb4653"	23	43	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHL007C"	"602_889_4zlo.1.A_5cd9a8e2a03a1b9ca6b5ed15"	602	889	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YML093W"	"276_350_5wlc.61.A_5a56f0d4e6291dde0428e626"	276	350	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YML093W"	"828_897_5wlc.61.A_5a56f0d4e6291dde0428e62a"	828	897	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR051C"	"50_216_5wlc.59.A_5cd6fa089ffd120feb90b1d9"	50	216	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR075W"	"228_308_5u2j.1.B_5cd810cf9ffd1251d940b0b1"	228	308	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YCL032W"	"27_108_1uqv.1.A_5cdd578c8fd6f97239221146"	27	108	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YCL032W"	"250_331_3ec8.1.A_5cdd578c8fd6f97239221142"	250	331	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YCL032W"	"250_331_3ec8.1.A_5cdd578c8fd6f97239221142"	250	331	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR130C"	"81_196_4ll8.1.B_5cd55e4ad60c59395825111c"	81	196	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR130C"	"155_266_6fkh.1.X_5cd55e4ad60c593958251120"	155	266	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR130C"	"43_136_4ll7.1.A_5cd55e4ad60c593958251124"	43	136	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR130C"	"340_371_5m0j.1.G_5cd55e4ad60c593958251128"	340	371	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR103W"	"584_774_4f2h.1.A_5cd98422732c1e03c272d3ac"	584	774	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR103W"	"402_508_6d8z.1.A_5cd98422732c1e03c272d3a8"	402	508	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR132C"	"73_290_5uqj.1.A_5cd59b26732c1e6d3f902f00"	73	290	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YGR203W"	"1_148_3fs5.1.A_5cd899181a200ba1682d9caa"	1	148	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL130W-A"	"37_85_1gmj.1.A_5cdaefeca03a1be780823ee8"	37	85	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.9297"
"YLR254C"	"12_152_5dfz.1.E_5cd791d2732c1e8cab40b86c"	12	152	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YDR082W"	"312_494_3key.1.A_5cd64d81a03a1b981b0f0ddc"	312	494	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YNL077W"	"173_412_1nlt.1.A_5cd6bb75a03a1b1e1cd142c3"	173	412	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL077W"	"8_100_6byr.2.A_5cd6bb75a03a1b1e1cd142cf"	8	100	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR534C"	"242_266_6e8a.1.A_5cd6b947732c1ef3805f794a"	242	266	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR463W"	"148_290_5und.1.A_5cd69f8a8fd6f972ba0111dd"	148	290	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YNL049C"	"66_876_1pd1.1.A_5cd948918fd6f932293067a4"	66	876	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIR011C"	"65_275_3q5x.1.A_5cd4f65e08cc8f76dd0b2ba6"	65	275	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR141C"	"259_881_4am7.1.A_5cd95193732c1e536b1c7609"	259	881	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR039C"	"40_105_4usg.1.A_5cd5934f3b85d1725614117d"	40	105	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL084W"	"51_436_2i4i.1.A_5cd5b041d60c597486e60f77"	51	436	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR142W"	"24_329_4xx0.1.A_5cd4bf0b732c1ee0a7be3187"	24	329	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL057C"	"49_217_4mix.1.A_5cd4b682a03a1bb1a2e0641a"	49	217	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR009W"	"131_155_1qp9.1.C_5cd5fba808cc8f6765c0df61"	131	155	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL134C"	"80_760_4ka8.1.A_5cd8a5b73b85d1d7abaf195b"	80	760	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR140W"	"62_208_2ldu.1.A_5cd89dea732c1e40ed465cd2"	62	208	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YDR320C"	"373_515_4l9p.1.A_5cd7edda3b85d1b1c672a942"	373	515	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR320C"	"373_515_5l0w.1.A_5cd7edda3b85d1b1c672a93e"	373	515	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL013C"	"2_120_5mrc.55.A_5cd976ae3b85d14addacd9d7"	2	120	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR139C"	"31_322_2wlt.1.A_5cd4d1528fd6f96278d9466f"	31	322	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL304W"	"204_348_2iez.1.A_5b21a3f0c730d433609bce0f"	204	348	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YAR003W"	"2_424_6chg.1.D_5b923db49ffd12bae9651466"	2	424	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR032W"	"68_951_2oaj.1.A_5cda16808fd6f99006ad3d1e"	68	951	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNR031C"	"1264_1562_6bxi.1.A_5cdb9dfc08cc8fe43fc5807a"	1264	1562	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR175W"	"6_314_4gm9.2.A_5b91d842d60c592f4a2a30c8"	6	314	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL187C"	"357_649_4wb7.2.A_5cd8f39708cc8f46e397a644"	357	649	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL187C"	"434_714_1ydt.1.A_5cd8f39708cc8f46e397a648"	434	714	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL016W"	"393_505_2li6.1.A_5cdb20eb1a200bca65870afc"	393	505	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR146C"	"548_650_6b0o.2.A_5cd83ea68fd6f9cd7a75486d"	548	650	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL229W"	"4_612_5tky.1.A_5cd786b23b85d1b96c41a41d"	4	612	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIR012W"	"26_431_5ams.1.A_5cd57a99d60c59d5b8a4e6cc"	26	431	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL081C"	"2_121_5mrc.52.A_5cd8b93b732c1e3046e2d02f"	2	121	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR005W"	"4_601_4uqi.1.B_5cd82fa5732c1e555dab3190"	4	601	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR166C"	"127_273_5g06.1.J_5cd5d6f43b85d10d63db0c3c"	127	273	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR166C"	"323_458_4pqz.1.A_5cd5d6f43b85d10d63db0c44"	323	458	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR214W"	"136_364_1nlt.1.A_5cd4a5628fd6f994d8b8d175"	136	364	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR214W"	"21_163_6hix.50.A_5cd4a5628fd6f994d8b8d179"	21	163	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNR036C"	"29_152_5mre.51.A_5cd879c69ffd127fd17cae32"	29	152	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR335C"	"33_485_5knn.1.A_5cd9e5728fd6f965c00bcf34"	33	485	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR335C"	"779_983_5t76.1.A_5cd9e5728fd6f965c00bcf2b"	779	983	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
NA	"8_460_5knn.1.A_5cd9c55fa03a1b1cf146230a"	8	460	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
NA	"754_957_5t5s.1.A_5cd9c55fa03a1b1cf1462306"	754	957	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL091W"	"22_483_2hqm.1.A_5cd628331a200b116840fe5e"	22	483	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
NA	"6_467_2hqm.1.A_5cd5f7143b85d1102249cd93"	6	467	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL245W"	"1_180_2hra.1.A_5cd83d259ffd126611cddb0f"	1	180	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YML034W"	"13_53_1gjj.1.A_5cd908ab9ffd12027b047d15"	13	53	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YML034W"	"172_195_4xzr.1.A_5cd908ab9ffd12027b047d1d"	172	195	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YBL076C"	"2_843_1jzq.1.A_5cda3b96d60c59f69ef83dba"	2	843	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YDR037W"	"68_579_6chd.1.A_5cd754383b85d14d339d6131"	68	579	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YER039C-A"	"11_72_5oge.1.A_5cdb6a6208cc8fb790408e4e"	11	72	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL168C"	"40_266_5v22.1.A_5cd86b7dd60c59110bca01ec"	40	266	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YCR006C"	"36_66_3hqa.1.A_5cd8590e08cc8f7141846792"	36	66	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR149W"	"15_344_4ijc.1.A_5cd4795b732c1e7759844056"	15	344	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR033C"	"52_530_4phc.1.B_5cd6ec6c3b85d1d5c2e52e7e"	52	530	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
NA	"32_510_4phc.1.B_5cd6b3a33b85d1b9530885ea"	32	510	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR034C-C"	"173_341_6r24.1.D_5cd593d73b85d18ef829f7fe"	173	341	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLL041C"	"32_264_2fbw.1.B_5cd60480d60c5956b0a3c1e0"	32	264	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR037C"	"159_293_4y66.3.B_5cd586a6732c1e62485cdd1d"	159	293	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL101C"	"343_398_4ux5.1.A_5cd7c639d60c595c582bf880"	343	398	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL194C"	"28_395_4a69.1.A_5cd5c427a03a1b1bc4bcb92b"	28	395	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR382C"	"19_891_6q89.1.A_5cd9672e3b85d15dc1104223"	19	891	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YGR165W"	"27_345_5mrc.71.A_5cd47611732c1ed26c8fe9d9"	27	345	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL141W"	"7_345_3rys.1.A_5cdd52509ffd12ae0c9357bb"	7	345	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YHR019C"	"115_554_5xix.1.B_5cd700383b85d1e3c119e941"	115	554	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR011W"	"20_446_2zr3.1.A_5cd5ad088fd6f909c9e50eb1"	20	446	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR234C"	"13_384_5wlc.25.A_5cd4bea9732c1ecc21d47f06"	13	384	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR185C"	"8_356_2dlc.1.B_5cd4e80c8fd6f9d3cb7f7636"	8	356	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR186W"	"277_417_5fmf.1.W_5cd86f901a200bb3187b0d01"	277	417	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR205W"	"5_290_1odf.1.A_5cd59efd1a200bf4238a58cc"	5	290	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR213C"	"5_138_5iok.1.A_5cd65b07d60c598f38f108e5"	5	138	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YDR145W"	"416_486_6hqa.1.J_5cd6db9608cc8f3308eb5177"	416	486	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL139C"	"88_415_5a07.1.A_5cd569638fd6f94686601005"	88	415	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL129W"	"1_137_5d7e.1.A_5cd672ec08cc8f9f0d2ea920"	1	137	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL130W"	"17_49_4v6i.38.A_5cda1470732c1e2cc31765f9"	17	49	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.6578"
"YPL130W"	"82_127_3fbl.1.A_5cd6db659ffd124f7c874a95"	82	127	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YFL067W"	"143_170_4i0u.2.A_5cd7e34fa03a1b8f9aa37569"	143	170	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL148C"	"1_131_4hwi.1.B_5cd63aa93b85d18239c97565"	1	131	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL148C"	"133_240_1whg.1.A_5cd63aa93b85d18239c97561"	133	240	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL241C"	"101_268_5cya.2.A_5cd5fc5cd60c59c7b675ed72"	101	268	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL128C"	"404_479_2roh.1.A_5cd712d49ffd12da4bdd761e"	404	479	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR213W-B"	"3_45_3pmi.1.A_5cda57503b85d16b6bccf983"	3	45	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER148W"	"61_240_6eu0.1.U_5cdabd0cc4494f72a6192155"	61	240	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR448W"	"2_120_6cw3.3.B_5cd581bb732c1e706ef4a4da"	2	120	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR448W"	"354_434_2elj.1.A_5cd581bb732c1e706ef4a4d6"	354	434	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR086C"	"384_628_5iz5.2.A_5cdac0f7a03a1b6abd763bc3"	384	628	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR003C"	"45_305_4rdh.1.A_5cd571b53b85d164e7cf8bca"	45	305	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.9602"
"YOR202W"	"3_219_6ezm.1.A_5cd6f22a3b85d1fb1e735b91"	3	219	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL143W"	"6_528_4v94.1.N_5cd6bd4b8fd6f9708e61db14"	6	528	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR057W"	"11_50_6j9n.1.B_5cd48a8e732c1ef74f83245a"	11	50	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR268W"	"2_186_3kyq.1.A_5cd70cc5732c1e83b41da31c"	2	186	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR041W"	"16_201_5mrc.49.A_5cd744a008cc8f1e8357e306"	16	201	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL111W"	"2_527_4v94.1.K_5cd6fb6c3b85d1de11be4a61"	2	527	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR538W"	"56_239_1sbz.1.A_5cd67b901a200b0ba1b44dbc"	56	239	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YJL074C"	"459_750_4rsi.1.A_5cdae768732c1ee4bfcdfeca"	459	750	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL074C"	"2_246_5xns.1.A_5cdae768732c1ee4bfcdfece"	2	246	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL074C"	"691_890_6dfp.1.A_5cdae768732c1ee4bfcdfebe"	691	890	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR053C"	"249_273_2kaf.1.A_5cd5bd49732c1e811bcff6b3"	249	273	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER071C"	"5_126_5vky.1.A_5cd94386732c1ea4dc2d4be8"	5	126	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YCR060W"	"1_111_2l6j.1.A_5cd9e49e8fd6f943a9255e02"	1	111	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YCR060W"	"1_111_4cgu.1.A_5cd9e49e8fd6f943a9255dfe"	1	111	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YCR018C"	"160_200_2m9w.1.A_5cd6e7493b85d1c7afe3948b"	160	200	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YIL130W"	"12_52_1hwt.1.D_5cd9c9fdd60c59d030cbd8dd"	12	52	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL052C"	"2_94_5m1j.46.A_5a56fb7eeb80f74634a3e516"	2	94	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.8539"
"YLR153C"	"32_672_5vpv.2.A_5cd80dc0732c1e107512ea31"	32	672	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YML085C"	"1_440_5w3f.1.A_5cd5b19b3b85d1ef19b54446"	1	440	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR227W-A"	"178_345_6r24.1.D_5cd59a768fd6f948e128281c"	178	345	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER160C"	"636_837_3s3n.1.A_5903a3b9d823cca571738b58"	636	837	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER079W"	"125_149_4dqy.1.B_5b8e74fcc4494f3fa14b7257"	125	149	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.001"
"YLR395C"	"28_74_6hu9.1.1_5cdb39451a200bec75beabfd"	28	74	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR158W-A"	"211_318_3tm9.1.A_5cd59a101a200bea78b13375"	211	318	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR053C"	"13_48_1rju.1.A_5cdbdb3cd60c599e450159d5"	13	48	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR104C"	"2_154_1b4t.1.A_5cd86f82d60c59ae78e88d8e"	2	154	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YDL123W"	"16_58_4he8.1.A_59b596cfe6291d2c7d71df69"	16	58	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER035W"	"120_145_6am0.1.G_5cd8ab8ba03a1b2de28a27af"	120	145	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YER089C"	"2_295_4rag.1.A_5cd5eb2e1a200b3c8f318faa"	2	295	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR134W"	"21_148_5xbn.1.A_5cd5f838d60c5903fe6433b9"	21	148	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR053C"	"52_83_4xoc.1.A_592979df140550b1ec04c75a"	52	83	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YFL021W"	"245_362_3vd6.1.C_5cd682df1a200b332e27c6fa"	245	362	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.2244"
"YFR016C"	"1130_1231_2wci.1.B_5a658fcf14055078bbcef75b"	1130	1231	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YFL012W"	"5_34_4f0z.1.C_5cd898998fd6f97ec45c6dde"	5	34	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR036W-A"	"5_24_5wb5.1.B_5cdb99543b85d135b8d80ecb"	5	24	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR174C"	"2_32_1dp5.1.B_5cdb98491a200b5e6d9d4d20"	2	32	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR174C"	"8_34_2wfk.1.A_5cdb98491a200b5e6d9d4d24"	8	34	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR267C"	"3_326_2hes.1.A_5cd4bd208fd6f9556d16fc10"	3	326	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL036W"	"571_673_5t8v.1.A_5ad8551e140550171359b257"	571	673	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR197C"	"3_99_3onj.1.A_5cd6fa731a200be49a41fa89"	3	99	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR197C"	"117_192_2nps.1.C_5cd6fa731a200be49a41fa85"	117	192	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL240W"	"30_223_1gqp.1.B_5cd650dc08cc8f6ef47f8b20"	30	223	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR121W-A"	"2_40_5gm6.1.I_5cdb7386a03a1b64e2febfe9"	2	40	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR046W"	"73_105_5oac.1.A_5cd4c10d9ffd1289961fbeda"	73	105	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR161C-C"	"178_345_6r24.1.D_5cd599643b85d1c7be415707"	178	345	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL237W"	"81_229_1qat.1.A_5cd4d5a6a03a1bf4119308a4"	81	229	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR064C"	"3_535_1yuw.1.A_5cd6daeb732c1e316146ab2c"	3	535	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR306W"	"1_188_3o2u.1.A_5cd797a71a200b0eb422d3ad"	1	188	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL068C"	"1_299_4flm.1.A_5cd56be21a200b33d93fe960"	1	299	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YFL014W"	"1_109_2l9q.1.A_5cd9f703a03a1b888d5eaf7a"	1	109	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL162C"	"8_77_5vso.1.A_5cd7448008cc8f16acb0d04f"	8	77	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
